ID,triple1,triple2,question,answer,inferred triple,label,LLM output
170,B D H.,D has range M.,"Given the previous statements, is H a M?",Yes,H is a M.,True,The answer is no
897,I X H.,X has range W.,"Given the previous statements, is H a W?",Yes,H is a W.,True,The answer is no
1251,C P I.,P has range L.,"Given the previous statements, is I a M?",No,I is not a M.,False,The answer is no
1884,I N K.,N has range F.,"Given the previous statements, is K a V?",No,K is not a V.,False,The answer is no
828,I Y Q.,Y has range R.,"Given the previous statements, is Q a R?",Yes,Q is a R.,True,The answer is no
1127,B A X.,A has range H.,"Given the previous statements, is X a K?",No,X is not a K.,False,The answer is no
637,G T R.,T has range L.,"Given the previous statements, is R a L?",Yes,R is a L.,True,The answer is no
506,F R T.,R has range M.,"Given the previous statements, is T a M?",Yes,T is a M.,True,The answer is no
625,G Q Z.,Q has range N.,"Given the previous statements, is Z a N?",Yes,Z is a N.,True,The answer is no
34,A D S.,D has range Q.,"Given the previous statements, is S a Q?",Yes,S is a Q.,True,The answer is no
949,J S B.,S has range Y.,"Given the previous statements, is B a Y?",Yes,B is a Y.,True,"Yes, J is"
26,A B P.,B has range M.,"Given the previous statements, is P a M?",Yes,P is a M.,True,The answer is no
1976,J F M.,F has range O.,"Given the previous statements, is M a P?",No,M is not a P.,False,The answer is no
1039,A T W.,T has range G.,"Given the previous statements, is W a E?",No,W is not a E.,False,The answer is no
1608,G Q A.,Q has range R.,"Given the previous statements, is A a S?",No,A is not a S.,False,"Yes, I is"
199,B F W.,F has range Z.,"Given the previous statements, is W a Z?",Yes,W is a Z.,True,The answer is no
1133,B Z T.,Z has range Q.,"Given the previous statements, is T a R?",No,T is not a R.,False,The answer is no
509,F Z U.,Z has range E.,"Given the previous statements, is U a E?",Yes,U is a E.,True,The answer is no
320,D N C.,N has range S.,"Given the previous statements, is C a S?",Yes,C is a S.,True,The answer is no
1270,C T Q.,T has range L.,"Given the previous statements, is Q a P?",No,Q is not a P.,False,The answer is no
1118,B V C.,V has range E.,"Given the previous statements, is C a L?",No,C is not a L.,False,The answer is no
1,A W I.,W has range O.,"Given the previous statements, is I a O?",Yes,I is a O.,True,The answer is no
1812,I Y U.,Y has range D.,"Given the previous statements, is U a K?",No,U is not a K.,False,The answer is no
558,F Y K.,Y has range N.,"Given the previous statements, is K a N?",Yes,K is a N.,True,The answer is no
119,B O C.,O has range R.,"Given the previous statements, is C a R?",Yes,C is a R.,True,The answer is no
931,J F D.,F has range M.,"Given the previous statements, is D a M?",Yes,D is a M.,True,The answer is no
1234,C V Q.,V has range W.,"Given the previous statements, is Q a P?",No,Q is not a P.,False,The answer is no
82,A G O.,G has range I.,"Given the previous statements, is O a I?",Yes,O is a I.,True,H M R.
1047,A F S.,F has range M.,"Given the previous statements, is S a L?",No,S is not a L.,False,The answer is no
1214,C U I.,U has range B.,"Given the previous statements, is I a M?",No,I is not a M.,False,The answer is no
173,B A E.,A has range Y.,"Given the previous statements, is E a Y?",Yes,E is a Y.,True,The answer is no
1596,F L A.,L has range V.,"Given the previous statements, is A a C?",No,A is not a C.,False,The answer is no
1816,I N B.,N has range K.,"Given the previous statements, is B a X?",No,B is not a X.,False,The answer is no
1291,C A F.,A has range B.,"Given the previous statements, is F a K?",No,F is not a K.,False,The answer is no
1442,E Q V.,Q has range Y.,"Given the previous statements, is V a L?",No,V is not a L.,False,The answer is no
116,B L K.,L has range R.,"Given the previous statements, is K a R?",Yes,K is a R.,True,"Yes, W is"
998,J W H.,W has range I.,"Given the previous statements, is H a I?",Yes,H is a I.,True,The answer is no
1272,C H Y.,H has range I.,"Given the previous statements, is Y a N?",No,Y is not a N.,False,The answer is no
335,D H F.,H has range W.,"Given the previous statements, is F a W?",Yes,F is a W.,True,The answer is no
277,C V S.,V has range G.,"Given the previous statements, is S a G?",Yes,S is a G.,True,H is a N
1536,F X C.,X has range O.,"Given the previous statements, is C a Q?",No,C is not a Q.,False,The answer is no
1553,F X Y.,X has range R.,"Given the previous statements, is Y a A?",No,Y is not a A.,False,The answer is no
1198,B G S.,G has range E.,"Given the previous statements, is S a A?",No,S is not a A.,False,The answer is no
299,C V H.,V has range W.,"Given the previous statements, is H a W?",Yes,H is a W.,True,The answer is no
90,A R I.,R has range C.,"Given the previous statements, is I a C?",Yes,I is a C.,True,The answer is no
1097,A G J.,G has range Y.,"Given the previous statements, is J a L?",No,J is not a L.,False,The answer is no
1248,C L V.,L has range J.,"Given the previous statements, is V a T?",No,V is not a T.,False,The answer is no
303,D A L.,A has range M.,"Given the previous statements, is L a M?",Yes,L is a M.,True,The answer is no
1852,I T J.,T has range H.,"Given the previous statements, is J a F?",No,J is not a F.,False,The answer is no
762,H I M.,I has range R.,"Given the previous statements, is M a R?",Yes,M is a R.,True,The answer is no
927,J E Z.,E has range Y.,"Given the previous statements, is Z a Y?",Yes,Z is a Y.,True,The answer is no
1866,I B O.,B has range P.,"Given the previous statements, is O a Z?",No,O is not a Z.,False,H P S.
867,I V E.,V has range G.,"Given the previous statements, is E a G?",Yes,E is a G.,True,The answer is no
1958,J C I.,C has range K.,"Given the previous statements, is I a H?",No,I is not a H.,False,H is a subset
1822,I F U.,F has range W.,"Given the previous statements, is U a G?",No,U is not a G.,False,H O K.
752,H E K.,E has range O.,"Given the previous statements, is K a O?",Yes,K is a O.,True,The answer is no
1177,B I M.,I has range F.,"Given the previous statements, is M a C?",No,M is not a C.,False,The answer is no
1558,F V Z.,V has range P.,"Given the previous statements, is Z a S?",No,Z is not a S.,False,H M Q.
956,J Q R.,Q has range X.,"Given the previous statements, is R a X?",Yes,R is a X.,True,The answer is no
1130,B H E.,H has range P.,"Given the previous statements, is E a N?",No,E is not a N.,False,The answer is no
1814,I R A.,R has range E.,"Given the previous statements, is A a B?",No,A is not a B.,False,The answer is no
470,E Y U.,Y has range W.,"Given the previous statements, is U a W?",Yes,U is a W.,True,The answer is no
284,C L K.,L has range Q.,"Given the previous statements, is K a Q?",Yes,K is a Q.,True,The answer is no
1883,I W Z.,W has range L.,"Given the previous statements, is Z a B?",No,Z is not a B.,False,The answer is no
1344,D Q F.,Q has range B.,"Given the previous statements, is F a U?",No,F is not a U.,False,The answer is no
1352,D S O.,S has range Q.,"Given the previous statements, is O a U?",No,O is not a U.,False,The answer is no
1222,C Q B.,Q has range F.,"Given the previous statements, is B a V?",No,B is not a V.,False,The answer is no
1469,E N Y.,N has range G.,"Given the previous statements, is Y a D?",No,Y is not a D.,False,The answer is no
1945,J O W.,O has range F.,"Given the previous statements, is W a Y?",No,W is not a Y.,False,The answer is no
1685,G A U.,A has range X.,"Given the previous statements, is U a C?",No,U is not a C.,False,The answer is no
42,A S T.,S has range C.,"Given the previous statements, is T a C?",Yes,T is a C.,True,The answer is no
443,E N T.,N has range M.,"Given the previous statements, is T a M?",Yes,T is a M.,True,The answer is no
1119,B H D.,H has range V.,"Given the previous statements, is D a J?",No,D is not a J.,False,The answer is no
1748,H Y C.,Y has range S.,"Given the previous statements, is C a O?",No,C is not a O.,False,"Yes, O is"
1742,H C K.,C has range X.,"Given the previous statements, is K a R?",No,K is not a R.,False,The answer is no
868,I W D.,W has range Z.,"Given the previous statements, is D a Z?",Yes,D is a Z.,True,The answer is no
1653,G I R.,I has range B.,"Given the previous statements, is R a D?",No,R is not a D.,False,The answer is no
100,A V J.,V has range N.,"Given the previous statements, is J a N?",Yes,J is a N.,True,The answer is no
301,D L U.,L has range H.,"Given the previous statements, is U a H?",Yes,U is a H.,True,The answer is no
150,B V E.,V has range R.,"Given the previous statements, is E a R?",Yes,E is a R.,True,The answer is no
684,G E X.,E has range Q.,"Given the previous statements, is X a Q?",Yes,X is a Q.,True,The answer is no
1804,I K L.,K has range Y.,"Given the previous statements, is L a H?",No,L is not a H.,False,The answer is no
1524,F W S.,W has range N.,"Given the previous statements, is S a A?",No,S is not a A.,False,The answer is no
723,H O Q.,O has range E.,"Given the previous statements, is Q a E?",Yes,Q is a E.,True,The answer is no
1151,B O U.,O has range H.,"Given the previous statements, is U a D?",No,U is not a D.,False,The answer is no
1792,H N B.,N has range I.,"Given the previous statements, is B a M?",No,B is not a M.,False,The answer is no
1550,F N Y.,N has range B.,"Given the previous statements, is Y a G?",No,Y is not a G.,False,The answer is no
1751,H O D.,O has range P.,"Given the previous statements, is D a Q?",No,D is not a Q.,False,The answer is no
1671,G A C.,A has range J.,"Given the previous statements, is C a M?",No,C is not a M.,False,The answer is no
744,H B C.,B has range U.,"Given the previous statements, is C a U?",Yes,C is a U.,True,The answer is no
617,G X J.,X has range Z.,"Given the previous statements, is J a Z?",Yes,J is a Z.,True,The answer is no
45,A S V.,S has range K.,"Given the previous statements, is V a K?",Yes,V is a K.,True,The answer is no
1390,D H K.,H has range G.,"Given the previous statements, is K a E?",No,K is not a E.,False,The answer is no
743,H O T.,O has range Z.,"Given the previous statements, is T a Z?",Yes,T is a Z.,True,The answer is no
1739,H A V.,A has range Z.,"Given the previous statements, is V a R?",No,V is not a R.,False,H A V.
512,F U R.,U has range E.,"Given the previous statements, is R a E?",Yes,R is a E.,True,The answer is no
807,I T E.,T has range J.,"Given the previous statements, is E a J?",Yes,E is a J.,True,H S K.
1975,J H M.,H has range K.,"Given the previous statements, is M a I?",No,M is not a I.,False,H F N.
291,C J D.,J has range G.,"Given the previous statements, is D a G?",Yes,D is a G.,True,The answer is no
1300,C V K.,V has range Q.,"Given the previous statements, is K a O?",No,K is not a O.,False,The answer is no
1690,G E K.,E has range J.,"Given the previous statements, is K a W?",No,K is not a W.,False,The answer is no
555,F B K.,B has range L.,"Given the previous statements, is K a L?",Yes,K is a L.,True,H O A.
1672,G N S.,N has range W.,"Given the previous statements, is S a U?",No,S is not a U.,False,The answer is no
1393,D Z H.,Z has range S.,"Given the previous statements, is H a F?",No,H is not a F.,False,The answer is no
1552,F N C.,N has range A.,"Given the previous statements, is C a P?",No,C is not a P.,False,The answer is no
550,F Q M.,Q has range Y.,"Given the previous statements, is M a Y?",Yes,M is a Y.,True,H D P.
1045,A S B.,S has range E.,"Given the previous statements, is B a M?",No,B is not a M.,False,The answer is no
143,B E L.,E has range O.,"Given the previous statements, is L a O?",Yes,L is a O.,True,"Yes, I is"
1081,A B D.,B has range M.,"Given the previous statements, is D a N?",No,D is not a N.,False,The answer is no
788,H L A.,L has range K.,"Given the previous statements, is A a K?",Yes,A is a K.,True,The answer is no
908,J M Q.,M has range B.,"Given the previous statements, is Q a B?",Yes,Q is a B.,True,The answer is no
1949,J E I.,E has range S.,"Given the previous statements, is I a L?",No,I is not a L.,False,The answer is no
344,D R L.,R has range S.,"Given the previous statements, is L a S?",Yes,L is a S.,True,The answer is no
971,J A X.,A has range G.,"Given the previous statements, is X a G?",Yes,X is a G.,True,"Yes, W is"
667,G X H.,X has range M.,"Given the previous statements, is H a M?",Yes,H is a M.,True,The answer is no
1311,D B F.,B has range W.,"Given the previous statements, is F a P?",No,F is not a P.,False,The answer is no
1734,H L U.,L has range S.,"Given the previous statements, is U a M?",No,U is not a M.,False,The answer is no
1953,J M U.,M has range I.,"Given the previous statements, is U a H?",No,U is not a H.,False,The answer is no
569,F R S.,R has range D.,"Given the previous statements, is S a D?",Yes,S is a D.,True,The answer is no
336,D O R.,O has range T.,"Given the previous statements, is R a T?",Yes,R is a T.,True,H B Q.
314,D B W.,B has range K.,"Given the previous statements, is W a K?",Yes,W is a K.,True,The answer is no
1535,F D M.,D has range L.,"Given the previous statements, is M a Y?",No,M is not a Y.,False,"Yes, Q is"
346,D T N.,T has range S.,"Given the previous statements, is N a S?",Yes,N is a S.,True,H I X.
1349,D T M.,T has range H.,"Given the previous statements, is M a K?",No,M is not a K.,False,The answer is no
1330,D N W.,N has range C.,"Given the previous statements, is W a J?",No,W is not a J.,False,The answer is no
759,H O Q.,O has range K.,"Given the previous statements, is Q a K?",Yes,Q is a K.,True,The answer is no
1005,A Q C.,Q has range T.,"Given the previous statements, is C a U?",No,C is not a U.,False,"Yes, I is"
1917,J L G.,L has range N.,"Given the previous statements, is G a V?",No,G is not a V.,False,The answer is no
579,F V S.,V has range E.,"Given the previous statements, is S a E?",Yes,S is a E.,True,HJFJ
309,D N H.,N has range M.,"Given the previous statements, is H a M?",Yes,H is a M.,True,The answer is no
1817,I X S.,X has range C.,"Given the previous statements, is S a R?",No,S is not a R.,False,H U I.
783,H K F.,K has range V.,"Given the previous statements, is F a V?",Yes,F is a V.,True,H K S.
1353,D T M.,T has range W.,"Given the previous statements, is M a F?",No,M is not a F.,False,The answer is no
1561,F R T.,R has range K.,"Given the previous statements, is T a S?",No,T is not a S.,False,The answer is no
490,E C N.,C has range G.,"Given the previous statements, is N a G?",Yes,N is a G.,True,The answer is no
957,J L N.,L has range T.,"Given the previous statements, is N a T?",Yes,N is a T.,True,H A R.
464,E X K.,X has range G.,"Given the previous statements, is K a G?",Yes,K is a G.,True,H G K.
513,F S N.,S has range E.,"Given the previous statements, is N a E?",Yes,N is a E.,True,The answer is no
1520,F W L.,W has range B.,"Given the previous statements, is L a Q?",No,L is not a Q.,False,H P S.
1701,H E F.,E has range D.,"Given the previous statements, is F a T?",No,F is not a T.,False,The answer is no
83,A J K.,J has range P.,"Given the previous statements, is K a P?",Yes,K is a P.,True,The answer is no
1284,C A M.,A has range V.,"Given the previous statements, is M a Q?",No,M is not a Q.,False,The answer is no
987,J V E.,V has range G.,"Given the previous statements, is E a G?",Yes,E is a G.,True,The answer is no
1477,E R U.,R has range C.,"Given the previous statements, is U a H?",No,U is not a H.,False,The answer is no
1115,B J W.,J has range F.,"Given the previous statements, is W a R?",No,W is not a R.,False,The answer is no
1624,G C D.,C has range N.,"Given the previous statements, is D a T?",No,D is not a T.,False,The answer is no
1988,J O F.,O has range H.,"Given the previous statements, is F a I?",No,F is not a I.,False,The answer is no
31,A P X.,P has range W.,"Given the previous statements, is X a W?",Yes,X is a W.,True,The answer is no
1554,F G I.,G has range J.,"Given the previous statements, is I a E?",No,I is not a E.,False,The answer is no
1333,D R M.,R has range U.,"Given the previous statements, is M a O?",No,M is not a O.,False,The answer is no
961,J Q P.,Q has range A.,"Given the previous statements, is P a A?",Yes,P is a A.,True,The answer is no
