ID,triple1,triple2,question,answer,inferred triple,label
33,Caetano v. Massachusetts is a Case.,Case is a subclass of UnitOfWork.,"Given the previous statements, is Caetano v. Massachusetts an UnitOfWork?",Yes,Caetano v. Massachusetts is an UnitOfWork.,True
34,Caelum is a CelestialBody.,CelestialBody is a subclass of Place.,"Given the previous statements, is Caelum a Place?",Yes,Caelum is a Place.,True
35,Caliban is a CelestialBody.,CelestialBody is a subclass of Place.,"Given the previous statements, is Caliban a Place?",Yes,Caliban is a Place.,True
36,Callirrhoe is a CelestialBody.,CelestialBody is a subclass of Place.,"Given the previous statements, is Callirrhoe a Place?",Yes,Callirrhoe is a Place.,True
37,Kaleidoscope Dream  Sound  1 is a Document.,Document is a subclass of Work.,"Given the previous statements, is Kaleidoscope Dream  Sound  1 a Work?",Yes,Kaleidoscope Dream  Sound  1 is a Work.,True
38,Kalevala  Sound  1 is a Document.,Document is a subclass of Work.,"Given the previous statements, is Kalevala  Sound  1 a Work?",Yes,Kalevala  Sound  1 is a Work.,True
39,Kamancheh  Sound  1 is a Document.,Document is a subclass of Work.,"Given the previous statements, is Kamancheh  Sound  1 a Work?",Yes,Kamancheh  Sound  1 is a Work.,True
40,Calcium-activated potassium channel subunit alpha-1 is a Gene.,Gene is a subclass of Biomolecule.,"Given the previous statements, is Calcium-activated potassium channel subunit alpha-1 a Biomolecule?",Yes,Calcium-activated potassium channel subunit alpha-1 is a Biomolecule.,True
41,Carbonic anhydrase 12 is a Gene.,Gene is a subclass of Biomolecule.,"Given the previous statements, is Carbonic anhydrase 12 a Biomolecule?",Yes,Carbonic anhydrase 12 is a Biomolecule.,True
42,Ameloblastin is a Gene.,Gene is a subclass of Biomolecule.,"Given the previous statements, is Ameloblastin a Biomolecule?",Yes,Ameloblastin is a Biomolecule.,True
43,Cade Foster is a GridironFootballPlayer.,GridironFootballPlayer is a subclass of Athlete.,"Given the previous statements, is Cade Foster an Athlete?",Yes,Cade Foster is an Athlete.,True
44,Cade Johnson is a GridironFootballPlayer.,GridironFootballPlayer is a subclass of Athlete.,"Given the previous statements, is Cade Johnson an Athlete?",Yes,Cade Johnson is an Athlete.,True
45,Cade Klubnik is a GridironFootballPlayer.,GridironFootballPlayer is a subclass of Athlete.,"Given the previous statements, is Cade Klubnik an Athlete?",Yes,Cade Klubnik is an Athlete.,True
46,Caballeros de la Quema is a Group.,Group is a subclass of Organisation.,"Given the previous statements, is Caballeros de la Quema an Organisation?",Yes,Caballeros de la Quema is an Organisation.,True
47,Cabbage is a Group.,Group is a subclass of Organisation.,"Given the previous statements, is Cabbage an Organisation?",Yes,Cabbage is an Organisation.,True
48,Cabin is a Group.,Group is a subclass of Organisation.,"Given the previous statements, is Cabin an Organisation?",Yes,Cabin is an Organisation.,True
49,Ca' Granda is an Infrastructure.,Infrastructure is a subclass of ArchitecturalStructure.,"Given the previous statements, is Ca' Granda an ArchitecturalStructure?",Yes,Ca' Granda is an ArchitecturalStructure.,True
50,Caballo Dam is an Infrastructure.,Infrastructure is a subclass of ArchitecturalStructure.,"Given the previous statements, is Caballo Dam an ArchitecturalStructure?",Yes,Caballo Dam is an ArchitecturalStructure.,True
51,Caballo Lake is an Infrastructure.,Infrastructure is a subclass of ArchitecturalStructure.,"Given the previous statements, is Caballo Lake an ArchitecturalStructure?",Yes,Caballo Lake is an ArchitecturalStructure.,True
52,Caban v. Mohammed is a LegalCase.,LegalCase is a subclass of Case.,"Given the previous statements, is Caban v. Mohammed a Case?",Yes,Caban v. Mohammed is a Case.,True
53,Cabell v. Chavez-Salido is a LegalCase.,LegalCase is a subclass of Case.,"Given the previous statements, is Cabell v. Chavez-Salido a Case?",Yes,Cabell v. Chavez-Salido is a Case.,True
54,Caetano v. Massachusetts is a LegalCase.,LegalCase is a subclass of Case.,"Given the previous statements, is Caetano v. Massachusetts a Case?",Yes,Caetano v. Massachusetts is a Case.,True
55,Cabot Bigham is a MotorsportRacer.,MotorsportRacer is a subclass of Athlete.,"Given the previous statements, is Cabot Bigham an Athlete?",Yes,Cabot Bigham is an Athlete.,True
56,Cacá Bueno is a MotorsportRacer.,MotorsportRacer is a subclass of Athlete.,"Given the previous statements, is Cacá Bueno an Athlete?",Yes,Cacá Bueno is an Athlete.,True
57,Caesar Bacarella is a MotorsportRacer.,MotorsportRacer is a subclass of Athlete.,"Given the previous statements, is Caesar Bacarella an Athlete?",Yes,Caesar Bacarella is an Athlete.,True
58,"Solar eclipse of January 14, 1945 is a NaturalEvent.",NaturalEvent is a subclass of Event.,"Given the previous statements, is Solar eclipse of January 14, 1945 an Event?",Yes,"Solar eclipse of January 14, 1945 is an Event.",True
59,"Solar eclipse of March 30, 2052 is a NaturalEvent.",NaturalEvent is a subclass of Event.,"Given the previous statements, is Solar eclipse of March 30, 2052 an Event?",Yes,"Solar eclipse of March 30, 2052 is an Event.",True
60,"Solar eclipse of May 2, 2087 is a NaturalEvent.",NaturalEvent is a subclass of Event.,"Given the previous statements, is Solar eclipse of May 2, 2087 an Event?",Yes,"Solar eclipse of May 2, 2087 is an Event.",True
61,Caarpsee is a NaturalPlace.,NaturalPlace is a subclass of Place.,"Given the previous statements, is Caarpsee a Place?",Yes,Caarpsee is a Place.,True
62,Caatinga River is a NaturalPlace.,NaturalPlace is a subclass of Place.,"Given the previous statements, is Caatinga River a Place?",Yes,Caatinga River is a Place.,True
63,Cabalian Volcano is a NaturalPlace.,NaturalPlace is a subclass of Place.,"Given the previous statements, is Cabalian Volcano a Place?",Yes,Cabalian Volcano is a Place.,True
64,Canadian Collegiate Athletic Association Soccer National Championships is an OrganisationMember.,OrganisationMember is a subclass of Person.,"Given the previous statements, is Canadian Collegiate Athletic Association Soccer National Championships a Person?",Yes,Canadian Collegiate Athletic Association Soccer National Championships is a Person.,True
65,Princeton Tigers men's soccer is an OrganisationMember.,OrganisationMember is a subclass of Person.,"Given the previous statements, is Princeton Tigers men's soccer a Person?",Yes,Princeton Tigers men's soccer is a Person.,True
66,Sapura Hockey Club is an OrganisationMember.,OrganisationMember is a subclass of Person.,"Given the previous statements, is Sapura Hockey Club a Person?",Yes,Sapura Hockey Club is a Person.,True
67,Cabaret Voltaire is a PeriodicalLiterature.,PeriodicalLiterature is a subclass of WrittenWork.,"Given the previous statements, is Cabaret Voltaire a WrittenWork?",Yes,Cabaret Voltaire is a WrittenWork.,True
68,Cadence is a PeriodicalLiterature.,PeriodicalLiterature is a subclass of WrittenWork.,"Given the previous statements, is Cadence a WrittenWork?",Yes,Cadence is a WrittenWork.,True
69,Cadillac Evening News is a PeriodicalLiterature.,PeriodicalLiterature is a subclass of WrittenWork.,"Given the previous statements, is Cadillac Evening News a WrittenWork?",Yes,Cadillac Evening News is a WrittenWork.,True
70,Project SAINT is a Project.,Project is a subclass of UnitOfWork.,"Given the previous statements, is Project SAINT an UnitOfWork?",Yes,Project SAINT is an UnitOfWork.,True
71,Elephant Research Foundation is a Project.,Project is a subclass of UnitOfWork.,"Given the previous statements, is Elephant Research Foundation an UnitOfWork?",Yes,Elephant Research Foundation is an UnitOfWork.,True
72,ProbOnto is a Project.,Project is a subclass of UnitOfWork.,"Given the previous statements, is ProbOnto an UnitOfWork?",Yes,ProbOnto is an UnitOfWork.,True
73,Cadel Evans Great Ocean Road Race is a Race.,Race is a subclass of SportsEvent.,"Given the previous statements, is Cadel Evans Great Ocean Road Race a SportsEvent?",Yes,Cadel Evans Great Ocean Road Race is a SportsEvent.,True
74,Calder Derby is a Race.,Race is a subclass of SportsEvent.,"Given the previous statements, is Calder Derby a SportsEvent?",Yes,Calder Derby is a SportsEvent.,True
75,California Oaks is a Race.,Race is a subclass of SportsEvent.,"Given the previous statements, is California Oaks a SportsEvent?",Yes,California Oaks is a SportsEvent.,True
76,"Cabana District, Ancash is a Region.",Region is a subclass of PopulatedPlace.,"Given the previous statements, is Cabana District, Ancash a PopulatedPlace?",Yes,"Cabana District, Ancash is a PopulatedPlace.",True
77,"Cabana District, Lucanas is a Region.",Region is a subclass of PopulatedPlace.,"Given the previous statements, is Cabana District, Lucanas a PopulatedPlace?",Yes,"Cabana District, Lucanas is a PopulatedPlace.",True
78,"Cabana District, San Román is a Region.",Region is a subclass of PopulatedPlace.,"Given the previous statements, is Cabana District, San Román a PopulatedPlace?",Yes,"Cabana District, San Román is a PopulatedPlace.",True
79,Cabin John Parkway is a RouteOfTransportation.,RouteOfTransportation is a subclass of Infrastructure.,"Given the previous statements, is Cabin John Parkway an Infrastructure?",Yes,Cabin John Parkway is an Infrastructure.,True
80,Cable Bridge is a RouteOfTransportation.,RouteOfTransportation is a subclass of Infrastructure.,"Given the previous statements, is Cable Bridge an Infrastructure?",Yes,Cable Bridge is an Infrastructure.,True
81,Cable Bridge is a RouteOfTransportation.,RouteOfTransportation is a subclass of Infrastructure.,"Given the previous statements, is Cable Bridge an Infrastructure?",Yes,Cable Bridge is an Infrastructure.,True
82,Cabanada is a SocietalEvent.,SocietalEvent is a subclass of Event.,"Given the previous statements, is Cabanada an Event?",Yes,Cabanada is an Event.,True
83,Cabanagem is a SocietalEvent.,SocietalEvent is a subclass of Event.,"Given the previous statements, is Cabanagem an Event?",Yes,Cabanagem is an Event.,True
84,Cabinda War is a SocietalEvent.,SocietalEvent is a subclass of Event.,"Given the previous statements, is Cabinda War an Event?",Yes,Cabinda War is an Event.,True
85,Caboolture Sports FC is a SportsClub.,SportsClub is a subclass of Organisation.,"Given the previous statements, is Caboolture Sports FC an Organisation?",Yes,Caboolture Sports FC is an Organisation.,True
86,Cachoeiro Futebol Clube is a SportsClub.,SportsClub is a subclass of Organisation.,"Given the previous statements, is Cachoeiro Futebol Clube an Organisation?",Yes,Cachoeiro Futebol Clube is an Organisation.,True
87,Cadbury Athletic F.C. is a SportsClub.,SportsClub is a subclass of Organisation.,"Given the previous statements, is Cadbury Athletic F.C. an Organisation?",Yes,Cadbury Athletic F.C. is an Organisation.,True
88,Card-Pitt is a SportsTeamSeason.,SportsTeamSeason is a subclass of SportsSeason.,"Given the previous statements, is Card-Pitt a SportsSeason?",Yes,Card-Pitt is a SportsSeason.,True
89,Primera División A Clausura 2008 is a SportsTeamSeason.,SportsTeamSeason is a subclass of SportsSeason.,"Given the previous statements, is Primera División A Clausura 2008 a SportsSeason?",Yes,Primera División A Clausura 2008 is a SportsSeason.,True
90,Primera División de Fútbol Profesional 1993–94 is a SportsTeamSeason.,SportsTeamSeason is a subclass of SportsSeason.,"Given the previous statements, is Primera División de Fútbol Profesional 1993–94 a SportsSeason?",Yes,Primera División de Fútbol Profesional 1993–94 is a SportsSeason.,True
91,Cajun Classic Open Invitational is a Tournament.,Tournament is a subclass of SportsEvent.,"Given the previous statements, is Cajun Classic Open Invitational a SportsEvent?",Yes,Cajun Classic Open Invitational is a SportsEvent.,True
92,Calatayud Ladies Open is a Tournament.,Tournament is a subclass of SportsEvent.,"Given the previous statements, is Calatayud Ladies Open a SportsEvent?",Yes,Calatayud Ladies Open is a SportsEvent.,True
93,Calgary Challenger is a Tournament.,Tournament is a subclass of SportsEvent.,"Given the previous statements, is Calgary Challenger a SportsEvent?",Yes,Calgary Challenger is a SportsEvent.,True
94,Amigne is a FloweringPlant.,FloweringPlant is a subclass of Plant.,"Given the previous statements, is Amigne a Plant?",Yes,Amigne is a Plant.,True
95,Amlakhu is a FloweringPlant.,FloweringPlant is a subclass of Plant.,"Given the previous statements, is Amlakhu a Plant?",Yes,Amlakhu is a Plant.,True
96,Bayan Shirey is a FloweringPlant.,FloweringPlant is a subclass of Plant.,"Given the previous statements, is Bayan Shirey a Plant?",Yes,Bayan Shirey is a Plant.,True
97,California–Nevada–Hawaii District of the Lutheran Church–Missouri Synod is a ClericalAdministrativeRegion.,ClericalAdministrativeRegion is a subclass of AdministrativeRegion.,"Given the previous statements, is California–Nevada–Hawaii District of the Lutheran Church–Missouri Synod an AdministrativeRegion?",Yes,California–Nevada–Hawaii District of the Lutheran Church–Missouri Synod is an AdministrativeRegion.,True
98,Prefecture Apostolic of Xinjiang is a ClericalAdministrativeRegion.,ClericalAdministrativeRegion is a subclass of AdministrativeRegion.,"Given the previous statements, is Prefecture Apostolic of Xinjiang an AdministrativeRegion?",Yes,Prefecture Apostolic of Xinjiang is an AdministrativeRegion.,True
99,Presbytery of Boston is a ClericalAdministrativeRegion.,ClericalAdministrativeRegion is a subclass of AdministrativeRegion.,"Given the previous statements, is Presbytery of Boston an AdministrativeRegion?",Yes,Presbytery of Boston is an AdministrativeRegion.,True
100,Ephedra alata is a Gnetophytes.,Gnetophytes is a subclass of Plant.,"Given the previous statements, is Ephedra alata a Plant?",Yes,Ephedra alata is a Plant.,True
101,Ephedra altissima is a Gnetophytes.,Gnetophytes is a subclass of Plant.,"Given the previous statements, is Ephedra altissima a Plant?",Yes,Ephedra altissima is a Plant.,True
102,Ephedra aspera is a Gnetophytes.,Gnetophytes is a subclass of Plant.,"Given the previous statements, is Ephedra aspera a Plant?",Yes,Ephedra aspera is a Plant.,True
103,Callitris oblonga is a Conifer.,Conifer is a subclass of Plant.,"Given the previous statements, is Callitris oblonga a Plant?",Yes,Callitris oblonga is a Plant.,True
104,Amentotaxus argotaenia is a Conifer.,Conifer is a subclass of Plant.,"Given the previous statements, is Amentotaxus argotaenia a Plant?",Yes,Amentotaxus argotaenia is a Plant.,True
105,Amentotaxus assamica is a Conifer.,Conifer is a subclass of Plant.,"Given the previous statements, is Amentotaxus assamica a Plant?",Yes,Amentotaxus assamica is a Plant.,True
106,Professional Inline Hockey Association is an InlineHockeyLeague.,InlineHockeyLeague is a subclass of SportsLeague.,"Given the previous statements, is Professional Inline Hockey Association a SportsLeague?",Yes,Professional Inline Hockey Association is a SportsLeague.,True
107,Roller Hockey International is an InlineHockeyLeague.,InlineHockeyLeague is a subclass of SportsLeague.,"Given the previous statements, is Roller Hockey International a SportsLeague?",Yes,Roller Hockey International is a SportsLeague.,True
108,National Roller Hockey League is an InlineHockeyLeague.,InlineHockeyLeague is a subclass of SportsLeague.,"Given the previous statements, is National Roller Hockey League a SportsLeague?",Yes,National Roller Hockey League is a SportsLeague.,True
109,"Blauwe irissen, RP-P-1999-419.jpg is an Image.",Image is a subclass of Document.,"Given the previous statements, is Blauwe irissen, RP-P-1999-419.jpg a Document?",Yes,"Blauwe irissen, RP-P-1999-419.jpg is a Document.",True
110,"Blauwe irissen, RP-P-1999-419.jpg?width=300 is an Image.",Image is a subclass of Document.,"Given the previous statements, is Blauwe irissen, RP-P-1999-419.jpg?width=300 a Document?",Yes,"Blauwe irissen, RP-P-1999-419.jpg?width=300 is a Document.",True
111,C-Fletcher.jpg is an Image.,Image is a subclass of Document.,"Given the previous statements, is C-Fletcher.jpg a Document?",Yes,C-Fletcher.jpg is a Document.,True
112,Calder Cannons is an AustralianFootballTeam.,AustralianFootballTeam is a subclass of SportsTeam.,"Given the previous statements, is Calder Cannons a SportsTeam?",Yes,Calder Cannons is a SportsTeam.,True
113,Calgary Kangaroos is an AustralianFootballTeam.,AustralianFootballTeam is a subclass of SportsTeam.,"Given the previous statements, is Calgary Kangaroos a SportsTeam?",Yes,Calgary Kangaroos is a SportsTeam.,True
114,Calgary Kookaburras is an AustralianFootballTeam.,AustralianFootballTeam is a subclass of SportsTeam.,"Given the previous statements, is Calgary Kookaburras a SportsTeam?",Yes,Calgary Kookaburras is a SportsTeam.,True
115,Caballero is a SportsTeam.,SportsTeam is a subclass of Organisation.,"Given the previous statements, is Caballero an Organisation?",Yes,Caballero is an Organisation.,True
116,Caballeros de Culiacán is a SportsTeam.,SportsTeam is a subclass of Organisation.,"Given the previous statements, is Caballeros de Culiacán an Organisation?",Yes,Caballeros de Culiacán is an Organisation.,True
117,Caciques de Humacao is a SportsTeam.,SportsTeam is a subclass of Organisation.,"Given the previous statements, is Caciques de Humacao an Organisation?",Yes,Caciques de Humacao is an Organisation.,True
118,PubMed is a Database.,Database is a subclass of Work.,"Given the previous statements, is PubMed a Work?",Yes,PubMed is a Work.,True
119,Ensembl Genomes is a Database.,Database is a subclass of Work.,"Given the previous statements, is Ensembl Genomes a Work?",Yes,Ensembl Genomes is a Work.,True
120,MINAS is a Database.,Database is a subclass of Work.,"Given the previous statements, is MINAS a Work?",Yes,MINAS is a Work.,True
121,Caberfae Peaks Ski & Golf Resort is a SportFacility.,SportFacility is a subclass of ArchitecturalStructure.,"Given the previous statements, is Caberfae Peaks Ski & Golf Resort an ArchitecturalStructure?",Yes,Caberfae Peaks Ski & Golf Resort is an ArchitecturalStructure.,True
122,Caerphilly Golf Club is a SportFacility.,SportFacility is a subclass of ArchitecturalStructure.,"Given the previous statements, is Caerphilly Golf Club an ArchitecturalStructure?",Yes,Caerphilly Golf Club is an ArchitecturalStructure.,True
123,Caesars Golf Macau is a SportFacility.,SportFacility is a subclass of ArchitecturalStructure.,"Given the previous statements, is Caesars Golf Macau an ArchitecturalStructure?",Yes,Caesars Golf Macau is an ArchitecturalStructure.,True
124,Caatinga River is a Stream.,Stream is a subclass of BodyOfWater.,"Given the previous statements, is Caatinga River a BodyOfWater?",Yes,Caatinga River is a BodyOfWater.,True
125,Cabanage River is a Stream.,Stream is a subclass of BodyOfWater.,"Given the previous statements, is Cabanage River a BodyOfWater?",Yes,Cabanage River is a BodyOfWater.,True
126,Cabbage Branch is a Stream.,Stream is a subclass of BodyOfWater.,"Given the previous statements, is Cabbage Branch a BodyOfWater?",Yes,Cabbage Branch is a BodyOfWater.,True
127,QubicaAMF Bowling World Cup is a BowlingLeague.,BowlingLeague is a subclass of SportsLeague.,"Given the previous statements, is QubicaAMF Bowling World Cup a SportsLeague?",Yes,QubicaAMF Bowling World Cup is a SportsLeague.,True
128,NCAA Bowling Championship is a BowlingLeague.,BowlingLeague is a subclass of SportsLeague.,"Given the previous statements, is NCAA Bowling Championship a SportsLeague?",Yes,NCAA Bowling Championship is a SportsLeague.,True
129,WNBA-NBC Champions League is a BowlingLeague.,BowlingLeague is a subclass of SportsLeague.,"Given the previous statements, is WNBA-NBC Champions League a SportsLeague?",Yes,WNBA-NBC Champions League is a SportsLeague.,True
130,"Cabin John-Brookmont, Maryland is a GovernmentalAdministrativeRegion.",GovernmentalAdministrativeRegion is a subclass of AdministrativeRegion.,"Given the previous statements, is Cabin John-Brookmont, Maryland an AdministrativeRegion?",Yes,"Cabin John-Brookmont, Maryland is an AdministrativeRegion.",True
131,"Califa, California is a GovernmentalAdministrativeRegion.",GovernmentalAdministrativeRegion is a subclass of AdministrativeRegion.,"Given the previous statements, is Califa, California an AdministrativeRegion?",Yes,"Califa, California is an AdministrativeRegion.",True
132,"Calvert Beach-Long Beach, Maryland is a GovernmentalAdministrativeRegion.",GovernmentalAdministrativeRegion is a subclass of AdministrativeRegion.,"Given the previous statements, is Calvert Beach-Long Beach, Maryland an AdministrativeRegion?",Yes,"Calvert Beach-Long Beach, Maryland is an AdministrativeRegion.",True
133,"Cabin John-Brookmont, Maryland is a Municipality.",Municipality is a subclass of GovernmentalAdministrativeRegion.,"Given the previous statements, is Cabin John-Brookmont, Maryland a GovernmentalAdministrativeRegion?",Yes,"Cabin John-Brookmont, Maryland is a GovernmentalAdministrativeRegion.",True
134,"Califa, California is a Municipality.",Municipality is a subclass of GovernmentalAdministrativeRegion.,"Given the previous statements, is Califa, California a GovernmentalAdministrativeRegion?",Yes,"Califa, California is a GovernmentalAdministrativeRegion.",True
135,"Calvert Beach-Long Beach, Maryland is a Municipality.",Municipality is a subclass of GovernmentalAdministrativeRegion.,"Given the previous statements, is Calvert Beach-Long Beach, Maryland a GovernmentalAdministrativeRegion?",Yes,"Calvert Beach-Long Beach, Maryland is a GovernmentalAdministrativeRegion.",True
136,Callaghan Park is a RaceTrack.,RaceTrack is a subclass of SportFacility.,"Given the previous statements, is Callaghan Park a SportFacility?",Yes,Callaghan Park is a SportFacility.,True
137,"Canidrome, Macau is a RaceTrack.",RaceTrack is a subclass of SportFacility.,"Given the previous statements, is Canidrome, Macau a SportFacility?",Yes,"Canidrome, Macau is a SportFacility.",True
138,Canterbury Park is a RaceTrack.,RaceTrack is a subclass of SportFacility.,"Given the previous statements, is Canterbury Park a SportFacility?",Yes,Canterbury Park is a SportFacility.,True
139,Cabo Branco Lighthouse is a Tower.,Tower is a subclass of ArchitecturalStructure.,"Given the previous statements, is Cabo Branco Lighthouse an ArchitecturalStructure?",Yes,Cabo Branco Lighthouse is an ArchitecturalStructure.,True
140,Cabo Frio Lighthouse is a Tower.,Tower is a subclass of ArchitecturalStructure.,"Given the previous statements, is Cabo Frio Lighthouse an ArchitecturalStructure?",Yes,Cabo Frio Lighthouse is an ArchitecturalStructure.,True
141,Cabo Matapalo is a Tower.,Tower is a subclass of ArchitecturalStructure.,"Given the previous statements, is Cabo Matapalo an ArchitecturalStructure?",Yes,Cabo Matapalo is an ArchitecturalStructure.,True
142,Cai Shaoqing is an Academic.,Academic is a subclass of Person.,"Given the previous statements, is Cai Shaoqing a Person?",Yes,Cai Shaoqing is a Person.,True
143,Caio Prado Júnior is an Academic.,Academic is a subclass of Person.,"Given the previous statements, is Caio Prado Júnior a Person?",Yes,Caio Prado Júnior is a Person.,True
144,Cairns Craig is an Academic.,Academic is a subclass of Person.,"Given the previous statements, is Cairns Craig a Person?",Yes,Cairns Craig is a Person.,True
145,Americas Conference on Information Systems is an AcademicConference.,AcademicConference is a subclass of SocietalEvent.,"Given the previous statements, is Americas Conference on Information Systems a SocietalEvent?",Yes,Americas Conference on Information Systems is a SocietalEvent.,True
146,Mexican International Conference on Artificial Intelligence is an AcademicConference.,AcademicConference is a subclass of SocietalEvent.,"Given the previous statements, is Mexican International Conference on Artificial Intelligence a SocietalEvent?",Yes,Mexican International Conference on Artificial Intelligence is a SocietalEvent.,True
147,New Pacific Academy is an AcademicConference.,AcademicConference is a subclass of SocietalEvent.,"Given the previous statements, is New Pacific Academy a SocietalEvent?",Yes,New Pacific Academy is a SocietalEvent.,True
148,Calli Cox is an AdultActor.,AdultActor is a subclass of Actor.,"Given the previous statements, is Calli Cox an Actor?",Yes,Calli Cox is an Actor.,True
149,Candida Royalle is an AdultActor.,AdultActor is a subclass of Actor.,"Given the previous statements, is Candida Royalle an Actor?",Yes,Candida Royalle is an Actor.,True
150,Candy Apples is an AdultActor.,AdultActor is a subclass of Actor.,"Given the previous statements, is Candy Apples an Actor?",Yes,Candy Apples is an Actor.,True
151,Carlo Paalam is an AmateurBoxer.,AmateurBoxer is a subclass of Boxer.,"Given the previous statements, is Carlo Paalam a Boxer?",Yes,Carlo Paalam is a Boxer.,True
152,Carlos Banteux is an AmateurBoxer.,AmateurBoxer is a subclass of Boxer.,"Given the previous statements, is Carlos Banteux a Boxer?",Yes,Carlos Banteux is a Boxer.,True
