ID,triple1,triple2,question,answer,inferred triple,label
39,F is a subproperty of I.,I is a subproperty of G.,"Given the previous statements, is F a subproperty of W?",No,F is not a subproperty of W.,False
40,F is a subproperty of D.,D is a subproperty of R.,"Given the previous statements, is F a subproperty of I?",No,F is not a subproperty of I.,False
41,G is a subproperty of S.,S is a subproperty of L.,"Given the previous statements, is G a subproperty of O?",No,G is not a subproperty of O.,False
42,G is a subproperty of H.,H is a subproperty of Q.,"Given the previous statements, is G a subproperty of U?",No,G is not a subproperty of U.,False
43,H is a subproperty of N.,N is a subproperty of M.,"Given the previous statements, is H a subproperty of S?",No,H is not a subproperty of S.,False
44,H is a subproperty of O.,O is a subproperty of A.,"Given the previous statements, is H a subproperty of L?",No,H is not a subproperty of L.,False
45,I is a subproperty of G.,G is a subproperty of L.,"Given the previous statements, is I a subproperty of Z?",No,I is not a subproperty of Z.,False
46,I is a subproperty of W.,W is a subproperty of S.,"Given the previous statements, is I a subproperty of J?",No,I is not a subproperty of J.,False
47,J is a subproperty of D.,D is a subproperty of G.,"Given the previous statements, is J a subproperty of O?",No,J is not a subproperty of O.,False
48,J is a subproperty of G.,G is a subproperty of I.,"Given the previous statements, is J a subproperty of Y?",No,J is not a subproperty of Y.,False
49,K is a subproperty of U.,U is a subproperty of Z.,"Given the previous statements, is K a subproperty of Q?",No,K is not a subproperty of Q.,False
50,K is a subproperty of B.,B is a subproperty of H.,"Given the previous statements, is K a subproperty of E?",No,K is not a subproperty of E.,False
51,L is a subproperty of I.,I is a subproperty of E.,"Given the previous statements, is L a subproperty of N?",No,L is not a subproperty of N.,False
52,L is a subproperty of K.,K is a subproperty of G.,"Given the previous statements, is L a subproperty of V?",No,L is not a subproperty of V.,False
53,M is a subproperty of C.,C is a subproperty of U.,"Given the previous statements, is M a subproperty of Z?",No,M is not a subproperty of Z.,False
54,M is a subproperty of G.,G is a subproperty of W.,"Given the previous statements, is M a subproperty of U?",No,M is not a subproperty of U.,False
55,N is a subproperty of G.,G is a subproperty of X.,"Given the previous statements, is N a subproperty of R?",No,N is not a subproperty of R.,False
56,N is a subproperty of U.,U is a subproperty of I.,"Given the previous statements, is N a subproperty of D?",No,N is not a subproperty of D.,False
