ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
1508,F D 98.,E D 100.,D is a functional property.,"Given the previous statements, is E the same as F?",No,E is not the same as F.,False,"Yes, Z is"
84,A Z 68.,H Z 68.,Z is a functional property.,"Given the previous statements, is H the same as A?",Yes,H is the same as A.,True,The answer is no
1749,H G 44.,D G 88.,G is a functional property.,"Given the previous statements, is D the same as H?",No,D is not the same as H.,False,H is a functional
1884,I B 94.,V B 68.,B is a functional property.,"Given the previous statements, is V the same as I?",No,V is not the same as I.,False,The answer is no
410,E Q 4.,D Q 4.,Q is a functional property.,"Given the previous statements, is D the same as E?",Yes,D is the same as E.,True,The answer is no
1154,B Z 89.,M Z 12.,Z is a functional property.,"Given the previous statements, is M the same as B?",No,M is not the same as B.,False,The answer is no
809,I D 49.,Q D 49.,D is a functional property.,"Given the previous statements, is Q the same as I?",Yes,Q is the same as I.,True,The answer is no
1703,H W 21.,I W 43.,W is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False,The answer is no
6,A W 93.,S W 93.,W is a functional property.,"Given the previous statements, is S the same as A?",Yes,S is the same as A.,True,The answer is no
49,A F 25.,M F 25.,F is a functional property.,"Given the previous statements, is M the same as A?",Yes,M is the same as A.,True,H is a functional
572,F V 96.,A V 96.,V is a functional property.,"Given the previous statements, is A the same as F?",Yes,A is the same as F.,True,The answer is no
635,G N 90.,I N 90.,N is a functional property.,"Given the previous statements, is I the same as G?",Yes,I is the same as G.,True,The answer is no
1108,B L 19.,E L 41.,L is a functional property.,"Given the previous statements, is E the same as B?",No,E is not the same as B.,False,The answer is no
1088,A P 63.,U P 57.,P is a functional property.,"Given the previous statements, is U the same as A?",No,U is not the same as A.,False,The answer to the
1349,D P 54.,Q P 67.,P is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False,The answer is no
1028,A R 68.,Q R 75.,R is a functional property.,"Given the previous statements, is Q the same as A?",No,Q is not the same as A.,False,The answer is no
1920,J Z 47.,M Z 87.,Z is a functional property.,"Given the previous statements, is M the same as J?",No,M is not the same as J.,False,"Yes, W is"
1606,G Z 53.,J Z 89.,Z is a functional property.,"Given the previous statements, is J the same as G?",No,J is not the same as G.,False,The answer is no
1223,C B 3.,U B 76.,B is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False,The answer is no
955,J N 14.,L N 14.,N is a functional property.,"Given the previous statements, is L the same as J?",Yes,L is the same as J.,True,The answer is no
1754,H L 7.,K L 54.,L is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False,The answer is no
786,H O 91.,E O 91.,O is a functional property.,"Given the previous statements, is E the same as H?",Yes,E is the same as H.,True,I think you are
1002,A J 5.,H J 74.,J is a functional property.,"Given the previous statements, is H the same as A?",No,H is not the same as A.,False,The answer is no
1231,C N 50.,U N 11.,N is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False,The answer is no
359,D I 43.,F I 43.,I is a functional property.,"Given the previous statements, is F the same as D?",Yes,F is the same as D.,True,The answer is no
964,J L 54.,R L 54.,L is a functional property.,"Given the previous statements, is R the same as J?",Yes,R is the same as J.,True,The answer is no
1261,C W 79.,B W 2.,W is a functional property.,"Given the previous statements, is B the same as C?",No,B is not the same as C.,False,The answer is no
39,A K 44.,R K 44.,K is a functional property.,"Given the previous statements, is R the same as A?",Yes,R is the same as A.,True,The answer is no
742,H Y 80.,V Y 80.,Y is a functional property.,"Given the previous statements, is V the same as H?",Yes,V is the same as H.,True,H is the same
240,C H 57.,D H 57.,H is a functional property.,"Given the previous statements, is D the same as C?",Yes,D is the same as C.,True,The answer is no
1067,A O 71.,Z O 73.,O is a functional property.,"Given the previous statements, is Z the same as A?",No,Z is not the same as A.,False,The answer is no
1020,A S 34.,E S 34.,S is a functional property.,"Given the previous statements, is E the same as A?",No,E is not the same as A.,False,The answer is no
1145,B N 29.,I N 22.,N is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False,The answer is no
1752,H I 8.,T I 64.,I is a functional property.,"Given the previous statements, is T the same as H?",No,T is not the same as H.,False,The answer is no
1812,I V 13.,R V 1.,V is a functional property.,"Given the previous statements, is R the same as I?",No,R is not the same as I.,False,The answer is no
628,G W 68.,C W 68.,W is a functional property.,"Given the previous statements, is C the same as G?",Yes,C is the same as G.,True,"Yes, Y is"
151,B W 48.,X W 48.,W is a functional property.,"Given the previous statements, is X the same as B?",Yes,X is the same as B.,True,The answer is no
1498,E S 80.,Y S 66.,S is a functional property.,"Given the previous statements, is Y the same as E?",No,Y is not the same as E.,False,The answer is no
443,E H 52.,A H 52.,H is a functional property.,"Given the previous statements, is A the same as E?",Yes,A is the same as E.,True,H is a functional
239,C E 37.,R E 37.,E is a functional property.,"Given the previous statements, is R the same as C?",Yes,R is the same as C.,True,The answer is no
1407,E L 57.,D L 17.,L is a functional property.,"Given the previous statements, is D the same as E?",No,D is not the same as E.,False,The answer is no
1157,B G 43.,V G 85.,G is a functional property.,"Given the previous statements, is V the same as B?",No,V is not the same as B.,False,H is a functional
1835,I B 12.,E B 41.,B is a functional property.,"Given the previous statements, is E the same as I?",No,E is not the same as I.,False,The answer is no
1282,C T 86.,U T 78.,T is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False,The answer is no
1198,B L 84.,I L 75.,L is a functional property.,"Given the previous statements, is I the same as B?",No,I is not the same as B.,False,The answer is no
1155,B I 68.,A I 86.,I is a functional property.,"Given the previous statements, is A the same as B?",No,A is not the same as B.,False,The answer is no
94,A G 13.,E G 13.,G is a functional property.,"Given the previous statements, is E the same as A?",Yes,E is the same as A.,True,The answer is no
224,C D 34.,L D 34.,D is a functional property.,"Given the previous statements, is L the same as C?",Yes,L is the same as C.,True,The answer is no
1434,E F 11.,J F 52.,F is a functional property.,"Given the previous statements, is J the same as E?",No,J is not the same as E.,False,The answer is no
545,F Z 24.,W Z 24.,Z is a functional property.,"Given the previous statements, is W the same as F?",Yes,W is the same as F.,True,The answer is no
1916,J X 50.,U X 58.,X is a functional property.,"Given the previous statements, is U the same as J?",No,U is not the same as J.,False,The answer is no
1574,F O 45.,X O 16.,O is a functional property.,"Given the previous statements, is X the same as F?",No,X is not the same as F.,False,The answer is no
187,B Q 55.,D Q 55.,Q is a functional property.,"Given the previous statements, is D the same as B?",Yes,D is the same as B.,True,The answer is no
435,E S 55.,F S 55.,S is a functional property.,"Given the previous statements, is F the same as E?",Yes,F is the same as E.,True,The answer is no
1616,G Y 39.,A Y 90.,Y is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False,The answer is no
760,H U 61.,L U 61.,U is a functional property.,"Given the previous statements, is L the same as H?",Yes,L is the same as H.,True,The answer is no
1755,H Y 41.,U Y 89.,Y is a functional property.,"Given the previous statements, is U the same as H?",No,U is not the same as H.,False,H is the same
510,F G 56.,R G 56.,G is a functional property.,"Given the previous statements, is R the same as F?",Yes,R is the same as F.,True,The answer is no
757,H O 55.,Z O 55.,O is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True,H is a functional
58,A F 18.,Y F 18.,F is a functional property.,"Given the previous statements, is Y the same as A?",Yes,Y is the same as A.,True,The answer is no
1129,B Q 61.,O Q 77.,Q is a functional property.,"Given the previous statements, is O the same as B?",No,O is not the same as B.,False,The answer to the
330,D H 44.,R H 44.,H is a functional property.,"Given the previous statements, is R the same as D?",Yes,R is the same as D.,True,The answer is no
741,H K 97.,Z K 97.,K is a functional property.,"Given the previous statements, is Z the same as H?",Yes,Z is the same as H.,True,The answer is no
1216,C I 31.,H I 99.,I is a functional property.,"Given the previous statements, is H the same as C?",No,H is not the same as C.,False,The answer is no
1919,J I 35.,F I 26.,I is a functional property.,"Given the previous statements, is F the same as J?",No,F is not the same as J.,False,The answer is no
902,J K 2.,U K 2.,K is a functional property.,"Given the previous statements, is U the same as J?",Yes,U is the same as J.,True,The answer is no
1030,A F 16.,P F 66.,F is a functional property.,"Given the previous statements, is P the same as A?",No,P is not the same as A.,False,The answer is no
1895,I A 67.,G A 95.,A is a functional property.,"Given the previous statements, is G the same as I?",No,G is not the same as I.,False,The answer is no
102,B Y 72.,E Y 72.,Y is a functional property.,"Given the previous statements, is E the same as B?",Yes,E is the same as B.,True,The answer is no
225,C Y 90.,I Y 90.,Y is a functional property.,"Given the previous statements, is I the same as C?",Yes,I is the same as C.,True,H is a functional
569,F Z 93.,R Z 93.,Z is a functional property.,"Given the previous statements, is R the same as F?",Yes,R is the same as F.,True,The answer is no
414,E W 80.,S W 80.,W is a functional property.,"Given the previous statements, is S the same as E?",Yes,S is the same as E.,True,The answer is no
1776,H O 40.,F O 57.,O is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False,The answer is no
1686,G U 48.,T U 81.,U is a functional property.,"Given the previous statements, is T the same as G?",No,T is not the same as G.,False,The answer is no
1564,F T 22.,L T 38.,T is a functional property.,"Given the previous statements, is L the same as F?",No,L is not the same as F.,False,H is a functional
1004,A I 6.,L I 94.,I is a functional property.,"Given the previous statements, is L the same as A?",No,L is not the same as A.,False,The answer is no
831,I E 56.,R E 56.,E is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,The answer is no
1370,D G 89.,A G 41.,G is a functional property.,"Given the previous statements, is A the same as D?",No,A is not the same as D.,False,The answer is no
1797,H W 42.,L W 5.,W is a functional property.,"Given the previous statements, is L the same as H?",No,L is not the same as H.,False,The answer is no
1660,G F 8.,P F 13.,F is a functional property.,"Given the previous statements, is P the same as G?",No,P is not the same as G.,False,The answer is no
1492,E A 2.,G A 54.,A is a functional property.,"Given the previous statements, is G the same as E?",No,G is not the same as E.,False,H is a functional
1956,J A 54.,L A 66.,A is a functional property.,"Given the previous statements, is L the same as J?",No,L is not the same as J.,False,The answer is no
1592,F A 86.,V A 6.,A is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False,The answer is no
1393,D X 50.,G X 3.,X is a functional property.,"Given the previous statements, is G the same as D?",No,G is not the same as D.,False,The answer is no
974,J G 57.,N G 57.,G is a functional property.,"Given the previous statements, is N the same as J?",Yes,N is the same as J.,True,The answer is no
1961,J G 40.,D G 58.,G is a functional property.,"Given the previous statements, is D the same as J?",No,D is not the same as J.,False,The answer is no
614,G A 9.,O A 9.,A is a functional property.,"Given the previous statements, is O the same as G?",Yes,O is the same as G.,True,The answer is no
724,H I 23.,B I 23.,I is a functional property.,"Given the previous statements, is B the same as H?",Yes,B is the same as H.,True,The answer is no
1367,D L 70.,W L 86.,L is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False,The answer is no
1834,I X 18.,Y X 62.,X is a functional property.,"Given the previous statements, is Y the same as I?",No,Y is not the same as I.,False,The answer is no
1799,H B 61.,A B 55.,B is a functional property.,"Given the previous statements, is A the same as H?",No,A is not the same as H.,False,The answer is no
1302,D O 95.,P O 41.,O is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False,The answer is no
1483,E D 61.,K D 1.,D is a functional property.,"Given the previous statements, is K the same as E?",No,K is not the same as E.,False,The answer is no
265,C B 3.,W B 3.,B is a functional property.,"Given the previous statements, is W the same as C?",Yes,W is the same as C.,True,The answer to the
517,F M 36.,I M 36.,M is a functional property.,"Given the previous statements, is I the same as F?",Yes,I is the same as F.,True,The answer is no
1451,E V 66.,A V 49.,V is a functional property.,"Given the previous statements, is A the same as E?",No,A is not the same as E.,False,The answer is no
625,G A 40.,X A 40.,A is a functional property.,"Given the previous statements, is X the same as G?",Yes,X is the same as G.,True,The answer is no
1352,D P 84.,K P 13.,P is a functional property.,"Given the previous statements, is K the same as D?",No,K is not the same as D.,False,H is the same
470,E K 67.,A K 67.,K is a functional property.,"Given the previous statements, is A the same as E?",Yes,A is the same as E.,True,The answer is no
305,D P 61.,V P 61.,P is a functional property.,"Given the previous statements, is V the same as D?",Yes,V is the same as D.,True,The answer is no
826,I L 63.,R L 63.,L is a functional property.,"Given the previous statements, is R the same as I?",Yes,R is the same as I.,True,The answer is no
1937,J F 51.,T F 26.,F is a functional property.,"Given the previous statements, is T the same as J?",No,T is not the same as J.,False,The answer is no
1084,A B 72.,F B 79.,B is a functional property.,"Given the previous statements, is F the same as A?",No,F is not the same as A.,False,The answer is no
1269,C B 6.,P B 81.,B is a functional property.,"Given the previous statements, is P the same as C?",No,P is not the same as C.,False,The answer is no
983,J V 22.,K V 22.,V is a functional property.,"Given the previous statements, is K the same as J?",Yes,K is the same as J.,True,The answer is no
1880,I E 26.,N E 18.,E is a functional property.,"Given the previous statements, is N the same as I?",No,N is not the same as I.,False,The answer is no
881,I K 2.,A K 2.,K is a functional property.,"Given the previous statements, is A the same as I?",Yes,A is the same as I.,True,The answer is no
1641,G Y 98.,U Y 17.,Y is a functional property.,"Given the previous statements, is U the same as G?",No,U is not the same as G.,False,The answer is no
1412,E R 36.,N R 31.,R is a functional property.,"Given the previous statements, is N the same as E?",No,N is not the same as E.,False,The answer is no
650,G Y 90.,J Y 90.,Y is a functional property.,"Given the previous statements, is J the same as G?",Yes,J is the same as G.,True,The answer is no
715,H Q 79.,M Q 79.,Q is a functional property.,"Given the previous statements, is M the same as H?",Yes,M is the same as H.,True,The answer is no
1627,G P 69.,L P 40.,P is a functional property.,"Given the previous statements, is L the same as G?",No,L is not the same as G.,False,The answer is no
1543,F P 84.,K P 65.,P is a functional property.,"Given the previous statements, is K the same as F?",No,K is not the same as F.,False,The answer is no
134,B Y 71.,F Y 71.,Y is a functional property.,"Given the previous statements, is F the same as B?",Yes,F is the same as B.,True,The answer to the
935,J Q 47.,K Q 47.,Q is a functional property.,"Given the previous statements, is K the same as J?",Yes,K is the same as J.,True,The answer is no
1301,D H 49.,I H 66.,H is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False,The answer is no
842,I D 75.,Q D 75.,D is a functional property.,"Given the previous statements, is Q the same as I?",Yes,Q is the same as I.,True,The answer is no
1657,G U 82.,A U 59.,U is a functional property.,"Given the previous statements, is A the same as G?",No,A is not the same as G.,False,The answer is no
1452,E J 22.,B J 76.,J is a functional property.,"Given the previous statements, is B the same as E?",No,B is not the same as E.,False,The answer is no
1709,H I 86.,W I 48.,I is a functional property.,"Given the previous statements, is W the same as H?",No,W is not the same as H.,False,The answer is no
1097,A P 36.,Y P 38.,P is a functional property.,"Given the previous statements, is Y the same as A?",No,Y is not the same as A.,False,The answer is no
164,B E 95.,L E 95.,E is a functional property.,"Given the previous statements, is L the same as B?",Yes,L is the same as B.,True,The answer is no
476,E B 94.,T B 94.,B is a functional property.,"Given the previous statements, is T the same as E?",Yes,T is the same as E.,True,The answer is no
1310,D Y 47.,M Y 30.,Y is a functional property.,"Given the previous statements, is M the same as D?",No,M is not the same as D.,False,The answer is no
624,G U 23.,L U 23.,U is a functional property.,"Given the previous statements, is L the same as G?",Yes,L is the same as G.,True,The answer is no
1396,D B 56.,T B 14.,B is a functional property.,"Given the previous statements, is T the same as D?",No,T is not the same as D.,False,"Yes, B is"
1914,J G 78.,V G 7.,G is a functional property.,"Given the previous statements, is V the same as J?",No,V is not the same as J.,False,The answer is no
95,A K 77.,R K 77.,K is a functional property.,"Given the previous statements, is R the same as A?",Yes,R is the same as A.,True,The answer is no
876,I T 70.,P T 70.,T is a functional property.,"Given the previous statements, is P the same as I?",Yes,P is the same as I.,True,The answer is no
586,F L 56.,C L 56.,L is a functional property.,"Given the previous statements, is C the same as F?",Yes,C is the same as F.,True,The answer is no
1274,C N 62.,T N 83.,N is a functional property.,"Given the previous statements, is T the same as C?",No,T is not the same as C.,False,The answer is no
1312,D N 55.,V N 66.,N is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False,The answer is no
261,C I 73.,J I 73.,I is a functional property.,"Given the previous statements, is J the same as C?",Yes,J is the same as C.,True,The answer is no
158,B X 72.,V X 72.,X is a functional property.,"Given the previous statements, is V the same as B?",Yes,V is the same as B.,True,The answer is no
1436,E F 13.,L F 89.,F is a functional property.,"Given the previous statements, is L the same as E?",No,L is not the same as E.,False,The answer is no
778,H L 15.,Q L 15.,L is a functional property.,"Given the previous statements, is Q the same as H?",Yes,Q is the same as H.,True,The answer is no
1285,C T 77.,X T 48.,T is a functional property.,"Given the previous statements, is X the same as C?",No,X is not the same as C.,False,The answer is no
1813,I S 100.,R S 11.,S is a functional property.,"Given the previous statements, is R the same as I?",No,R is not the same as I.,False,The answer is no
960,J C 27.,E C 27.,C is a functional property.,"Given the previous statements, is E the same as J?",Yes,E is the same as J.,True,The answer is no
582,F V 65.,R V 65.,V is a functional property.,"Given the previous statements, is R the same as F?",Yes,R is the same as F.,True,The answer is no
1872,I D 98.,A D 33.,D is a functional property.,"Given the previous statements, is A the same as I?",No,A is not the same as I.,False,The answer to the
577,F M 64.,I M 64.,M is a functional property.,"Given the previous statements, is I the same as F?",Yes,I is the same as F.,True,"Yes, J is"
1721,H G 73.,I G 10.,G is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False,The answer is no
1019,A C 95.,N C 72.,C is a functional property.,"Given the previous statements, is N the same as A?",No,N is not the same as A.,False,The answer is no
1257,C M 77.,N M 8.,M is a functional property.,"Given the previous statements, is N the same as C?",No,N is not the same as C.,False,The answer is no
553,F R 64.,D R 64.,R is a functional property.,"Given the previous statements, is D the same as F?",Yes,D is the same as F.,True,The answer is no
1774,H K 98.,I K 66.,K is a functional property.,"Given the previous statements, is I the same as H?",No,I is not the same as H.,False,The answer is no
1320,D F 80.,V F 36.,F is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False,The answer is no
905,J A 66.,N A 66.,A is a functional property.,"Given the previous statements, is N the same as J?",Yes,N is the same as J.,True,The answer is no
1255,C V 92.,B V 13.,V is a functional property.,"Given the previous statements, is B the same as C?",No,B is not the same as C.,False,The answer is no
154,B O 30.,V O 30.,O is a functional property.,"Given the previous statements, is V the same as B?",Yes,V is the same as B.,True,The answer is no
872,I G 11.,H G 11.,G is a functional property.,"Given the previous statements, is H the same as I?",Yes,H is the same as I.,True,The answer is no
1664,G Z 49.,O Z 53.,Z is a functional property.,"Given the previous statements, is O the same as G?",No,O is not the same as G.,False,The answer to the
833,I S 74.,X S 74.,S is a functional property.,"Given the previous statements, is X the same as I?",Yes,X is the same as I.,True,H is the same
1927,J U 74.,M U 43.,U is a functional property.,"Given the previous statements, is M the same as J?",No,M is not the same as J.,False,The answer is no
880,I P 94.,O P 94.,P is a functional property.,"Given the previous statements, is O the same as I?",Yes,O is the same as I.,True,The answer is no
475,E A 53.,Y A 53.,A is a functional property.,"Given the previous statements, is Y the same as E?",Yes,Y is the same as E.,True,The answer is no
694,G H 42.,V H 42.,H is a functional property.,"Given the previous statements, is V the same as G?",Yes,V is the same as G.,True,The answer is no
1530,F U 98.,J U 43.,U is a functional property.,"Given the previous statements, is J the same as F?",No,J is not the same as F.,False,The answer is no
79,A J 36.,G J 36.,J is a functional property.,"Given the previous statements, is G the same as A?",Yes,G is the same as A.,True,The answer is no
766,H A 36.,J A 36.,A is a functional property.,"Given the previous statements, is J the same as H?",Yes,J is the same as H.,True,The answer is no
1514,F N 45.,T N 38.,N is a functional property.,"Given the previous statements, is T the same as F?",No,T is not the same as F.,False,The answer is no
453,E A 12.,B A 12.,A is a functional property.,"Given the previous statements, is B the same as E?",Yes,B is the same as E.,True,H is the same
1624,G K 98.,N K 38.,K is a functional property.,"Given the previous statements, is N the same as G?",No,N is not the same as G.,False,The answer is no
801,I P 52.,L P 52.,P is a functional property.,"Given the previous statements, is L the same as I?",Yes,L is the same as I.,True,The answer is no
192,B N 21.,C N 21.,N is a functional property.,"Given the previous statements, is C the same as B?",Yes,C is the same as B.,True,The answer is no
1865,I D 81.,Z D 4.,D is a functional property.,"Given the previous statements, is Z the same as I?",No,Z is not the same as I.,False,The answer is no
1921,J L 79.,E L 53.,L is a functional property.,"Given the previous statements, is E the same as J?",No,E is not the same as J.,False,The answer is no
492,E C 37.,I C 37.,C is a functional property.,"Given the previous statements, is I the same as E?",Yes,I is the same as E.,True,H is the same
1753,H F 6.,K F 19.,F is a functional property.,"Given the previous statements, is K the same as H?",No,K is not the same as H.,False,The answer is no
1103,B S 32.,N S 85.,S is a functional property.,"Given the previous statements, is N the same as B?",No,N is not the same as B.,False,H is a functional
113,B J 43.,D J 43.,J is a functional property.,"Given the previous statements, is D the same as B?",Yes,D is the same as B.,True,"Yes, Y is"
1035,A Z 5.,K Z 91.,Z is a functional property.,"Given the previous statements, is K the same as A?",No,K is not the same as A.,False,The answer is no
348,D A 78.,X A 78.,A is a functional property.,"Given the previous statements, is X the same as D?",Yes,X is the same as D.,True,The answer is no
1283,C W 81.,S W 59.,W is a functional property.,"Given the previous statements, is S the same as C?",No,S is not the same as C.,False,The answer is no
1609,G Y 53.,Q Y 79.,Y is a functional property.,"Given the previous statements, is Q the same as G?",No,Q is not the same as G.,False,H is the same
1528,F Z 90.,V Z 28.,Z is a functional property.,"Given the previous statements, is V the same as F?",No,V is not the same as F.,False,The answer is no
1986,J C 6.,W C 23.,C is a functional property.,"Given the previous statements, is W the same as J?",No,W is not the same as J.,False,The answer is no
1268,C P 41.,U P 81.,P is a functional property.,"Given the previous statements, is U the same as C?",No,U is not the same as C.,False,H is the same
1862,I K 8.,M K 50.,K is a functional property.,"Given the previous statements, is M the same as I?",No,M is not the same as I.,False,The answer is no
1582,F Y 60.,G Y 83.,Y is a functional property.,"Given the previous statements, is G the same as F?",No,G is not the same as F.,False,The answer is no
986,J I 29.,K I 29.,I is a functional property.,"Given the previous statements, is K the same as J?",Yes,K is the same as J.,True,The answer is no
363,D F 43.,T F 43.,F is a functional property.,"Given the previous statements, is T the same as D?",Yes,T is the same as D.,True,The answer is no
449,E R 37.,D R 37.,R is a functional property.,"Given the previous statements, is D the same as E?",Yes,D is the same as E.,True,The answer is no
397,D H 68.,A H 68.,H is a functional property.,"Given the previous statements, is A the same as D?",Yes,A is the same as D.,True,The answer is no
327,D K 49.,G K 49.,K is a functional property.,"Given the previous statements, is G the same as D?",Yes,G is the same as D.,True,The answer is no
1319,D H 78.,W H 91.,H is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False,The answer is no
179,B X 80.,M X 80.,X is a functional property.,"Given the previous statements, is M the same as B?",Yes,M is the same as B.,True,The answer is no
1610,G Y 33.,I Y 78.,Y is a functional property.,"Given the previous statements, is I the same as G?",No,I is not the same as G.,False,The answer is no
1728,H X 45.,S X 5.,X is a functional property.,"Given the previous statements, is S the same as H?",No,S is not the same as H.,False,"Yes, R is"
1960,J O 91.,F O 27.,O is a functional property.,"Given the previous statements, is F the same as J?",No,F is not the same as J.,False,The answer is no
696,G Z 20.,R Z 20.,Z is a functional property.,"Given the previous statements, is R the same as G?",Yes,R is the same as G.,True,The answer is no
321,D T 79.,Z T 79.,T is a functional property.,"Given the previous statements, is Z the same as D?",Yes,Z is the same as D.,True,The answer is no
656,G R 66.,N R 66.,R is a functional property.,"Given the previous statements, is N the same as G?",Yes,N is the same as G.,True,The answer is no
458,E V 100.,R V 100.,V is a functional property.,"Given the previous statements, is R the same as E?",Yes,R is the same as E.,True,H is the same
997,J S 100.,M S 100.,S is a functional property.,"Given the previous statements, is M the same as J?",Yes,M is the same as J.,True,"Yes, G is"
1362,D J 38.,G J 90.,J is a functional property.,"Given the previous statements, is G the same as D?",No,G is not the same as D.,False,The answer to the
31,A N 5.,R N 5.,N is a functional property.,"Given the previous statements, is R the same as A?",Yes,R is the same as A.,True,The answer is no
1906,J X 12.,K X 55.,X is a functional property.,"Given the previous statements, is K the same as J?",No,K is not the same as J.,False,The answer is no
1106,B U 97.,Y U 26.,U is a functional property.,"Given the previous statements, is Y the same as B?",No,Y is not the same as B.,False,The answer is no
509,F G 42.,O G 42.,G is a functional property.,"Given the previous statements, is O the same as F?",Yes,O is the same as F.,True,The answer is no
292,C D 58.,P D 58.,D is a functional property.,"Given the previous statements, is P the same as C?",Yes,P is the same as C.,True,The answer is no
1832,I T 77.,L T 73.,T is a functional property.,"Given the previous statements, is L the same as I?",No,L is not the same as I.,False,The answer is no
100,A C 11.,J C 11.,C is a functional property.,"Given the previous statements, is J the same as A?",Yes,J is the same as A.,True,The answer is no
879,I T 85.,V T 85.,T is a functional property.,"Given the previous statements, is V the same as I?",Yes,V is the same as I.,True,The answer is no
584,F K 42.,L K 42.,K is a functional property.,"Given the previous statements, is L the same as F?",Yes,L is the same as F.,True,The answer is no
1710,H E 44.,F E 4.,E is a functional property.,"Given the previous statements, is F the same as H?",No,F is not the same as H.,False,The answer is no
677,G I 18.,S I 18.,I is a functional property.,"Given the previous statements, is S the same as G?",Yes,S is the same as G.,True,The answer is no
959,J Z 42.,Y Z 42.,Z is a functional property.,"Given the previous statements, is Y the same as J?",Yes,Y is the same as J.,True,The answer is no
294,C V 3.,U V 3.,V is a functional property.,"Given the previous statements, is U the same as C?",Yes,U is the same as C.,True,The answer is no
243,C V 37.,E V 37.,V is a functional property.,"Given the previous statements, is E the same as C?",Yes,E is the same as C.,True,The answer is no
1099,A P 57.,F P 43.,P is a functional property.,"Given the previous statements, is F the same as A?",No,F is not the same as A.,False,The answer is no
1767,H P 38.,C P 16.,P is a functional property.,"Given the previous statements, is C the same as H?",No,C is not the same as H.,False,H is the same
76,A G 18.,I G 18.,G is a functional property.,"Given the previous statements, is I the same as A?",Yes,I is the same as A.,True,The answer is no
91,A S 28.,K S 28.,S is a functional property.,"Given the previous statements, is K the same as A?",Yes,K is the same as A.,True,The answer is no
