ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
1138,Dai Matsumoto birthYear 0001.,Quartus birthYear 2.52476.,birthYear is a functional property.,"Given the previous statements, is Dai Matsumoto the same as Quartus?",No,Dai Matsumoto is not the same as Quartus.,False,Quart
220,Riaz ur Rehman Saghar birthYear 0001.,Anna the Prophetess birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Riaz ur Rehman Saghar the same as Anna the Prophetess?",Yes,Riaz ur Rehman Saghar is the same as Anna the Prophetess.,True,No
549,OPNsense latestReleaseDate 2022-10-13.,Caddy latestReleaseDate 2022-10-13.,latestReleaseDate is a functional property.,"Given the previous statements, is OPNsense the same as Caddy?",Yes,OPNsense is the same as Caddy.,True,OP
1126,Merritt k birthYear 0001.,Quartus birthYear 1971-05-12.,birthYear is a functional property.,"Given the previous statements, is Merritt k the same as Quartus?",No,Merritt k is not the same as Quartus.,False,No
1146,Colin Hanlon birthYear 0001.,Quartus birthYear 0095-09-11.,birthYear is a functional property.,"Given the previous statements, is Colin Hanlon the same as Quartus?",No,Colin Hanlon is not the same as Quartus.,False,No
1668,Cachée Island populationTotal 0.,Cal Islet populationTotal 19.446.,populationTotal is a functional property.,"Given the previous statements, is Cachée Island the same as Cal Islet?",No,Cachée Island is not the same as Cal Islet.,False,No
358,Van Gent diameter 43000.0.,Cai Lun diameter 43000.0.,diameter is a functional property.,"Given the previous statements, is Van Gent the same as Cai Lun?",Yes,Van Gent is the same as Cai Lun.,True,No
399,Avery diameter 9000.0.,Cajal diameter 9000.0.,diameter is a functional property.,"Given the previous statements, is Avery the same as Cajal?",Yes,Avery is the same as Cajal.,True,No
1874,Roger Moute a Bidias weight 93000.0.,Cachorro Mendoza weight 0065-04-28.,weight is a functional property.,"Given the previous statements, is Roger Moute a Bidias the same as Cachorro Mendoza?",No,Roger Moute a Bidias is not the same as Cachorro Mendoza.,False,No
1688,Caracas Islands populationTotal 0.,Cal Islet populationTotal 1788-07-14.,populationTotal is a functional property.,"Given the previous statements, is Caracas Islands the same as Cal Islet?",No,Caracas Islands is not the same as Cal Islet.,False,No
258,Carla Calò deathYear 2019.,Cacho Castaña deathYear 2019.,deathYear is a functional property.,"Given the previous statements, is Carla Calò the same as Cacho Castaña?",Yes,Carla Calò is the same as Cacho Castaña.,True,No
1104,Lancia Kappa  2.0 20V LE  1 acceleration 9.8.,Renault Koleos  First generation HY  1  2.0 L dCi  2 acceleration 1.81728e+13.,acceleration is a functional property.,"Given the previous statements, is Lancia Kappa  2.0 20V LE  1 the same as Renault Koleos  First generation HY  1  2.0 L dCi  2?",No,Lancia Kappa  2.0 20V LE  1 is not the same as Renault Koleos  First generation HY  1  2.0 L dCi  2.,False,Lanc
1423,Lexus RX  Third generation AL10  1  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 1210.0.,displacement is a functional property.,"Given the previous statements, is Lexus RX  Third generation AL10  1  AutomobileEngine  1 the same as Caparo T1 engine?",No,Lexus RX  Third generation AL10  1  AutomobileEngine  1 is not the same as Caparo T1 engine.,False,No
415,Honda Indy V8 engine displacement 0.0035.,Caparo T1 engine displacement 0.0035.,displacement is a functional property.,"Given the previous statements, is Honda Indy V8 engine the same as Caparo T1 engine?",Yes,Honda Indy V8 engine is the same as Caparo T1 engine.,True,No
337,Bridgman diameter 80000.0.,Cabannes diameter 80000.0.,diameter is a functional property.,"Given the previous statements, is Bridgman the same as Cabannes?",Yes,Bridgman is the same as Cabannes.,True,No
1473,Rosana dos Santos Augusto height 0.0.,Cardel Benbow height 1989-07-19.,height is a functional property.,"Given the previous statements, is Rosana dos Santos Augusto the same as Cardel Benbow?",No,Rosana dos Santos Augusto is not the same as Cardel Benbow.,False,No
1614,Campares populationTotal 0.,Cachée Island populationTotal 107775.0.,populationTotal is a functional property.,"Given the previous statements, is Campares the same as Cachée Island?",No,Campares is not the same as Cachée Island.,False,No
878,Calvin Howarth weight 96000.0.,Cadan Murley weight 96000.0.,weight is a functional property.,"Given the previous statements, is Calvin Howarth the same as Cadan Murley?",Yes,Calvin Howarth is the same as Cadan Murley.,True,No
250,Povl Dissing deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Povl Dissing the same as Cabo Anselmo?",Yes,Povl Dissing is the same as Cabo Anselmo.,True,No
743,USS O'Hare topSpeed 59.264.,Cabrini-class patrol boat topSpeed 59.264.,topSpeed is a functional property.,"Given the previous statements, is USS O'Hare the same as Cabrini-class patrol boat?",Yes,USS O'Hare is the same as Cabrini-class patrol boat.,True,USS
783,USS Florida topSpeed 24.076.,Cadmus-class sloop topSpeed 24.076.,topSpeed is a functional property.,"Given the previous statements, is USS Florida the same as Cadmus-class sloop?",Yes,USS Florida is the same as Cadmus-class sloop.,True,USS
550,ObjectDB latestReleaseDate 2022-10-13.,Caddy latestReleaseDate 2022-10-13.,latestReleaseDate is a functional property.,"Given the previous statements, is ObjectDB the same as Caddy?",Yes,ObjectDB is the same as Caddy.,True,No
1988,Øresund Bridge width 23.5.,Cable Bridge width 1788-07-14.,width is a functional property.,"Given the previous statements, is Øresund Bridge the same as Cable Bridge?",No,Øresund Bridge is not the same as Cable Bridge.,False,No
915,Volkswagen Touran  First generation 1T  1 wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is Volkswagen Touran  First generation 1T  1 the same as Cadillac BLS?",Yes,Volkswagen Touran  First generation 1T  1 is the same as Cadillac BLS.,True,No
302,Carlos Arguelles deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Carlos Arguelles the same as Cachupoy?",Yes,Carlos Arguelles is the same as Cachupoy.,True,No
1004,Nancy Catamco birthDate 1969-06-19.,CaMia Hopson birthDate 0095-09-11.,birthDate is a functional property.,"Given the previous statements, is Nancy Catamco the same as CaMia Hopson?",No,Nancy Catamco is not the same as CaMia Hopson.,False,No
248,Caroline Balderston Parry deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Caroline Balderston Parry the same as Cabo Anselmo?",Yes,Caroline Balderston Parry is the same as Cabo Anselmo.,True,No
1569,Beni Arab length 2000.0.,Cabahan length 85000.0.,length is a functional property.,"Given the previous statements, is Beni Arab the same as Cabahan?",No,Beni Arab is not the same as Cabahan.,False,No
1472,Rodtang Jitmuangnon height 0.0.,Cardel Benbow height 2003-09-10.,height is a functional property.,"Given the previous statements, is Rodtang Jitmuangnon the same as Cardel Benbow?",No,Rodtang Jitmuangnon is not the same as Cardel Benbow.,False,Rod
1395,Crile diameter 9000.0.,Cajal diameter 0001.,diameter is a functional property.,"Given the previous statements, is Crile the same as Cajal?",No,Crile is not the same as Cajal.,False,No
723,USS Radnor topSpeed 19.446.,Cabral-class ironclad topSpeed 19.446.,topSpeed is a functional property.,"Given the previous statements, is USS Radnor the same as Cabral-class ironclad?",Yes,USS Radnor is the same as Cabral-class ironclad.,True,USS
934,Princess Margaret Island width 1500.0.,Cabahan width 1500.0.,width is a functional property.,"Given the previous statements, is Princess Margaret Island the same as Cabahan?",Yes,Princess Margaret Island is the same as Cabahan.,True,Princess
1890,Rodd Penney weight 96000.0.,Cadan Murley weight 0001.,weight is a functional property.,"Given the previous statements, is Rodd Penney the same as Cadan Murley?",No,Rodd Penney is not the same as Cadan Murley.,False,Rod
1330,Roberto Noble deathYear 1969.,Cacilda Becker deathYear 0.0.,deathYear is a functional property.,"Given the previous statements, is Roberto Noble the same as Cacilda Becker?",No,Roberto Noble is not the same as Cacilda Becker.,False,No
1873,Rodney Purvis weight 93000.0.,Cachorro Mendoza weight 98000.0.,weight is a functional property.,"Given the previous statements, is Rodney Purvis the same as Cachorro Mendoza?",No,Rodney Purvis is not the same as Cachorro Mendoza.,False,No
184,Saint Serapia birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Saint Serapia the same as Barnabas?",Yes,Saint Serapia is the same as Barnabas.,True,No
1766,USS Dolphin topSpeed 31.484.,Cachalot-class submarine topSpeed 3.79332E8.,topSpeed is a functional property.,"Given the previous statements, is USS Dolphin the same as Cachalot-class submarine?",No,USS Dolphin is not the same as Cachalot-class submarine.,False,USS
1816,Ruan Botha weight 124000.0.,Cabous Eloff weight 2020-09-11.,weight is a functional property.,"Given the previous statements, is Ruan Botha the same as Cabous Eloff?",No,Ruan Botha is not the same as Cabous Eloff.,False,No
588,USS L-6 length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is USS L-6 the same as Cabalva?",Yes,USS L-6 is the same as Cabalva.,True,No
696,"Cambarville, Victoria populationTotal 0.",Cala Iris Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Cambarville, Victoria the same as Cala Iris Islet?",Yes,"Cambarville, Victoria is the same as Cala Iris Islet.",True,No
1147,Quartus birthYear 0001.,Merritt k birthYear 31.484.,birthYear is a functional property.,"Given the previous statements, is Quartus the same as Merritt k?",No,Quartus is not the same as Merritt k.,False,Quart
731,Caldwell-class destroyer topSpeed 59.264.,Cabrini-class patrol boat topSpeed 59.264.,topSpeed is a functional property.,"Given the previous statements, is Caldwell-class destroyer the same as Cabrini-class patrol boat?",Yes,Caldwell-class destroyer is the same as Cabrini-class patrol boat.,True,No
728,USS Scourge topSpeed 19.446.,Cabral-class ironclad topSpeed 19.446.,topSpeed is a functional property.,"Given the previous statements, is USS Scourge the same as Cabral-class ironclad?",Yes,USS Scourge is the same as Cabral-class ironclad.,True,No
1595,USS Potomac length 50.292.,Cabalva length 1969.,length is a functional property.,"Given the previous statements, is USS Potomac the same as Cabalva?",No,USS Potomac is not the same as Cabalva.,False,No
1421,Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 6.33e+07.,displacement is a functional property.,"Given the previous statements, is Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 the same as Caparo T1 engine?",No,Lexus RX  Fourth generation AL20  1  AutomobileEngine  1 is not the same as Caparo T1 engine.,False,No
1258,Carla Calò deathYear 2019.,Cacho Castaña deathYear 9.5.,deathYear is a functional property.,"Given the previous statements, is Carla Calò the same as Cacho Castaña?",No,Carla Calò is not the same as Cacho Castaña.,False,No
1605,"Cadia, New South Wales populationTotal 0.",Cachée Island populationTotal 3.79332E8.,populationTotal is a functional property.,"Given the previous statements, is Cadia, New South Wales the same as Cachée Island?",No,"Cadia, New South Wales is not the same as Cachée Island.",False,No
1108,Mercedes-Benz C-Class   C 240  1 acceleration 9.3.,Renault Koleos  First generation HY  1  2.5 L 16V  1 acceleration 2000-03-26.,acceleration is a functional property.,"Given the previous statements, is Mercedes-Benz C-Class   C 240  1 the same as Renault Koleos  First generation HY  1  2.5 L 16V  1?",No,Mercedes-Benz C-Class   C 240  1 is not the same as Renault Koleos  First generation HY  1  2.5 L 16V  1.,False,Yes
121,Mercedes-Benz W124  2.0 16V  1 acceleration 11.5.,Renault Laguna  First generation X56  1  .6 16v  1 acceleration 11.5.,acceleration is a functional property.,"Given the previous statements, is Mercedes-Benz W124  2.0 16V  1 the same as Renault Laguna  First generation X56  1  .6 16v  1?",Yes,Mercedes-Benz W124  2.0 16V  1 is the same as Renault Laguna  First generation X56  1  .6 16v  1.,True,No
709,Caracas Islands populationTotal 0.,Cala Iris Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Caracas Islands the same as Cala Iris Islet?",Yes,Caracas Islands is the same as Cala Iris Islet.,True,No
1942,Botnsvatnet width 1500.0.,Cabahan width 0.0.,width is a functional property.,"Given the previous statements, is Botnsvatnet the same as Cabahan?",No,Botnsvatnet is not the same as Cabahan.,False,No
1679,"Caniapiscau, Quebec populationTotal 0.",Cal Islet populationTotal 31.484.,populationTotal is a functional property.,"Given the previous statements, is Caniapiscau, Quebec the same as Cal Islet?",No,"Caniapiscau, Quebec is not the same as Cal Islet.",False,No
1502,Carly McNaul height 0.0.,Carlos Small height 123044.0.,height is a functional property.,"Given the previous statements, is Carly McNaul the same as Carlos Small?",No,Carly McNaul is not the same as Carlos Small.,False,No
830,Ryan Harford weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Ryan Harford the same as Cabous Eloff?",Yes,Ryan Harford is the same as Cabous Eloff.,True,No
1474,Rosie Sutton height 0.0.,Cardel Benbow height 428790.0.,height is a functional property.,"Given the previous statements, is Rosie Sutton the same as Cardel Benbow?",No,Rosie Sutton is not the same as Cardel Benbow.,False,No
1080,Volkswagen Golf Mk6  1.4 TSI  1 acceleration 9.5.,Renault Koleos  First generation HY  1  2.0 L 16V  1 acceleration 0.00740828.,acceleration is a functional property.,"Given the previous statements, is Volkswagen Golf Mk6  1.4 TSI  1 the same as Renault Koleos  First generation HY  1  2.0 L 16V  1?",No,Volkswagen Golf Mk6  1.4 TSI  1 is not the same as Renault Koleos  First generation HY  1  2.0 L 16V  1.,False,Yes
1009,Steve Isaacs birthDate 1969-06-19.,CaMia Hopson birthDate 24.076.,birthDate is a functional property.,"Given the previous statements, is Steve Isaacs the same as CaMia Hopson?",No,Steve Isaacs is not the same as CaMia Hopson.,False,No
1220,Riaz ur Rehman Saghar birthYear 0001.,Anna the Prophetess birthYear 1.72e+09.,birthYear is a functional property.,"Given the previous statements, is Riaz ur Rehman Saghar the same as Anna the Prophetess?",No,Riaz ur Rehman Saghar is not the same as Anna the Prophetess.,False,No
1951,Reinevatn width 1500.0.,Cabahan width 0065-04-28.,width is a functional property.,"Given the previous statements, is Reinevatn the same as Cabahan?",No,Reinevatn is not the same as Cabahan.,False,No
1225,Ryōhei Arai birthYear 0001.,Anna the Prophetess birthYear 409.61.,birthYear is a functional property.,"Given the previous statements, is Ryōhei Arai the same as Anna the Prophetess?",No,Ryōhei Arai is not the same as Anna the Prophetess.,False,No
609,"Calcifer, Queensland populationTotal 0.",Cachée Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Calcifer, Queensland the same as Cachée Island?",Yes,"Calcifer, Queensland is the same as Cachée Island.",True,No
1194,Anu Ramamoorthy birthYear 0001.,Bartholomew the Apostle birthYear 1788-07-14.,birthYear is a functional property.,"Given the previous statements, is Anu Ramamoorthy the same as Bartholomew the Apostle?",No,Anu Ramamoorthy is not the same as Bartholomew the Apostle.,False,No
586,USS Home length 50.292.,Cabalva length 50.292.,length is a functional property.,"Given the previous statements, is USS Home the same as Cabalva?",Yes,USS Home is the same as Cabalva.,True,No
602,HI-LEX netIncome 1.13E8.,Cabot Corporation netIncome 1.13E8.,netIncome is a functional property.,"Given the previous statements, is HI-LEX the same as Cabot Corporation?",Yes,HI-LEX is the same as Cabot Corporation.,True,No
36,Roger Chupin birthDate 1921-09-03.,Cab Kaye birthDate 1921-09-03.,birthDate is a functional property.,"Given the previous statements, is Roger Chupin the same as Cab Kaye?",Yes,Roger Chupin is the same as Cab Kaye.,True,No
1575,Loch Achanalt length 1210.0.,Caballo Island length 50000.0.,length is a functional property.,"Given the previous statements, is Loch Achanalt the same as Caballo Island?",No,Loch Achanalt is not the same as Caballo Island.,False,No
682,"Canuck, Saskatchewan populationTotal 0.",Cal Islet populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Canuck, Saskatchewan the same as Cal Islet?",Yes,"Canuck, Saskatchewan is the same as Cal Islet.",True,No
1489,Robin Ciric height 0.0.,Carl Limberger height 2003-09-10.,height is a functional property.,"Given the previous statements, is Robin Ciric the same as Carl Limberger?",No,Robin Ciric is not the same as Carl Limberger.,False,No
1528,Preslav Borukov height 0.0.,Carly McNaul height 3.409E8.,height is a functional property.,"Given the previous statements, is Preslav Borukov the same as Carly McNaul?",No,Preslav Borukov is not the same as Carly McNaul.,False,No
25,Frank Henry Greteman birthDate 1907-12-25.,Cab Calloway birthDate 1907-12-25.,birthDate is a functional property.,"Given the previous statements, is Frank Henry Greteman the same as Cab Calloway?",Yes,Frank Henry Greteman is the same as Cab Calloway.,True,No
1500,Cardel Benbow height 0.0.,Carlos Small height 9.28E7.,height is a functional property.,"Given the previous statements, is Cardel Benbow the same as Carlos Small?",No,Cardel Benbow is not the same as Carlos Small.,False,No
533,Rod Laver height 0.0.,Carly McNaul height 0.0.,height is a functional property.,"Given the previous statements, is Rod Laver the same as Carly McNaul?",Yes,Rod Laver is the same as Carly McNaul.,True,No
1587,USS L-5 length 50.292.,Cabalva length 24.384.,length is a functional property.,"Given the previous statements, is USS L-5 the same as Cabalva?",No,USS L-5 is not the same as Cabalva.,False,No
1318,Camillo Mastrocinque deathYear 1969.,Cacilda Becker deathYear 317.0.,deathYear is a functional property.,"Given the previous statements, is Camillo Mastrocinque the same as Cacilda Becker?",No,Camillo Mastrocinque is not the same as Cacilda Becker.,False,No
815,Rodrigue Neti weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Rodrigue Neti the same as Cabous Eloff?",Yes,Rodrigue Neti is the same as Cabous Eloff.,True,Rodrig
1425,Lincoln MKS  AutomobileEngine  1 displacement 0.0035.,Caparo T1 engine displacement 778.24.,displacement is a functional property.,"Given the previous statements, is Lincoln MKS  AutomobileEngine  1 the same as Caparo T1 engine?",No,Lincoln MKS  AutomobileEngine  1 is not the same as Caparo T1 engine.,False,Lincoln
1331,Rod La Rocque deathYear 1969.,Cacilda Becker deathYear 3.409E8.,deathYear is a functional property.,"Given the previous statements, is Rod La Rocque the same as Cacilda Becker?",No,Rod La Rocque is not the same as Cacilda Becker.,False,No
959,Verevi Lake width 320.0.,Caballo Island width 320.0.,width is a functional property.,"Given the previous statements, is Verevi Lake the same as Caballo Island?",Yes,Verevi Lake is the same as Caballo Island.,True,No
1468,Robin Ciric height 0.0.,Cardel Benbow height 320.0.,height is a functional property.,"Given the previous statements, is Robin Ciric the same as Cardel Benbow?",No,Robin Ciric is not the same as Cardel Benbow.,False,No
797,Big Four topSpeed 31.484.,Cagni-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is Big Four the same as Cagni-class submarine?",Yes,Big Four is the same as Cagni-class submarine.,True,No
1557,Quail Lake length 2000.0.,Cabahan length 31.484.,length is a functional property.,"Given the previous statements, is Quail Lake the same as Cabahan?",No,Quail Lake is not the same as Cabahan.,False,No
1869,Robert Mace weight 93000.0.,Cachorro Mendoza weight 1.72e+09.,weight is a functional property.,"Given the previous statements, is Robert Mace the same as Cachorro Mendoza?",No,Robert Mace is not the same as Cachorro Mendoza.,False,No
1304,Carmen Silva deathYear 2008.,Cachupoy deathYear 149144.0.,deathYear is a functional property.,"Given the previous statements, is Carmen Silva the same as Cachupoy?",No,Carmen Silva is not the same as Cachupoy.,False,No
1396,Theiler diameter 9000.0.,Cajal diameter 2e+07.,diameter is a functional property.,"Given the previous statements, is Theiler the same as Cajal?",No,Theiler is not the same as Cajal.,False,No
534,Rodlek P.K. Saenchaimuaythaigym height 0.0.,Carly McNaul height 0.0.,height is a functional property.,"Given the previous statements, is Rodlek P.K. Saenchaimuaythaigym the same as Carly McNaul?",Yes,Rodlek P.K. Saenchaimuaythaigym is the same as Carly McNaul.,True,Rod
1641,"Cape Conway, Queensland populationTotal 0.","Cadia, New South Wales populationTotal 1921-09-03.",populationTotal is a functional property.,"Given the previous statements, is Cape Conway, Queensland the same as Cadia, New South Wales?",No,"Cape Conway, Queensland is not the same as Cadia, New South Wales.",False,No
1770,USS Effective topSpeed 31.484.,Cachalot-class submarine topSpeed 1500.0.,topSpeed is a functional property.,"Given the previous statements, is USS Effective the same as Cachalot-class submarine?",No,USS Effective is not the same as Cachalot-class submarine.,False,USS
278,Carleton Carpenter deathYear 2022.,Cacho Fontana deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carleton Carpenter the same as Cacho Fontana?",Yes,Carleton Carpenter is the same as Cacho Fontana.,True,No
1939,Berd Bay width 1500.0.,Cabahan width 93000.0.,width is a functional property.,"Given the previous statements, is Berd Bay the same as Cabahan?",No,Berd Bay is not the same as Cabahan.,False,No
1739,USS Evans topSpeed 59.264.,Cabrini-class patrol boat topSpeed 0065-04-30.,topSpeed is a functional property.,"Given the previous statements, is USS Evans the same as Cabrini-class patrol boat?",No,USS Evans is not the same as Cabrini-class patrol boat.,False,USS
1812,USS Effective topSpeed 31.484.,Cagni-class submarine topSpeed 93000.0.,topSpeed is a functional property.,"Given the previous statements, is USS Effective the same as Cagni-class submarine?",No,USS Effective is not the same as Cagni-class submarine.,False,USS
1154,Apollos birthYear 0001.,Merritt k birthYear 3.409E8.,birthYear is a functional property.,"Given the previous statements, is Apollos the same as Merritt k?",No,Apollos is not the same as Merritt k.,False,No
658,"Caniapiscau, Quebec populationTotal 0.",Caher Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Caniapiscau, Quebec the same as Caher Island?",Yes,"Caniapiscau, Quebec is the same as Caher Island.",True,No
62,Rafael Caroca  Rafael Caroca  1 birthDate 1989-07-19.,Cabbrini Foncette birthDate 1989-07-19.,birthDate is a functional property.,"Given the previous statements, is Rafael Caroca  Rafael Caroca  1 the same as Cabbrini Foncette?",Yes,Rafael Caroca  Rafael Caroca  1 is the same as Cabbrini Foncette.,True,No
804,USS Detroit topSpeed 31.484.,Cagni-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is USS Detroit the same as Cagni-class submarine?",Yes,USS Detroit is the same as Cagni-class submarine.,True,USS
1054,Laurie Tetley birthDate 1921-09-03.,Cab Kaye birthDate 0.0.,birthDate is a functional property.,"Given the previous statements, is Laurie Tetley the same as Cab Kaye?",No,Laurie Tetley is not the same as Cab Kaye.,False,No
1758,Hunt-class mine countermeasures vessel topSpeed 31.484.,Cachalot-class submarine topSpeed 3.04391E8.,topSpeed is a functional property.,"Given the previous statements, is Hunt-class mine countermeasures vessel the same as Cachalot-class submarine?",No,Hunt-class mine countermeasures vessel is not the same as Cachalot-class submarine.,False,No
352,Manzinus diameter 98000.0.,Cabeus diameter 98000.0.,diameter is a functional property.,"Given the previous statements, is Manzinus the same as Cabeus?",Yes,Manzinus is the same as Cabeus.,True,No
1442,Cassandra Kirkland height 0.0.,Capitan Petchyindee Academy height 3.00168e+16.,height is a functional property.,"Given the previous statements, is Cassandra Kirkland the same as Capitan Petchyindee Academy?",No,Cassandra Kirkland is not the same as Capitan Petchyindee Academy.,False,No
251,Pradeep Patwardhan deathYear 2022.,Cabo Anselmo deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Pradeep Patwardhan the same as Cabo Anselmo?",Yes,Pradeep Patwardhan is the same as Cabo Anselmo.,True,No
469,Rod Frawley height 0.0.,Cardel Benbow height 0.0.,height is a functional property.,"Given the previous statements, is Rod Frawley the same as Cardel Benbow?",Yes,Rod Frawley is the same as Cardel Benbow.,True,No
373,Borman diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Borman the same as Cailleux?",Yes,Borman is the same as Cailleux.,True,No
298,Carl Aschan deathYear 2008.,Cachupoy deathYear 2008.,deathYear is a functional property.,"Given the previous statements, is Carl Aschan the same as Cachupoy?",Yes,Carl Aschan is the same as Cachupoy.,True,No
495,Rosie Sutton height 0.0.,Carl Limberger height 0.0.,height is a functional property.,"Given the previous statements, is Rosie Sutton the same as Carl Limberger?",Yes,Rosie Sutton is the same as Carl Limberger.,True,No
52,K. Kumaravelu birthDate 1921-09-03.,Cab Kaye birthDate 1921-09-03.,birthDate is a functional property.,"Given the previous statements, is K. Kumaravelu the same as Cab Kaye?",Yes,K. Kumaravelu is the same as Cab Kaye.,True,No
1829,Maʻafu Fia weight 124000.0.,Cabous Eloff weight 1.296e+15.,weight is a functional property.,"Given the previous statements, is Maʻafu Fia the same as Cabous Eloff?",No,Maʻafu Fia is not the same as Cabous Eloff.,False,No
1469,Rod Frawley height 0.0.,Cardel Benbow height 3.79332E8.,height is a functional property.,"Given the previous statements, is Rod Frawley the same as Cardel Benbow?",No,Rod Frawley is not the same as Cardel Benbow.,False,No
1716,USS Lackawanna topSpeed 19.446.,Cabral-class ironclad topSpeed 0.0.,topSpeed is a functional property.,"Given the previous statements, is USS Lackawanna the same as Cabral-class ironclad?",No,USS Lackawanna is not the same as Cabral-class ironclad.,False,USS
1953,Reksta width 1500.0.,Cabahan width 0.00740828.,width is a functional property.,"Given the previous statements, is Reksta the same as Cabahan?",No,Reksta is not the same as Cabahan.,False,No
326,Pál Szűcs deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Pál Szűcs the same as Cacilda Becker?",Yes,Pál Szűcs is the same as Cacilda Becker.,True,No
1645,Capel Island populationTotal 0.,"Cadia, New South Wales populationTotal 2017-04-18.",populationTotal is a functional property.,"Given the previous statements, is Capel Island the same as Cadia, New South Wales?",No,"Capel Island is not the same as Cadia, New South Wales.",False,No
1430,Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  1 displacement 0.0035.,Caparo T1 engine displacement 9.8.,displacement is a functional property.,"Given the previous statements, is Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  1 the same as Caparo T1 engine?",No,Radical RXC  3.5 L twin-turbocharged Ford EcoBoost V6  1 is not the same as Caparo T1 engine.,False,The
