ID,triple1,triple2,question,answer,inferred triple,label,LLM output
22,literaryGenre is a subproperty of genre.,genre is a subproperty of isClassifiedBy.,"Given the previous statements, is literaryGenre a subproperty of isClassifiedBy?",Yes,literaryGenre is a subproperty of isClassifiedBy.,True,"Yes, literaryGenre is a subproperty of genre."
30,locationCountry is a subproperty of location.,location is a subproperty of dcc.,"Given the previous statements, is locationCountry a subproperty of hasLocation?",No,locationCountry is not a subproperty of hasLocation.,False,"No, locationCountry is not a subproperty of hasLoc"
19,mainArtist is a subproperty of artist.,artist is a subproperty of coparticipatesWith.,"Given the previous statements, is mainArtist a subproperty of coparticipatesWith?",Yes,mainArtist is a subproperty of coparticipatesWith.,True,"Yes, mainArtist is a subproperty of coparticipates"
27,originalLanguage is a subproperty of language.,language is a subproperty of coparticipatesWith.,"Given the previous statements, is originalLanguage a subproperty of coparticipatesWith?",Yes,originalLanguage is a subproperty of coparticipatesWith.,True,"Yes, originalLanguage is a subproperty of coparti"
49,championInSingle is a subproperty of champion.,champion is a subproperty of crewMember.,"Given the previous statements, is championInSingle a subproperty of hasParticipant?",No,championInSingle is not a subproperty of hasParticipant.,False,"No, championInSingle is not a subproperty of hasPart"
45,homeColourHexCode is a subproperty of colourHexCode.,colourHexCode is a subproperty of giniCoefficientAsOf.,"Given the previous statements, is homeColourHexCode a subproperty of code?",No,homeColourHexCode is not a subproperty of code.,False,"Yes, homeColourHexCode is a subproperty of code."
39,olympicOathSwornByJudge is a subproperty of olympicOathSwornBy.,olympicOathSwornBy is a subproperty of mayorTitle.,"Given the previous statements, is olympicOathSwornByJudge a subproperty of hasParticipant?",No,olympicOathSwornByJudge is not a subproperty of hasParticipant.,False,"No, olympicOathSwornBy is not a sub"
56,owningOrganisation is a subproperty of owner.,owner is a subproperty of isPartOfMilitaryConflict.,"Given the previous statements, is owningOrganisation a subproperty of sameSettingAs?",No,owningOrganisation is not a subproperty of sameSettingAs.,False,"No, owningOrganisation is not a subproperty of sameSet"
35,championInSingleFemale is a subproperty of championInSingle.,championInSingle is a subproperty of meshName.,"Given the previous statements, is championInSingleFemale a subproperty of hasParticipant?",No,championInSingleFemale is not a subproperty of hasParticipant.,False,"No, championInSingleFemale is not a subproperty"
36,championInSingleMale is a subproperty of championInSingle.,championInSingle is a subproperty of percentageOfAreaWater.,"Given the previous statements, is championInSingleMale a subproperty of hasParticipant?",No,championInSingleMale is not a subproperty of hasParticipant.,False,"No, championInSingleMale is not a subproperty"
43,filmRuntime is a subproperty of runtime.,runtime is a subproperty of protein.,"Given the previous statements, is filmRuntime a subproperty of duration?",No,filmRuntime is not a subproperty of duration.,False,"No, filmRuntime is not a subproperty of duration."
37,championInSingleFemale is a subproperty of championInSingle.,championInSingle is a subproperty of retirementDate.,"Given the previous statements, is championInSingleFemale a subproperty of champion?",No,championInSingleFemale is not a subproperty of champion.,False,"Yes, championInSingleFemale is a subproperty of"
32,championInDoubleFemale is a subproperty of championInDouble.,championInDouble is a subproperty of topic.,"Given the previous statements, is championInDoubleFemale a subproperty of hasParticipant?",No,championInDoubleFemale is not a subproperty of hasParticipant.,False,"No, championInDoubleFemale is not a subproperty"
9,championInSingleFemale is a subproperty of championInSingle.,championInSingle is a subproperty of champion.,"Given the previous statements, is championInSingleFemale a subproperty of champion?",Yes,championInSingleFemale is a subproperty of champion.,True,"Yes, championInSingleFemale is a subproperty of"
11,olympicOathSwornByJudge is a subproperty of olympicOathSwornBy.,olympicOathSwornBy is a subproperty of hasParticipant.,"Given the previous statements, is olympicOathSwornByJudge a subproperty of hasParticipant?",Yes,olympicOathSwornByJudge is a subproperty of hasParticipant.,True,"Yes, olympicOathSwornByJudge is a"
50,literaryGenre is a subproperty of genre.,genre is a subproperty of currentSeason.,"Given the previous statements, is literaryGenre a subproperty of isClassifiedBy?",No,literaryGenre is not a subproperty of isClassifiedBy.,False,"No, literaryGenre is not a subproperty of isClassifiedB"
55,originalLanguage is a subproperty of language.,language is a subproperty of abstentions.,"Given the previous statements, is originalLanguage a subproperty of coparticipatesWith?",No,originalLanguage is not a subproperty of coparticipatesWith.,False,"No, originalLanguage is not a subproperty of copart"
20,championInDouble is a subproperty of champion.,champion is a subproperty of hasParticipant.,"Given the previous statements, is championInDouble a subproperty of hasParticipant?",Yes,championInDouble is a subproperty of hasParticipant.,True,"Yes, championInDouble is a subproperty of hasParti"
24,isPartOfWineRegion is a subproperty of isPartOf.,isPartOf is a subproperty of isPartOf.,"Given the previous statements, is isPartOfWineRegion a subproperty of isPartOf?",Yes,isPartOfWineRegion is a subproperty of isPartOf.,True,"Yes, isPartOfWineRegion is a subproperty"
15,filmRuntime is a subproperty of runtime.,runtime is a subproperty of duration.,"Given the previous statements, is filmRuntime a subproperty of duration?",Yes,filmRuntime is a subproperty of duration.,True,"Yes, filmRuntime is a subproperty of duration."
33,championInDoubleMale is a subproperty of championInDouble.,championInDouble is a subproperty of longName.,"Given the previous statements, is championInDoubleMale a subproperty of hasParticipant?",No,championInDoubleMale is not a subproperty of hasParticipant.,False,"No, championInDoubleMale is not a subproperty"
47,mainArtist is a subproperty of artist.,artist is a subproperty of پیسنے_کے_قابل.,"Given the previous statements, is mainArtist a subproperty of coparticipatesWith?",No,mainArtist is not a subproperty of coparticipatesWith.,False,"No, mainArtist is not a subproperty of coparticip"
10,olympicOathSwornByAthlete is a subproperty of olympicOathSwornBy.,olympicOathSwornBy is a subproperty of hasParticipant.,"Given the previous statements, is olympicOathSwornByAthlete a subproperty of hasParticipant?",Yes,olympicOathSwornByAthlete is a subproperty of hasParticipant.,True,"Yes, olympicOathSwornByAthlete is"
40,playRole is a subproperty of uses.,uses is a subproperty of firstAppearance.,"Given the previous statements, is playRole a subproperty of isParticipantIn?",No,playRole is not a subproperty of isParticipantIn.,False,"No, playRole is not a subproperty of isParti"
44,awayColourHexCode is a subproperty of colourHexCode.,colourHexCode is a subproperty of fibahof.,"Given the previous statements, is awayColourHexCode a subproperty of code?",No,awayColourHexCode is not a subproperty of code.,False,"Yes, awayColourHexCode is a subproperty of code."
41,zipCode is a subproperty of postalCode.,postalCode is a subproperty of bioavailability.,"Given the previous statements, is zipCode a subproperty of code?",No,zipCode is not a subproperty of code.,False,"Yes, zipCode is a subproperty of code."
48,championInDouble is a subproperty of champion.,champion is a subproperty of tradingName.,"Given the previous statements, is championInDouble a subproperty of hasParticipant?",No,championInDouble is not a subproperty of hasParticipant.,False,"No, championInDouble is not a subproperty of hasPart"
18,featuring is a subproperty of artist.,artist is a subproperty of coparticipatesWith.,"Given the previous statements, is featuring a subproperty of coparticipatesWith?",Yes,featuring is a subproperty of coparticipatesWith.,True,The subproperty of coparticipatesWith is featuring.
3,locationCity is a subproperty of location.,location is a subproperty of geo cont.,"Given the previous statements, is locationCity a subproperty of geo cont?",Yes,locationCity is a subproperty of geo cont.,True,"Yes, locationCity is a subproperty of geo cont."
31,locationCity is a subproperty of location.,location is a subproperty of testaverage.,"Given the previous statements, is locationCity a subproperty of geo cont?",No,locationCity is not a subproperty of geo cont.,False,"No, locationCity is not a subproperty of geo cont."
46,featuring is a subproperty of artist.,artist is a subproperty of کتاب.,"Given the previous statements, is featuring a subproperty of coparticipatesWith?",No,featuring is not a subproperty of coparticipatesWith.,False,Featuring is a subproperty of coparticipatesWith.
13,zipCode is a subproperty of postalCode.,postalCode is a subproperty of code.,"Given the previous statements, is zipCode a subproperty of code?",Yes,zipCode is a subproperty of code.,True,"Yes, zipCode is a subproperty of code."
17,homeColourHexCode is a subproperty of colourHexCode.,colourHexCode is a subproperty of code.,"Given the previous statements, is homeColourHexCode a subproperty of code?",Yes,homeColourHexCode is a subproperty of code.,True,"Yes, homeColourHexCode is a subproperty of code."
14,albumRuntime is a subproperty of runtime.,runtime is a subproperty of duration.,"Given the previous statements, is albumRuntime a subproperty of duration?",Yes,albumRuntime is a subproperty of duration.,True,"Yes, albumRuntime is a subproperty of duration."
29,locationCity is a subproperty of location.,location is a subproperty of lastFlightEndDate.,"Given the previous statements, is locationCity a subproperty of hasLocation?",No,locationCity is not a subproperty of hasLocation.,False,"No, locationCity is not a subproperty of hasLoc"
21,championInSingle is a subproperty of champion.,champion is a subproperty of hasParticipant.,"Given the previous statements, is championInSingle a subproperty of hasParticipant?",Yes,championInSingle is a subproperty of hasParticipant.,True,"Yes, championInSingle is a subproperty of hasParti"
42,albumRuntime is a subproperty of runtime.,runtime is a subproperty of diseasesDB.,"Given the previous statements, is albumRuntime a subproperty of duration?",No,albumRuntime is not a subproperty of duration.,False,"No, albumRuntime is not a subproperty of duration."
4,championInDoubleFemale is a subproperty of championInDouble.,championInDouble is a subproperty of hasParticipant.,"Given the previous statements, is championInDoubleFemale a subproperty of hasParticipant?",Yes,championInDoubleFemale is a subproperty of hasParticipant.,True,"Yes, championInDoubleFemale is a subproperty of"
