ID,triple1,triple2,question,answer,inferred triple,label,LLM output
447,E is a M.,E is the same as F.,"Given the previous statements, is F a M?",Yes,F is a M.,True,"Yes, F is a M."
1736,H is a Z.,H is the same as V.,"Given the previous statements, is V a O?",No,V is not a O.,False,"No, V is not an O."
1713,H is a U.,H is the same as B.,"Given the previous statements, is B a C?",No,B is not a C.,False,"No, B is not a C."
523,F is a G.,F is the same as M.,"Given the previous statements, is M a G?",Yes,M is a G.,True,"Yes, M is a G."
1037,A is a K.,A is the same as H.,"Given the previous statements, is H a B?",No,H is not a B.,False,"No, H is not a B."
980,J is a D.,J is the same as M.,"Given the previous statements, is M a D?",Yes,M is a D.,True,"Yes, M is a D."
1144,B is a P.,B is the same as J.,"Given the previous statements, is J a W?",No,J is not a W.,False,"No, J is not a W."
219,C is a P.,C is the same as K.,"Given the previous statements, is K a P?",Yes,K is a P.,True,"Yes, K is a P."
1222,C is a T.,C is the same as L.,"Given the previous statements, is L a P?",No,L is not a P.,False,"No, L is not a P."
1971,J is a L.,J is the same as Z.,"Given the previous statements, is Z a W?",No,Z is not a W.,False,"No, Z is not a W."
458,E is a W.,E is the same as H.,"Given the previous statements, is H a W?",Yes,H is a W.,True,"Yes, H is a W."
1650,G is a F.,G is the same as M.,"Given the previous statements, is M a P?",No,M is not a P.,False,"No, M is not a P."
800,H is a I.,H is the same as T.,"Given the previous statements, is T a I?",Yes,T is a I.,True,"Yes, T is a I."
1826,I is a X.,I is the same as F.,"Given the previous statements, is F a G?",No,F is not a G.,False,"No, F is not a G."
914,J is a K.,J is the same as Q.,"Given the previous statements, is Q a K?",Yes,Q is a K.,True,"Yes, Q is a K."
680,G is a S.,G is the same as U.,"Given the previous statements, is U a S?",Yes,U is a S.,True,"Yes, U is a S."
1421,E is a W.,E is the same as I.,"Given the previous statements, is I a R?",No,I is not a R.,False,"No, I is not a R."
40,A is a B.,A is the same as D.,"Given the previous statements, is D a B?",Yes,D is a B.,True,"No, D is not a B."
331,D is a C.,D is the same as Y.,"Given the previous statements, is Y a C?",Yes,Y is a C.,True,"Yes, Y is a C."
519,F is a X.,F is the same as V.,"Given the previous statements, is V a X?",Yes,V is a X.,True,"Yes, V is a X."
1431,E is a D.,E is the same as F.,"Given the previous statements, is F a L?",No,F is not a L.,False,"No, F is not a L."
1534,F is a V.,F is the same as Z.,"Given the previous statements, is Z a Y?",No,Z is not a Y.,False,"No, Z is not a Y."
606,G is a N.,G is the same as Y.,"Given the previous statements, is Y a N?",Yes,Y is a N.,True,"Yes, Y is a N."
70,A is a M.,A is the same as Q.,"Given the previous statements, is Q a M?",Yes,Q is a M.,True,"Yes, Q is a M."
375,D is a C.,D is the same as X.,"Given the previous statements, is X a C?",Yes,X is a C.,True,"Yes, X is a C."
269,C is a D.,C is the same as S.,"Given the previous statements, is S a D?",Yes,S is a D.,True,"Yes, C is a D."
654,G is a C.,G is the same as A.,"Given the previous statements, is A a C?",Yes,A is a C.,True,"Yes, A is a C."
1283,C is a N.,C is the same as F.,"Given the previous statements, is F a R?",No,F is not a R.,False,"No, F is not a R."
1203,C is a P.,C is the same as W.,"Given the previous statements, is W a O?",No,W is not a O.,False,"No, W is not an O."
1160,B is a Y.,B is the same as J.,"Given the previous statements, is J a Z?",No,J is not a Z.,False,"No, B is not a Z."
156,B is a Q.,B is the same as M.,"Given the previous statements, is M a Q?",Yes,M is a Q.,True,"Yes, M is a Q."
1536,F is a O.,F is the same as K.,"Given the previous statements, is K a W?",No,K is not a W.,False,"No, K is not a W."
441,E is a M.,E is the same as D.,"Given the previous statements, is D a M?",Yes,D is a M.,True,"Yes, D is a M."
71,A is a Y.,A is the same as Z.,"Given the previous statements, is Z a Y?",Yes,Z is a Y.,True,"Yes, Z is a Y."
12,A is a P.,A is the same as K.,"Given the previous statements, is K a P?",Yes,K is a P.,True,"Yes, K is a P."
1187,B is a H.,B is the same as L.,"Given the previous statements, is L a S?",No,L is not a S.,False,"No, L is not a S."
1127,B is a G.,B is the same as A.,"Given the previous statements, is A a E?",No,A is not a E.,False,"No, A is not an E."
236,C is a R.,C is the same as E.,"Given the previous statements, is E a R?",Yes,E is a R.,True,"Yes, C is a R."
1061,A is a G.,A is the same as W.,"Given the previous statements, is W a J?",No,W is not a J.,False,"No, W is not a J."
34,A is a M.,A is the same as N.,"Given the previous statements, is N a M?",Yes,N is a M.,True,"Yes, N is a M."
535,F is a Z.,F is the same as O.,"Given the previous statements, is O a Z?",Yes,O is a Z.,True,"Yes, O is a Z."
1678,G is a T.,G is the same as D.,"Given the previous statements, is D a J?",No,D is not a J.,False,"No, D is not a J."
1533,F is a W.,F is the same as X.,"Given the previous statements, is X a Y?",No,X is not a Y.,False,"No, X is not a Y."
216,C is a D.,C is the same as I.,"Given the previous statements, is I a D?",Yes,I is a D.,True,"Yes, I is a D."
675,G is a L.,G is the same as B.,"Given the previous statements, is B a L?",Yes,B is a L.,True,"Yes, B is a L."
392,D is a M.,D is the same as G.,"Given the previous statements, is G a M?",Yes,G is a M.,True,"Yes, G is a M."
1710,H is a I.,H is the same as J.,"Given the previous statements, is J a K?",No,J is not a K.,False,"No, J is not a K."
169,B is a Z.,B is the same as R.,"Given the previous statements, is R a Z?",Yes,R is a Z.,True,"Yes, R is a Z."
1868,I is a S.,I is the same as G.,"Given the previous statements, is G a B?",No,G is not a B.,False,"No, G is not a B."
1152,B is a V.,B is the same as F.,"Given the previous statements, is F a W?",No,F is not a W.,False,"No, F is not a W."
1959,J is a E.,J is the same as R.,"Given the previous statements, is R a W?",No,R is not a W.,False,"No, R is not a W."
1725,H is a X.,H is the same as D.,"Given the previous statements, is D a T?",No,D is not a T.,False,"No, D is not a T."
1089,A is a K.,A is the same as G.,"Given the previous statements, is G a J?",No,G is not a J.,False,"No, G is not a J."
913,J is a X.,J is the same as R.,"Given the previous statements, is R a X?",Yes,R is a X.,True,"Yes, R is a X."
336,D is a N.,D is the same as R.,"Given the previous statements, is R a N?",Yes,R is a N.,True,"Yes, R is a N."
1519,F is a K.,F is the same as A.,"Given the previous statements, is A a L?",No,A is not a L.,False,"No, A is not a L."
23,A is a Z.,A is the same as S.,"Given the previous statements, is S a Z?",Yes,S is a Z.,True,"Yes, S is a Z."
1174,B is a N.,B is the same as O.,"Given the previous statements, is O a C?",No,O is not a C.,False,"No, O is not a C."
987,J is a Q.,J is the same as S.,"Given the previous statements, is S a Q?",Yes,S is a Q.,True,"Yes, S is a Q."
1146,B is a V.,B is the same as K.,"Given the previous statements, is K a Q?",No,K is not a Q.,False,"No, K is not a Q."
381,D is a Z.,D is the same as F.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True,"Yes, F is a Z."
1147,B is a C.,B is the same as K.,"Given the previous statements, is K a E?",No,K is not a E.,False,"No, K is not an E."
682,G is a V.,G is the same as S.,"Given the previous statements, is S a V?",Yes,S is a V.,True,"Yes, S is a V."
819,I is a K.,I is the same as D.,"Given the previous statements, is D a K?",Yes,D is a K.,True,"Yes, D is a K."
50,A is a D.,A is the same as B.,"Given the previous statements, is B a D?",Yes,B is a D.,True,"Yes, B is a D."
244,C is a W.,C is the same as X.,"Given the previous statements, is X a W?",Yes,X is a W.,True,"Yes, X is a W."
1584,F is a H.,F is the same as D.,"Given the previous statements, is D a M?",No,D is not a M.,False,"No, D is not a M."
1341,D is a X.,D is the same as G.,"Given the previous statements, is G a Q?",No,G is not a Q.,False,"No, G is not a Q."
947,J is a Y.,J is the same as P.,"Given the previous statements, is P a Y?",Yes,P is a Y.,True,"Yes, P is a Y."
1389,D is a B.,D is the same as Q.,"Given the previous statements, is Q a G?",No,Q is not a G.,False,"No, Q is not a G."
1930,J is a X.,J is the same as T.,"Given the previous statements, is T a M?",No,T is not a M.,False,"No, T is not a M."
702,H is a K.,H is the same as M.,"Given the previous statements, is M a K?",Yes,M is a K.,True,"Yes, M is a K."
1007,A is a G.,A is the same as R.,"Given the previous statements, is R a K?",No,R is not a K.,False,"No, R is not a K."
235,C is a E.,C is the same as M.,"Given the previous statements, is M a E?",Yes,M is a E.,True,"Yes, M is a E."
313,D is a N.,D is the same as S.,"Given the previous statements, is S a N?",Yes,S is a N.,True,"Yes, S is a N."
15,A is a U.,A is the same as O.,"Given the previous statements, is O a U?",Yes,O is a U.,True,"Yes, O is a U."
788,H is a R.,H is the same as P.,"Given the previous statements, is P a R?",Yes,P is a R.,True,"Yes, P is a R."
1986,J is a V.,J is the same as X.,"Given the previous statements, is X a I?",No,X is not a I.,False,"No, X is not an I."
354,D is a N.,D is the same as P.,"Given the previous statements, is P a N?",Yes,P is a N.,True,"Yes, P is a N."
84,A is a N.,A is the same as R.,"Given the previous statements, is R a N?",Yes,R is a N.,True,"Yes, R is a N."
245,C is a A.,C is the same as Q.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True,"Yes, C is a A."
585,F is a H.,F is the same as U.,"Given the previous statements, is U a H?",Yes,U is a H.,True,"Yes, U is a H."
273,C is a I.,C is the same as A.,"Given the previous statements, is A a I?",Yes,A is a I.,True,"Yes, A is a I."
388,D is a Q.,D is the same as B.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True,"Yes, B is a Q."
533,F is a I.,F is the same as R.,"Given the previous statements, is R a I?",Yes,R is a I.,True,"Yes, R is a I."
221,C is a K.,C is the same as R.,"Given the previous statements, is R a K?",Yes,R is a K.,True,"Yes, C is a K."
130,B is a O.,B is the same as D.,"Given the previous statements, is D a O?",Yes,D is a O.,True,"Yes, D is a O."
1485,E is a V.,E is the same as Q.,"Given the previous statements, is Q a R?",No,Q is not a R.,False,"No, Q is not a R."
456,E is a L.,E is the same as Z.,"Given the previous statements, is Z a L?",Yes,Z is a L.,True,"Yes, Z is a L."
1943,J is a A.,J is the same as S.,"Given the previous statements, is S a O?",No,S is not a O.,False,"Yes, S is a O."
942,J is a S.,J is the same as C.,"Given the previous statements, is C a S?",Yes,C is a S.,True,"Yes, C is a S."
774,H is a F.,H is the same as R.,"Given the previous statements, is R a F?",Yes,R is a F.,True,"Yes, R is a F."
1652,G is a M.,G is the same as B.,"Given the previous statements, is B a I?",No,B is not a I.,False,"No, B is not an I."
270,C is a T.,C is the same as F.,"Given the previous statements, is F a T?",Yes,F is a T.,True,"Yes, F is a T."
1439,E is a J.,E is the same as S.,"Given the previous statements, is S a X?",No,S is not a X.,False,"No, S is not a X."
1765,H is a C.,H is the same as A.,"Given the previous statements, is A a M?",No,A is not a M.,False,"No, A is not a M."
76,A is a D.,A is the same as K.,"Given the previous statements, is K a D?",Yes,K is a D.,True,"Yes, K is a D."
360,D is a P.,D is the same as E.,"Given the previous statements, is E a P?",Yes,E is a P.,True,"Yes, E is a P."
1274,C is a X.,C is the same as N.,"Given the previous statements, is N a I?",No,N is not a I.,False,"No, N is not an I."
1384,D is a K.,D is the same as L.,"Given the previous statements, is L a A?",No,L is not a A.,False,"No, L is not an A."
179,B is a S.,B is the same as X.,"Given the previous statements, is X a S?",Yes,X is a S.,True,"Yes, X is a S."
152,B is a H.,B is the same as D.,"Given the previous statements, is D a H?",Yes,D is a H.,True,"Yes, D is a H."
129,B is a H.,B is the same as W.,"Given the previous statements, is W a H?",Yes,W is a H.,True,"Yes, W is a H."
893,I is a T.,I is the same as V.,"Given the previous statements, is V a T?",Yes,V is a T.,True,"Yes, V is a T."
1795,H is a X.,H is the same as F.,"Given the previous statements, is F a N?",No,F is not a N.,False,"No, F is not a N."
1354,D is a O.,D is the same as H.,"Given the previous statements, is H a K?",No,H is not a K.,False,"No, H is not a K."
1121,B is a W.,B is the same as V.,"Given the previous statements, is V a M?",No,V is not a M.,False,"No, V is not a M."
1368,D is a H.,D is the same as W.,"Given the previous statements, is W a B?",No,W is not a B.,False,"No, W is not a B."
1721,H is a D.,H is the same as Z.,"Given the previous statements, is Z a U?",No,Z is not a U.,False,"No, Z is not a U."
168,B is a A.,B is the same as J.,"Given the previous statements, is J a A?",Yes,J is a A.,True,"Yes, B is a A."
597,F is a N.,F is the same as H.,"Given the previous statements, is H a N?",Yes,H is a N.,True,"Yes, H is a N."
1317,D is a Z.,D is the same as B.,"Given the previous statements, is B a H?",No,B is not a H.,False,"No, B is not a H."
1548,F is a T.,F is the same as K.,"Given the previous statements, is K a C?",No,K is not a C.,False,"No, K is not a C."
843,I is a J.,I is the same as Q.,"Given the previous statements, is Q a J?",Yes,Q is a J.,True,"Yes, Q is a J."
1667,G is a Y.,G is the same as N.,"Given the previous statements, is N a T?",No,N is not a T.,False,"No, N is not a T."
1157,B is a R.,B is the same as N.,"Given the previous statements, is N a O?",No,N is not a O.,False,"No, N is not an O."
1270,C is a A.,C is the same as V.,"Given the previous statements, is V a S?",No,V is not a S.,False,"No, C is not a S."
1308,D is a I.,D is the same as Q.,"Given the previous statements, is Q a E?",No,Q is not a E.,False,"No, Q is not an E."
524,F is a C.,F is the same as J.,"Given the previous statements, is J a C?",Yes,J is a C.,True,"Yes, J is a C."
568,F is a E.,F is the same as T.,"Given the previous statements, is T a E?",Yes,T is a E.,True,"Yes, T is a E."
1945,J is a C.,J is the same as I.,"Given the previous statements, is I a H?",No,I is not a H.,False,"No, I am not a H."
1111,B is a E.,B is the same as V.,"Given the previous statements, is V a G?",No,V is not a G.,False,"No, V is not a G."
622,G is a C.,G is the same as I.,"Given the previous statements, is I a C?",Yes,I is a C.,True,"Yes, I is a C."
711,H is a U.,H is the same as I.,"Given the previous statements, is I a U?",Yes,I is a U.,True,"Yes, I is a U."
911,J is a R.,J is the same as O.,"Given the previous statements, is O a R?",Yes,O is a R.,True,"Yes, O is a R."
850,I is a T.,I is the same as O.,"Given the previous statements, is O a T?",Yes,O is a T.,True,"Yes, O is a T."
1524,F is a M.,F is the same as R.,"Given the previous statements, is R a D?",No,R is not a D.,False,"No, R is not a D."
406,E is a W.,E is the same as V.,"Given the previous statements, is V a W?",Yes,V is a W.,True,"Yes, V is a W."
1900,I is a Q.,I is the same as P.,"Given the previous statements, is P a B?",No,P is not a B.,False,"No, P is not a B."
1993,J is a M.,J is the same as S.,"Given the previous statements, is S a T?",No,S is not a T.,False,"No, S is not a T."
1651,G is a V.,G is the same as E.,"Given the previous statements, is E a X?",No,E is not a X.,False,"No, G is not a V."
131,B is a M.,B is the same as I.,"Given the previous statements, is I a M?",Yes,I is a M.,True,"Yes, I is a M."
1042,A is a D.,A is the same as U.,"Given the previous statements, is U a H?",No,U is not a H.,False,"No, U is not a H."
1608,G is a O.,G is the same as L.,"Given the previous statements, is L a H?",No,L is not a H.,False,"No, L is not a H."
1422,E is a F.,E is the same as W.,"Given the previous statements, is W a S?",No,W is not a S.,False,"No, W is not a S."
1142,B is a V.,B is the same as C.,"Given the previous statements, is C a S?",No,C is not a S.,False,"No, C is not a S."
1149,B is a L.,B is the same as T.,"Given the previous statements, is T a K?",No,T is not a K.,False,"No, T is not a K."
272,C is a D.,C is the same as J.,"Given the previous statements, is J a D?",Yes,J is a D.,True,"Yes, C is a D."
493,E is a Z.,E is the same as K.,"Given the previous statements, is K a Z?",Yes,K is a Z.,True,"Yes, K is a Z."
178,B is a H.,B is the same as K.,"Given the previous statements, is K a H?",Yes,K is a H.,True,"Yes, K is a H."
194,B is a X.,B is the same as D.,"Given the previous statements, is D a X?",Yes,D is a X.,True,"Yes, D is a X."
1770,H is a V.,H is the same as O.,"Given the previous statements, is O a I?",No,O is not a I.,False,"No, O is not an I."
403,E is a H.,E is the same as X.,"Given the previous statements, is X a H?",Yes,X is a H.,True,"Yes, X is a H."
1987,J is a I.,J is the same as V.,"Given the previous statements, is V a W?",No,V is not a W.,False,"No, V is not a W."
1508,F is a J.,F is the same as C.,"Given the previous statements, is C a N?",No,C is not a N.,False,"No, C is not a N."
44,A is a T.,A is the same as J.,"Given the previous statements, is J a T?",Yes,J is a T.,True,"Yes, J is a T."
1101,B is a H.,B is the same as Q.,"Given the previous statements, is Q a T?",No,Q is not a T.,False,"No, Q is not a T."
440,E is a B.,E is the same as R.,"Given the previous statements, is R a B?",Yes,R is a B.,True,"Yes, R is a B."
1424,E is a X.,E is the same as U.,"Given the previous statements, is U a W?",No,U is not a W.,False,"No, U is not a W."
897,I is a K.,I is the same as Y.,"Given the previous statements, is Y a K?",Yes,Y is a K.,True,"Yes, Y is a K."
1280,C is a S.,C is the same as T.,"Given the previous statements, is T a E?",No,T is not a E.,False,"No, T is not an E."
3,A is a G.,A is the same as Y.,"Given the previous statements, is Y a G?",Yes,Y is a G.,True,"Yes, Y is a G."
1059,A is a T.,A is the same as N.,"Given the previous statements, is N a K?",No,N is not a K.,False,"No, N is not a K."
829,I is a K.,I is the same as C.,"Given the previous statements, is C a K?",Yes,C is a K.,True,"Yes, C is a K."
1532,F is a G.,F is the same as Z.,"Given the previous statements, is Z a O?",No,Z is not a O.,False,"No, Z is not an O."
1197,B is a R.,B is the same as N.,"Given the previous statements, is N a X?",No,N is not a X.,False,"No, N is not a X."
982,J is a R.,J is the same as W.,"Given the previous statements, is W a R?",Yes,W is a R.,True,"Yes, W is a R."
1045,A is a J.,A is the same as T.,"Given the previous statements, is T a V?",No,T is not a V.,False,"No, T is not a V."
69,A is a Q.,A is the same as L.,"Given the previous statements, is L a Q?",Yes,L is a Q.,True,"Yes, L is a Q."
1466,E is a I.,E is the same as Y.,"Given the previous statements, is Y a C?",No,Y is not a C.,False,"No, Y is not a C."
842,I is a L.,I is the same as J.,"Given the previous statements, is J a L?",Yes,J is a L.,True,"Yes, J is a L."
1314,D is a F.,D is the same as H.,"Given the previous statements, is H a P?",No,H is not a P.,False,"No, H is not a P."
1634,G is a R.,G is the same as O.,"Given the previous statements, is O a E?",No,O is not a E.,False,"No, O is not an E."
1785,H is a P.,H is the same as G.,"Given the previous statements, is G a D?",No,G is not a D.,False,"No, G is not a D."
784,H is a Q.,H is the same as I.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True,"Yes, I is a Q."
1468,E is a A.,E is the same as C.,"Given the previous statements, is C a P?",No,C is not a P.,False,"No, C is not a P."
725,H is a G.,H is the same as P.,"Given the previous statements, is P a G?",Yes,P is a G.,True,"Yes, P is a G."
1960,J is a Z.,J is the same as M.,"Given the previous statements, is M a B?",No,M is not a B.,False,"No, M is not a B."
1114,B is a Z.,B is the same as P.,"Given the previous statements, is P a D?",No,P is not a D.,False,"No, P is not a D."
1556,F is a V.,F is the same as R.,"Given the previous statements, is R a I?",No,R is not a I.,False,"No, R is not an I."
238,C is a R.,C is the same as N.,"Given the previous statements, is N a R?",Yes,N is a R.,True,"Yes, N is a R."
1488,E is a S.,E is the same as B.,"Given the previous statements, is B a Y?",No,B is not a Y.,False,"No, B is not a Y."
1362,D is a F.,D is the same as Y.,"Given the previous statements, is Y a T?",No,Y is not a T.,False,"No, Y is not a T."
1779,H is a K.,H is the same as U.,"Given the previous statements, is U a E?",No,U is not a E.,False,"No, U is not an E."
633,G is a T.,G is the same as Z.,"Given the previous statements, is Z a T?",Yes,Z is a T.,True,"Yes, Z is a T."
1136,B is a X.,B is the same as V.,"Given the previous statements, is V a G?",No,V is not a G.,False,"No, V is not a G."
723,H is a U.,H is the same as X.,"Given the previous statements, is X a U?",Yes,X is a U.,True,"Yes, X is a U."
1664,G is a B.,G is the same as N.,"Given the previous statements, is N a L?",No,N is not a L.,False,"No, N is not a L."
604,G is a K.,G is the same as O.,"Given the previous statements, is O a K?",Yes,O is a K.,True,"Yes, O is a K."
1786,H is a F.,H is the same as Q.,"Given the previous statements, is Q a S?",No,Q is not a S.,False,"No, Q is not a S."
1964,J is a K.,J is the same as D.,"Given the previous statements, is D a U?",No,D is not a U.,False,"No, D is not a U."
1086,A is a C.,A is the same as J.,"Given the previous statements, is J a U?",No,J is not a U.,False,"No, J is not a U."
1718,H is a C.,H is the same as J.,"Given the previous statements, is J a O?",No,J is not a O.,False,"No, J is not an O."
846,I is a F.,I is the same as H.,"Given the previous statements, is H a F?",Yes,H is a F.,True,"Yes, H is a F."
1320,D is a V.,D is the same as L.,"Given the previous statements, is L a H?",No,L is not a H.,False,"No, D is not a H."
380,D is a Z.,D is the same as W.,"Given the previous statements, is W a Z?",Yes,W is a Z.,True,"Yes, W is a Z."
1025,A is a P.,A is the same as R.,"Given the previous statements, is R a V?",No,R is not a V.,False,"No, R is not a V."
423,E is a S.,E is the same as D.,"Given the previous statements, is D a S?",Yes,D is a S.,True,"Yes, D is a S."
198,B is a A.,B is the same as S.,"Given the previous statements, is S a A?",Yes,S is a A.,True,"Yes, B is a A."
1963,J is a X.,J is the same as B.,"Given the previous statements, is B a G?",No,B is not a G.,False,"No, B is not a G."
1156,B is a U.,B is the same as Q.,"Given the previous statements, is Q a Y?",No,Q is not a Y.,False,"No, Q is not a Y."
1230,C is a I.,C is the same as U.,"Given the previous statements, is U a J?",No,U is not a J.,False,"No, U is not a J."
262,C is a M.,C is the same as Q.,"Given the previous statements, is Q a M?",Yes,Q is a M.,True,"Yes, C is a M."
1201,C is a R.,C is the same as Y.,"Given the previous statements, is Y a I?",No,Y is not a I.,False,"No, Y is not an I."
1390,D is a Y.,D is the same as F.,"Given the previous statements, is F a X?",No,F is not a X.,False,"No, F is not a X."
967,J is a D.,J is the same as W.,"Given the previous statements, is W a D?",Yes,W is a D.,True,"Yes, W is a D."
1467,E is a P.,E is the same as K.,"Given the previous statements, is K a B?",No,K is not a B.,False,"No, K is not a B."
1288,C is a D.,C is the same as E.,"Given the previous statements, is E a R?",No,E is not a R.,False,"No, E is not a R."
242,C is a A.,C is the same as Z.,"Given the previous statements, is Z a A?",Yes,Z is a A.,True,"Yes, C is a A."
1481,E is a U.,E is the same as R.,"Given the previous statements, is R a H?",No,R is not a H.,False,"No, R is not a H."
764,H is a S.,H is the same as A.,"Given the previous statements, is A a S?",Yes,A is a S.,True,"Yes, A is a S."
1636,G is a B.,G is the same as T.,"Given the previous statements, is T a R?",No,T is not a R.,False,"No, T is not a R."
909,J is a Q.,J is the same as P.,"Given the previous statements, is P a Q?",Yes,P is a Q.,True,"Yes, P is a Q."
1712,H is a F.,H is the same as G.,"Given the previous statements, is G a V?",No,G is not a V.,False,"No, G is not a V."
1968,J is a W.,J is the same as X.,"Given the previous statements, is X a P?",No,X is not a P.,False,"No, X is not a P."
1579,F is a A.,F is the same as N.,"Given the previous statements, is N a R?",No,N is not a R.,False,"No, N is not a R."
1856,I is a M.,I is the same as P.,"Given the previous statements, is P a E?",No,P is not a E.,False,"No, P is not an E."
265,C is a V.,C is the same as O.,"Given the previous statements, is O a V?",Yes,O is a V.,True,"Yes, O is a V."
719,H is a K.,H is the same as J.,"Given the previous statements, is J a K?",Yes,J is a K.,True,"Yes, J is a K."
1935,J is a B.,J is the same as D.,"Given the previous statements, is D a T?",No,D is not a T.,False,"No, D is not a T."
1078,A is a Y.,A is the same as K.,"Given the previous statements, is K a L?",No,K is not a L.,False,"No, K is not a L."
1213,C is a A.,C is the same as K.,"Given the previous statements, is K a G?",No,K is not a G.,False,"No, K is not a G."
1573,F is a Y.,F is the same as Q.,"Given the previous statements, is Q a I?",No,Q is not a I.,False,"No, Q is not an I."
584,F is a R.,F is the same as J.,"Given the previous statements, is J a R?",Yes,J is a R.,True,"Yes, J is a R."
432,E is a U.,E is the same as D.,"Given the previous statements, is D a U?",Yes,D is a U.,True,"Yes, D is a U."
120,B is a J.,B is the same as S.,"Given the previous statements, is S a J?",Yes,S is a J.,True,"Yes, S is a J."
1809,I is a G.,I is the same as B.,"Given the previous statements, is B a U?",No,B is not a U.,False,"No, B is not a U."
65,A is a F.,A is the same as X.,"Given the previous statements, is X a F?",Yes,X is a F.,True,"Yes, X is a F."
598,F is a P.,F is the same as R.,"Given the previous statements, is R a P?",Yes,R is a P.,True,"Yes, R is a P."
758,H is a U.,H is the same as B.,"Given the previous statements, is B a U?",Yes,B is a U.,True,"Yes, B is a U."
1394,D is a V.,D is the same as Q.,"Given the previous statements, is Q a N?",No,Q is not a N.,False,"No, Q is not a N."
402,E is a B.,E is the same as T.,"Given the previous statements, is T a B?",Yes,T is a B.,True,"Yes, T is a B."
600,F is a H.,F is the same as R.,"Given the previous statements, is R a H?",Yes,R is a H.,True,"Yes, R is a H."
1834,I is a B.,I is the same as Q.,"Given the previous statements, is Q a X?",No,Q is not a X.,False,"No, Q is not a X."
1396,D is a Q.,D is the same as I.,"Given the previous statements, is I a P?",No,I is not a P.,False,"No, I is not a P."
1265,C is a T.,C is the same as A.,"Given the previous statements, is A a Q?",No,A is not a Q.,False,"No, A is not a Q."
1001,A is a B.,A is the same as U.,"Given the previous statements, is U a T?",No,U is not a T.,False,"No, U is not a T."
293,C is a E.,C is the same as I.,"Given the previous statements, is I a E?",Yes,I is a E.,True,"Yes, I is a E."
1138,B is a N.,B is the same as F.,"Given the previous statements, is F a E?",No,F is not a E.,False,"No, F is not an E."
501,F is a W.,F is the same as O.,"Given the previous statements, is O a W?",Yes,O is a W.,True,"Yes, O is a W."
878,I is a E.,I is the same as O.,"Given the previous statements, is O a E?",Yes,O is a E.,True,"Yes, O is a E."
915,J is a Z.,J is the same as T.,"Given the previous statements, is T a Z?",Yes,T is a Z.,True,"Yes, T is a Z."
220,C is a A.,C is the same as F.,"Given the previous statements, is F a A?",Yes,F is a A.,True,"Yes, F is a A."
1985,J is a W.,J is the same as E.,"Given the previous statements, is E a S?",No,E is not a S.,False,"No, E is not a S."
1822,I is a N.,I is the same as T.,"Given the previous statements, is T a K?",No,T is not a K.,False,"No, T is not a K."
579,F is a I.,F is the same as N.,"Given the previous statements, is N a I?",Yes,N is a I.,True,"Yes, N is a I."
