ID,triple1,triple2,question,answer,inferred triple,label
28,C is a N.,N is disjoint with J.,"Given the previous statements, is C not a J?",Yes,C is not a J.,True
29,C is a G.,G is disjoint with L.,"Given the previous statements, is C not a L?",Yes,C is not a L.,True
30,C is a D.,D is disjoint with Z.,"Given the previous statements, is C not a Z?",Yes,C is not a Z.,True
31,C is a B.,B is disjoint with A.,"Given the previous statements, is C not a A?",Yes,C is not a A.,True
32,C is a S.,S is disjoint with W.,"Given the previous statements, is C not a W?",Yes,C is not a W.,True
33,C is a O.,O is disjoint with K.,"Given the previous statements, is C not a K?",Yes,C is not a K.,True
34,D is a H.,H is disjoint with W.,"Given the previous statements, is D not a W?",Yes,D is not a W.,True
35,D is a W.,W is disjoint with O.,"Given the previous statements, is D not a O?",Yes,D is not a O.,True
36,D is a O.,O is disjoint with H.,"Given the previous statements, is D not a H?",Yes,D is not a H.,True
37,D is a Z.,Z is disjoint with F.,"Given the previous statements, is D not a F?",Yes,D is not a F.,True
38,D is a E.,E is disjoint with X.,"Given the previous statements, is D not a X?",Yes,D is not a X.,True
39,D is a P.,P is disjoint with B.,"Given the previous statements, is D not a B?",Yes,D is not a B.,True
40,D is a T.,T is disjoint with I.,"Given the previous statements, is D not a I?",Yes,D is not a I.,True
41,D is a O.,O is disjoint with B.,"Given the previous statements, is D not a B?",Yes,D is not a B.,True
42,D is a A.,A is disjoint with L.,"Given the previous statements, is D not a L?",Yes,D is not a L.,True
43,D is a T.,T is disjoint with M.,"Given the previous statements, is D not a M?",Yes,D is not a M.,True
44,D is a M.,M is disjoint with Y.,"Given the previous statements, is D not a Y?",Yes,D is not a Y.,True
45,E is a T.,T is disjoint with A.,"Given the previous statements, is E not a A?",Yes,E is not a A.,True
46,E is a U.,U is disjoint with N.,"Given the previous statements, is E not a N?",Yes,E is not a N.,True
47,E is a T.,T is disjoint with Q.,"Given the previous statements, is E not a Q?",Yes,E is not a Q.,True
48,E is a K.,K is disjoint with G.,"Given the previous statements, is E not a G?",Yes,E is not a G.,True
49,E is a R.,R is disjoint with C.,"Given the previous statements, is E not a C?",Yes,E is not a C.,True
50,E is a O.,O is disjoint with X.,"Given the previous statements, is E not a X?",Yes,E is not a X.,True
51,E is a F.,F is disjoint with V.,"Given the previous statements, is E not a V?",Yes,E is not a V.,True
52,E is a Y.,Y is disjoint with R.,"Given the previous statements, is E not a R?",Yes,E is not a R.,True
53,E is a W.,W is disjoint with Y.,"Given the previous statements, is E not a Y?",Yes,E is not a Y.,True
54,E is a W.,W is disjoint with D.,"Given the previous statements, is E not a D?",Yes,E is not a D.,True
55,E is a O.,O is disjoint with P.,"Given the previous statements, is E not a P?",Yes,E is not a P.,True
56,F is a D.,D is disjoint with Z.,"Given the previous statements, is F not a Z?",Yes,F is not a Z.,True
57,F is a Z.,Z is disjoint with B.,"Given the previous statements, is F not a B?",Yes,F is not a B.,True
58,F is a B.,B is disjoint with R.,"Given the previous statements, is F not a R?",Yes,F is not a R.,True
59,F is a R.,R is disjoint with S.,"Given the previous statements, is F not a S?",Yes,F is not a S.,True
60,F is a Z.,Z is disjoint with U.,"Given the previous statements, is F not a U?",Yes,F is not a U.,True
61,F is a O.,O is disjoint with T.,"Given the previous statements, is F not a T?",Yes,F is not a T.,True
62,F is a T.,T is disjoint with R.,"Given the previous statements, is F not a R?",Yes,F is not a R.,True
63,F is a D.,D is disjoint with Q.,"Given the previous statements, is F not a Q?",Yes,F is not a Q.,True
64,F is a M.,M is disjoint with A.,"Given the previous statements, is F not a A?",Yes,F is not a A.,True
65,F is a T.,T is disjoint with G.,"Given the previous statements, is F not a G?",Yes,F is not a G.,True
66,F is a S.,S is disjoint with X.,"Given the previous statements, is F not a X?",Yes,F is not a X.,True
67,G is a P.,P is disjoint with O.,"Given the previous statements, is G not a O?",Yes,G is not a O.,True
68,G is a O.,O is disjoint with X.,"Given the previous statements, is G not a X?",Yes,G is not a X.,True
69,G is a V.,V is disjoint with L.,"Given the previous statements, is G not a L?",Yes,G is not a L.,True
70,G is a N.,N is disjoint with C.,"Given the previous statements, is G not a C?",Yes,G is not a C.,True
71,G is a L.,L is disjoint with C.,"Given the previous statements, is G not a C?",Yes,G is not a C.,True
72,G is a T.,T is disjoint with J.,"Given the previous statements, is G not a J?",Yes,G is not a J.,True
73,G is a V.,V is disjoint with X.,"Given the previous statements, is G not a X?",Yes,G is not a X.,True
74,G is a Q.,Q is disjoint with P.,"Given the previous statements, is G not a P?",Yes,G is not a P.,True
75,G is a S.,S is disjoint with A.,"Given the previous statements, is G not a A?",Yes,G is not a A.,True
76,G is a U.,U is disjoint with Z.,"Given the previous statements, is G not a Z?",Yes,G is not a Z.,True
77,G is a I.,I is disjoint with D.,"Given the previous statements, is G not a D?",Yes,G is not a D.,True
78,H is a S.,S is disjoint with N.,"Given the previous statements, is H not a N?",Yes,H is not a N.,True
79,H is a N.,N is disjoint with L.,"Given the previous statements, is H not a L?",Yes,H is not a L.,True
80,H is a R.,R is disjoint with U.,"Given the previous statements, is H not a U?",Yes,H is not a U.,True
81,H is a M.,M is disjoint with L.,"Given the previous statements, is H not a L?",Yes,H is not a L.,True
82,H is a Z.,Z is disjoint with Y.,"Given the previous statements, is H not a Y?",Yes,H is not a Y.,True
83,H is a G.,G is disjoint with N.,"Given the previous statements, is H not a N?",Yes,H is not a N.,True
84,H is a O.,O is disjoint with S.,"Given the previous statements, is H not a S?",Yes,H is not a S.,True
85,H is a B.,B is disjoint with I.,"Given the previous statements, is H not a I?",Yes,H is not a I.,True
86,H is a A.,A is disjoint with C.,"Given the previous statements, is H not a C?",Yes,H is not a C.,True
87,H is a F.,F is disjoint with D.,"Given the previous statements, is H not a D?",Yes,H is not a D.,True
88,H is a T.,T is disjoint with K.,"Given the previous statements, is H not a K?",Yes,H is not a K.,True
89,I is a W.,W is disjoint with R.,"Given the previous statements, is I not a R?",Yes,I is not a R.,True
90,I is a Q.,Q is disjoint with L.,"Given the previous statements, is I not a L?",Yes,I is not a L.,True
91,I is a F.,F is disjoint with N.,"Given the previous statements, is I not a N?",Yes,I is not a N.,True
92,I is a C.,C is disjoint with E.,"Given the previous statements, is I not a E?",Yes,I is not a E.,True
93,I is a E.,E is disjoint with S.,"Given the previous statements, is I not a S?",Yes,I is not a S.,True
94,I is a K.,K is disjoint with T.,"Given the previous statements, is I not a T?",Yes,I is not a T.,True
95,I is a H.,H is disjoint with J.,"Given the previous statements, is I not a J?",Yes,I is not a J.,True
96,I is a L.,L is disjoint with P.,"Given the previous statements, is I not a P?",Yes,I is not a P.,True
97,I is a F.,F is disjoint with S.,"Given the previous statements, is I not a S?",Yes,I is not a S.,True
98,I is a T.,T is disjoint with W.,"Given the previous statements, is I not a W?",Yes,I is not a W.,True
99,I is a O.,O is disjoint with P.,"Given the previous statements, is I not a P?",Yes,I is not a P.,True
100,J is a N.,N is disjoint with A.,"Given the previous statements, is J not a A?",Yes,J is not a A.,True
101,J is a K.,K is disjoint with Q.,"Given the previous statements, is J not a Q?",Yes,J is not a Q.,True
102,J is a G.,G is disjoint with S.,"Given the previous statements, is J not a S?",Yes,J is not a S.,True
103,J is a I.,I is disjoint with K.,"Given the previous statements, is J not a K?",Yes,J is not a K.,True
104,J is a L.,L is disjoint with Z.,"Given the previous statements, is J not a Z?",Yes,J is not a Z.,True
105,J is a S.,S is disjoint with G.,"Given the previous statements, is J not a G?",Yes,J is not a G.,True
106,J is a T.,T is disjoint with Z.,"Given the previous statements, is J not a Z?",Yes,J is not a Z.,True
107,J is a E.,E is disjoint with W.,"Given the previous statements, is J not a W?",Yes,J is not a W.,True
108,J is a L.,L is disjoint with U.,"Given the previous statements, is J not a U?",Yes,J is not a U.,True
109,J is a Y.,Y is disjoint with N.,"Given the previous statements, is J not a N?",Yes,J is not a N.,True
110,J is a Q.,Q is disjoint with M.,"Given the previous statements, is J not a M?",Yes,J is not a M.,True
111,A is a I.,I is disjoint with N.,"Given the previous statements, is A not a E?",No,A could be a E.,False
112,A is a K.,K is disjoint with Q.,"Given the previous statements, is A not a S?",No,A could be a S.,False
113,A is a M.,M is disjoint with N.,"Given the previous statements, is A not a F?",No,A could be a F.,False
114,A is a F.,F is disjoint with B.,"Given the previous statements, is A not a I?",No,A could be a I.,False
115,A is a V.,V is disjoint with U.,"Given the previous statements, is A not a Y?",No,A could be a Y.,False
116,A is a E.,E is disjoint with T.,"Given the previous statements, is A not a M?",No,A could be a M.,False
117,A is a S.,S is disjoint with C.,"Given the previous statements, is A not a I?",No,A could be a I.,False
118,A is a C.,C is disjoint with R.,"Given the previous statements, is A not a F?",No,A could be a F.,False
119,A is a T.,T is disjoint with Q.,"Given the previous statements, is A not a D?",No,A could be a D.,False
120,A is a M.,M is disjoint with O.,"Given the previous statements, is A not a C?",No,A could be a C.,False
121,A is a L.,L is disjoint with I.,"Given the previous statements, is A not a X?",No,A could be a X.,False
122,B is a Q.,Q is disjoint with W.,"Given the previous statements, is B not a M?",No,B could be a M.,False
123,B is a P.,P is disjoint with N.,"Given the previous statements, is B not a X?",No,B could be a X.,False
124,B is a Q.,Q is disjoint with D.,"Given the previous statements, is B not a O?",No,B could be a O.,False
125,B is a E.,E is disjoint with M.,"Given the previous statements, is B not a T?",No,B could be a T.,False
126,B is a E.,E is disjoint with V.,"Given the previous statements, is B not a O?",No,B could be a O.,False
127,B is a Q.,Q is disjoint with G.,"Given the previous statements, is B not a M?",No,B could be a M.,False
128,B is a A.,A is disjoint with M.,"Given the previous statements, is B not a E?",No,B could be a E.,False
129,B is a E.,E is disjoint with Z.,"Given the previous statements, is B not a J?",No,B could be a J.,False
130,B is a N.,N is disjoint with K.,"Given the previous statements, is B not a L?",No,B could be a L.,False
131,B is a U.,U is disjoint with F.,"Given the previous statements, is B not a C?",No,B could be a C.,False
132,B is a U.,U is disjoint with V.,"Given the previous statements, is B not a R?",No,B could be a R.,False
133,C is a J.,J is disjoint with I.,"Given the previous statements, is C not a M?",No,C could be a M.,False
134,C is a P.,P is disjoint with F.,"Given the previous statements, is C not a H?",No,C could be a H.,False
135,C is a B.,B is disjoint with V.,"Given the previous statements, is C not a J?",No,C could be a J.,False
136,C is a T.,T is disjoint with M.,"Given the previous statements, is C not a I?",No,C could be a I.,False
137,C is a B.,B is disjoint with Y.,"Given the previous statements, is C not a A?",No,C could be a A.,False
138,C is a Q.,Q is disjoint with I.,"Given the previous statements, is C not a E?",No,C could be a E.,False
139,C is a P.,P is disjoint with B.,"Given the previous statements, is C not a X?",No,C could be a X.,False
140,C is a F.,F is disjoint with K.,"Given the previous statements, is C not a A?",No,C could be a A.,False
141,C is a K.,K is disjoint with P.,"Given the previous statements, is C not a Q?",No,C could be a Q.,False
142,C is a R.,R is disjoint with X.,"Given the previous statements, is C not a P?",No,C could be a P.,False
143,C is a H.,H is disjoint with O.,"Given the previous statements, is C not a B?",No,C could be a B.,False
144,D is a U.,U is disjoint with P.,"Given the previous statements, is D not a N?",No,D could be a N.,False
145,D is a Y.,Y is disjoint with B.,"Given the previous statements, is D not a L?",No,D could be a L.,False
146,D is a U.,U is disjoint with M.,"Given the previous statements, is D not a A?",No,D could be a A.,False
147,D is a M.,M is disjoint with K.,"Given the previous statements, is D not a T?",No,D could be a T.,False
148,D is a P.,P is disjoint with C.,"Given the previous statements, is D not a N?",No,D could be a N.,False
149,D is a Q.,Q is disjoint with X.,"Given the previous statements, is D not a B?",No,D could be a B.,False
150,D is a S.,S is disjoint with A.,"Given the previous statements, is D not a P?",No,D could be a P.,False
151,D is a S.,S is disjoint with L.,"Given the previous statements, is D not a K?",No,D could be a K.,False
152,D is a A.,A is disjoint with B.,"Given the previous statements, is D not a Q?",No,D could be a Q.,False
153,D is a Z.,Z is disjoint with W.,"Given the previous statements, is D not a X?",No,D could be a X.,False
154,D is a R.,R is disjoint with E.,"Given the previous statements, is D not a O?",No,D could be a O.,False
155,E is a S.,S is disjoint with X.,"Given the previous statements, is E not a M?",No,E could be a M.,False
156,E is a C.,C is disjoint with U.,"Given the previous statements, is E not a L?",No,E could be a L.,False
157,E is a B.,B is disjoint with D.,"Given the previous statements, is E not a A?",No,E could be a A.,False
158,E is a R.,R is disjoint with T.,"Given the previous statements, is E not a U?",No,E could be a U.,False
159,E is a D.,D is disjoint with X.,"Given the previous statements, is E not a L?",No,E could be a L.,False
160,E is a Z.,Z is disjoint with B.,"Given the previous statements, is E not a Y?",No,E could be a Y.,False
161,E is a U.,U is disjoint with L.,"Given the previous statements, is E not a M?",No,E could be a M.,False
162,E is a L.,L is disjoint with X.,"Given the previous statements, is E not a N?",No,E could be a N.,False
163,E is a B.,B is disjoint with C.,"Given the previous statements, is E not a V?",No,E could be a V.,False
164,E is a B.,B is disjoint with R.,"Given the previous statements, is E not a N?",No,E could be a N.,False
165,E is a A.,A is disjoint with K.,"Given the previous statements, is E not a B?",No,E could be a B.,False
166,F is a Y.,Y is disjoint with N.,"Given the previous statements, is F not a M?",No,F could be a M.,False
167,F is a S.,S is disjoint with P.,"Given the previous statements, is F not a D?",No,F could be a D.,False
168,F is a O.,O is disjoint with Z.,"Given the previous statements, is F not a L?",No,F could be a L.,False
169,F is a L.,L is disjoint with O.,"Given the previous statements, is F not a Y?",No,F could be a Y.,False
170,F is a U.,U is disjoint with S.,"Given the previous statements, is F not a K?",No,F could be a K.,False
171,F is a M.,M is disjoint with A.,"Given the previous statements, is F not a G?",No,F could be a G.,False
172,F is a D.,D is disjoint with W.,"Given the previous statements, is F not a O?",No,F could be a O.,False
173,F is a I.,I is disjoint with N.,"Given the previous statements, is F not a D?",No,F could be a D.,False
174,F is a D.,D is disjoint with J.,"Given the previous statements, is F not a H?",No,F could be a H.,False
175,F is a E.,E is disjoint with X.,"Given the previous statements, is F not a H?",No,F could be a H.,False
176,F is a C.,C is disjoint with G.,"Given the previous statements, is F not a O?",No,F could be a O.,False
177,G is a R.,R is disjoint with N.,"Given the previous statements, is G not a C?",No,G could be a C.,False
178,G is a I.,I is disjoint with K.,"Given the previous statements, is G not a B?",No,G could be a B.,False
179,G is a Z.,Z is disjoint with O.,"Given the previous statements, is G not a R?",No,G could be a R.,False
180,G is a F.,F is disjoint with Z.,"Given the previous statements, is G not a Y?",No,G could be a Y.,False
181,G is a E.,E is disjoint with Q.,"Given the previous statements, is G not a H?",No,G could be a H.,False
182,G is a O.,O is disjoint with F.,"Given the previous statements, is G not a K?",No,G could be a K.,False
183,G is a U.,U is disjoint with V.,"Given the previous statements, is G not a A?",No,G could be a A.,False
184,G is a T.,T is disjoint with J.,"Given the previous statements, is G not a E?",No,G could be a E.,False
185,G is a M.,M is disjoint with R.,"Given the previous statements, is G not a Q?",No,G could be a Q.,False
186,G is a Y.,Y is disjoint with O.,"Given the previous statements, is G not a F?",No,G could be a F.,False
187,G is a N.,N is disjoint with P.,"Given the previous statements, is G not a W?",No,G could be a W.,False
188,H is a K.,K is disjoint with R.,"Given the previous statements, is H not a X?",No,H could be a X.,False
189,H is a M.,M is disjoint with I.,"Given the previous statements, is H not a A?",No,H could be a A.,False
190,H is a B.,B is disjoint with W.,"Given the previous statements, is H not a G?",No,H could be a G.,False
191,H is a D.,D is disjoint with O.,"Given the previous statements, is H not a Y?",No,H could be a Y.,False
192,H is a W.,W is disjoint with P.,"Given the previous statements, is H not a Y?",No,H could be a Y.,False
193,H is a L.,L is disjoint with E.,"Given the previous statements, is H not a W?",No,H could be a W.,False
194,H is a F.,F is disjoint with B.,"Given the previous statements, is H not a D?",No,H could be a D.,False
195,H is a K.,K is disjoint with L.,"Given the previous statements, is H not a W?",No,H could be a W.,False
196,H is a C.,C is disjoint with J.,"Given the previous statements, is H not a F?",No,H could be a F.,False
197,H is a K.,K is disjoint with D.,"Given the previous statements, is H not a S?",No,H could be a S.,False
198,H is a B.,B is disjoint with D.,"Given the previous statements, is H not a L?",No,H could be a L.,False
199,I is a G.,G is disjoint with V.,"Given the previous statements, is I not a C?",No,I could be a C.,False
200,I is a T.,T is disjoint with P.,"Given the previous statements, is I not a H?",No,I could be a H.,False
201,I is a D.,D is disjoint with X.,"Given the previous statements, is I not a J?",No,I could be a J.,False
202,I is a K.,K is disjoint with M.,"Given the previous statements, is I not a N?",No,I could be a N.,False
203,I is a U.,U is disjoint with S.,"Given the previous statements, is I not a E?",No,I could be a E.,False
204,I is a W.,W is disjoint with K.,"Given the previous statements, is I not a S?",No,I could be a S.,False
205,I is a J.,J is disjoint with V.,"Given the previous statements, is I not a Z?",No,I could be a Z.,False
206,I is a M.,M is disjoint with J.,"Given the previous statements, is I not a W?",No,I could be a W.,False
207,I is a L.,L is disjoint with Z.,"Given the previous statements, is I not a U?",No,I could be a U.,False
208,I is a L.,L is disjoint with W.,"Given the previous statements, is I not a X?",No,I could be a X.,False
209,I is a E.,E is disjoint with Y.,"Given the previous statements, is I not a H?",No,I could be a H.,False
210,J is a W.,W is disjoint with E.,"Given the previous statements, is J not a Q?",No,J could be a Q.,False
211,J is a G.,G is disjoint with L.,"Given the previous statements, is J not a A?",No,J could be a A.,False
212,J is a L.,L is disjoint with S.,"Given the previous statements, is J not a I?",No,J could be a I.,False
213,J is a V.,V is disjoint with O.,"Given the previous statements, is J not a P?",No,J could be a P.,False
214,J is a W.,W is disjoint with P.,"Given the previous statements, is J not a B?",No,J could be a B.,False
215,J is a E.,E is disjoint with P.,"Given the previous statements, is J not a K?",No,J could be a K.,False
216,J is a I.,I is disjoint with Q.,"Given the previous statements, is J not a D?",No,J could be a D.,False
217,J is a W.,W is disjoint with T.,"Given the previous statements, is J not a R?",No,J could be a R.,False
218,J is a Y.,Y is disjoint with X.,"Given the previous statements, is J not a F?",No,J could be a F.,False
219,J is a Z.,Z is disjoint with O.,"Given the previous statements, is J not a G?",No,J could be a G.,False
220,J is a W.,W is disjoint with K.,"Given the previous statements, is J not a M?",No,J could be a M.,False
