ID,triple1,triple2,question,answer,inferred triple,label
14,Cabal of Naples is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cabal of Naples not a MeanOfTransportation?",Yes,Cabal of Naples is not a MeanOfTransportation.,True
15,Cabassous is a Person.,Person is disjoint with MeanOfTransportation.,"Given the previous statements, is Cabassous not a MeanOfTransportation?",Yes,Cabassous is not a MeanOfTransportation.,True
16,CaMia Hopson is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is CaMia Hopson not an UnitOfWork?",Yes,CaMia Hopson is not an UnitOfWork.,True
17,Cab Calloway is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cab Calloway not an UnitOfWork?",Yes,Cab Calloway is not an UnitOfWork.,True
18,Cab Kaye is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cab Kaye not an UnitOfWork?",Yes,Cab Kaye is not an UnitOfWork.,True
19,Cabal of Naples is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cabal of Naples not an UnitOfWork?",Yes,Cabal of Naples is not an UnitOfWork.,True
20,Cabassous is a Person.,Person is disjoint with UnitOfWork.,"Given the previous statements, is Cabassous not an UnitOfWork?",Yes,Cabassous is not an UnitOfWork.,True
21,CaMia Hopson is a Person.,Person is disjoint with Tower.,"Given the previous statements, is CaMia Hopson not a Tower?",Yes,CaMia Hopson is not a Tower.,True
22,Cab Calloway is a Person.,Person is disjoint with Tower.,"Given the previous statements, is Cab Calloway not a Tower?",Yes,Cab Calloway is not a Tower.,True
23,Cab Kaye is a Person.,Person is disjoint with Tower.,"Given the previous statements, is Cab Kaye not a Tower?",Yes,Cab Kaye is not a Tower.,True
24,Cabal of Naples is a Person.,Person is disjoint with Tower.,"Given the previous statements, is Cabal of Naples not a Tower?",Yes,Cabal of Naples is not a Tower.,True
25,Cabassous is a Person.,Person is disjoint with Tower.,"Given the previous statements, is Cabassous not a Tower?",Yes,Cabassous is not a Tower.,True
26,Caecocypris basimi is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Caecocypris basimi not a Mammal?",Yes,Caecocypris basimi is not a Mammal.,True
27,Calamopleurus is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Calamopleurus not a Mammal?",Yes,Calamopleurus is not a Mammal.,True
28,Calamostoma is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Calamostoma not a Mammal?",Yes,Calamostoma is not a Mammal.,True
29,Calamus is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Calamus not a Mammal?",Yes,Calamus is not a Mammal.,True
30,Calico grouper is a Fish.,Fish is disjoint with Mammal.,"Given the previous statements, is Calico grouper not a Mammal?",Yes,Calico grouper is not a Mammal.,True
31,CaMia Hopson is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is CaMia Hopson not a TimePeriod?",Yes,CaMia Hopson is not a TimePeriod.,True
32,Cab Calloway is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cab Calloway not a TimePeriod?",Yes,Cab Calloway is not a TimePeriod.,True
33,Cab Kaye is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cab Kaye not a TimePeriod?",Yes,Cab Kaye is not a TimePeriod.,True
34,Cabal of Naples is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cabal of Naples not a TimePeriod?",Yes,Cabal of Naples is not a TimePeriod.,True
35,Cabassous is a Person.,Person is disjoint with TimePeriod.,"Given the previous statements, is Cabassous not a TimePeriod?",Yes,Cabassous is not a TimePeriod.,True
36,CaMia Hopson is a Person.,Person is disjoint with Building.,"Given the previous statements, is CaMia Hopson not a Building?",Yes,CaMia Hopson is not a Building.,True
37,Cab Calloway is a Person.,Person is disjoint with Building.,"Given the previous statements, is Cab Calloway not a Building?",Yes,Cab Calloway is not a Building.,True
38,Cab Kaye is a Person.,Person is disjoint with Building.,"Given the previous statements, is Cab Kaye not a Building?",Yes,Cab Kaye is not a Building.,True
39,Cabal of Naples is a Person.,Person is disjoint with Building.,"Given the previous statements, is Cabal of Naples not a Building?",Yes,Cabal of Naples is not a Building.,True
40,Cabassous is a Person.,Person is disjoint with Building.,"Given the previous statements, is Cabassous not a Building?",Yes,Cabassous is not a Building.,True
41,CaMia Hopson is a Person.,Person is disjoint with Event.,"Given the previous statements, is CaMia Hopson not an Event?",Yes,CaMia Hopson is not an Event.,True
42,Cab Calloway is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cab Calloway not an Event?",Yes,Cab Calloway is not an Event.,True
43,Cab Kaye is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cab Kaye not an Event?",Yes,Cab Kaye is not an Event.,True
44,Cabal of Naples is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cabal of Naples not an Event?",Yes,Cabal of Naples is not an Event.,True
45,Cabassous is a Person.,Person is disjoint with Event.,"Given the previous statements, is Cabassous not an Event?",Yes,Cabassous is not an Event.,True
46,CaMia Hopson is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is CaMia Hopson not a Mountain?",Yes,CaMia Hopson is not a Mountain.,True
47,Cab Calloway is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is Cab Calloway not a Mountain?",Yes,Cab Calloway is not a Mountain.,True
48,Cab Kaye is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is Cab Kaye not a Mountain?",Yes,Cab Kaye is not a Mountain.,True
49,Cabal of Naples is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is Cabal of Naples not a Mountain?",Yes,Cabal of Naples is not a Mountain.,True
50,Cabassous is a Person.,Person is disjoint with Mountain.,"Given the previous statements, is Cabassous not a Mountain?",Yes,Cabassous is not a Mountain.,True
51,CaMia Hopson is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is CaMia Hopson not a ConveyorSystem?",Yes,CaMia Hopson is not a ConveyorSystem.,True
52,Cab Calloway is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cab Calloway not a ConveyorSystem?",Yes,Cab Calloway is not a ConveyorSystem.,True
53,Cab Kaye is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cab Kaye not a ConveyorSystem?",Yes,Cab Kaye is not a ConveyorSystem.,True
54,Cabal of Naples is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cabal of Naples not a ConveyorSystem?",Yes,Cabal of Naples is not a ConveyorSystem.,True
55,Cabassous is a Person.,Person is disjoint with ConveyorSystem.,"Given the previous statements, is Cabassous not a ConveyorSystem?",Yes,Cabassous is not a ConveyorSystem.,True
56,CaMia Hopson is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is CaMia Hopson not an Escalator?",Yes,CaMia Hopson is not an Escalator.,True
57,Cab Calloway is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is Cab Calloway not an Escalator?",Yes,Cab Calloway is not an Escalator.,True
58,Cab Kaye is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is Cab Kaye not an Escalator?",Yes,Cab Kaye is not an Escalator.,True
59,Cabal of Naples is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is Cabal of Naples not an Escalator?",Yes,Cabal of Naples is not an Escalator.,True
60,Cabassous is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is Cabassous not an Escalator?",Yes,Cabassous is not an Escalator.,True
61,CaMia Hopson is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is CaMia Hopson not a FileSystem?",Yes,CaMia Hopson is not a FileSystem.,True
62,Cab Calloway is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is Cab Calloway not a FileSystem?",Yes,Cab Calloway is not a FileSystem.,True
63,Cab Kaye is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is Cab Kaye not a FileSystem?",Yes,Cab Kaye is not a FileSystem.,True
64,Cabal of Naples is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is Cabal of Naples not a FileSystem?",Yes,Cabal of Naples is not a FileSystem.,True
65,Cabassous is a Person.,Person is disjoint with FileSystem.,"Given the previous statements, is Cabassous not a FileSystem?",Yes,Cabassous is not a FileSystem.,True
66,CaMia Hopson is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is CaMia Hopson not a GeologicalPeriod?",Yes,CaMia Hopson is not a GeologicalPeriod.,True
67,Cab Calloway is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cab Calloway not a GeologicalPeriod?",Yes,Cab Calloway is not a GeologicalPeriod.,True
68,Cab Kaye is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cab Kaye not a GeologicalPeriod?",Yes,Cab Kaye is not a GeologicalPeriod.,True
69,Cabal of Naples is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cabal of Naples not a GeologicalPeriod?",Yes,Cabal of Naples is not a GeologicalPeriod.,True
70,Cabassous is a Person.,Person is disjoint with GeologicalPeriod.,"Given the previous statements, is Cabassous not a GeologicalPeriod?",Yes,Cabassous is not a GeologicalPeriod.,True
71,CaMia Hopson is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is CaMia Hopson not a HistoricalPeriod?",Yes,CaMia Hopson is not a HistoricalPeriod.,True
72,Cab Calloway is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is Cab Calloway not a HistoricalPeriod?",Yes,Cab Calloway is not a HistoricalPeriod.,True
73,Cab Kaye is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is Cab Kaye not a HistoricalPeriod?",Yes,Cab Kaye is not a HistoricalPeriod.,True
74,Cabal of Naples is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is Cabal of Naples not a HistoricalPeriod?",Yes,Cabal of Naples is not a HistoricalPeriod.,True
75,Cabassous is a Person.,Person is disjoint with HistoricalPeriod.,"Given the previous statements, is Cabassous not a HistoricalPeriod?",Yes,Cabassous is not a HistoricalPeriod.,True
76,CaMia Hopson is a Person.,Person is disjoint with Mine.,"Given the previous statements, is CaMia Hopson not a Mine?",Yes,CaMia Hopson is not a Mine.,True
77,Cab Calloway is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cab Calloway not a Mine?",Yes,Cab Calloway is not a Mine.,True
78,Cab Kaye is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cab Kaye not a Mine?",Yes,Cab Kaye is not a Mine.,True
79,Cabal of Naples is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cabal of Naples not a Mine?",Yes,Cabal of Naples is not a Mine.,True
80,Cabassous is a Person.,Person is disjoint with Mine.,"Given the previous statements, is Cabassous not a Mine?",Yes,Cabassous is not a Mine.,True
81,CaMia Hopson is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is CaMia Hopson not a MovingWalkway?",Yes,CaMia Hopson is not a MovingWalkway.,True
82,Cab Calloway is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is Cab Calloway not a MovingWalkway?",Yes,Cab Calloway is not a MovingWalkway.,True
83,Cab Kaye is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is Cab Kaye not a MovingWalkway?",Yes,Cab Kaye is not a MovingWalkway.,True
84,Cabal of Naples is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is Cabal of Naples not a MovingWalkway?",Yes,Cabal of Naples is not a MovingWalkway.,True
85,Cabassous is a Person.,Person is disjoint with MovingWalkway.,"Given the previous statements, is Cabassous not a MovingWalkway?",Yes,Cabassous is not a MovingWalkway.,True
86,CaMia Hopson is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is CaMia Hopson not a Nebula?",Yes,CaMia Hopson is not a Nebula.,True
87,Cab Calloway is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cab Calloway not a Nebula?",Yes,Cab Calloway is not a Nebula.,True
88,Cab Kaye is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cab Kaye not a Nebula?",Yes,Cab Kaye is not a Nebula.,True
89,Cabal of Naples is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cabal of Naples not a Nebula?",Yes,Cabal of Naples is not a Nebula.,True
90,Cabassous is a Person.,Person is disjoint with Nebula.,"Given the previous statements, is Cabassous not a Nebula?",Yes,Cabassous is not a Nebula.,True
91,CaMia Hopson is a Person.,Person is disjoint with On-SiteTransportation.,"Given the previous statements, is CaMia Hopson not an On-SiteTransportation?",Yes,CaMia Hopson is not an On-SiteTransportation.,True
92,Cab Calloway is a Person.,Person is disjoint with On-SiteTransportation.,"Given the previous statements, is Cab Calloway not an On-SiteTransportation?",Yes,Cab Calloway is not an On-SiteTransportation.,True
93,Cab Kaye is a Person.,Person is disjoint with On-SiteTransportation.,"Given the previous statements, is Cab Kaye not an On-SiteTransportation?",Yes,Cab Kaye is not an On-SiteTransportation.,True
94,Cabal of Naples is a Person.,Person is disjoint with On-SiteTransportation.,"Given the previous statements, is Cabal of Naples not an On-SiteTransportation?",Yes,Cabal of Naples is not an On-SiteTransportation.,True
95,Cabassous is a Person.,Person is disjoint with On-SiteTransportation.,"Given the previous statements, is Cabassous not an On-SiteTransportation?",Yes,Cabassous is not an On-SiteTransportation.,True
96,CaMia Hopson is a Person.,Person is disjoint with PeriodOfArtisticStyle.,"Given the previous statements, is CaMia Hopson not a PeriodOfArtisticStyle?",Yes,CaMia Hopson is not a PeriodOfArtisticStyle.,True
97,Cab Calloway is a Person.,Person is disjoint with PeriodOfArtisticStyle.,"Given the previous statements, is Cab Calloway not a PeriodOfArtisticStyle?",Yes,Cab Calloway is not a PeriodOfArtisticStyle.,True
98,Cab Kaye is a Person.,Person is disjoint with PeriodOfArtisticStyle.,"Given the previous statements, is Cab Kaye not a PeriodOfArtisticStyle?",Yes,Cab Kaye is not a PeriodOfArtisticStyle.,True
99,Cabal of Naples is a Person.,Person is disjoint with PeriodOfArtisticStyle.,"Given the previous statements, is Cabal of Naples not a PeriodOfArtisticStyle?",Yes,Cabal of Naples is not a PeriodOfArtisticStyle.,True
100,Cabassous is a Person.,Person is disjoint with PeriodOfArtisticStyle.,"Given the previous statements, is Cabassous not a PeriodOfArtisticStyle?",Yes,Cabassous is not a PeriodOfArtisticStyle.,True
101,CaMia Hopson is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is CaMia Hopson not a ProtohistoricalPeriod?",Yes,CaMia Hopson is not a ProtohistoricalPeriod.,True
102,Cab Calloway is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is Cab Calloway not a ProtohistoricalPeriod?",Yes,Cab Calloway is not a ProtohistoricalPeriod.,True
103,Cab Kaye is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is Cab Kaye not a ProtohistoricalPeriod?",Yes,Cab Kaye is not a ProtohistoricalPeriod.,True
104,Cabal of Naples is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is Cabal of Naples not a ProtohistoricalPeriod?",Yes,Cabal of Naples is not a ProtohistoricalPeriod.,True
105,Cabassous is a Person.,Person is disjoint with ProtohistoricalPeriod.,"Given the previous statements, is Cabassous not a ProtohistoricalPeriod?",Yes,Cabassous is not a ProtohistoricalPeriod.,True
106,CaMia Hopson is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is CaMia Hopson not a StarCluster?",Yes,CaMia Hopson is not a StarCluster.,True
107,Cab Calloway is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is Cab Calloway not a StarCluster?",Yes,Cab Calloway is not a StarCluster.,True
108,Cab Kaye is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is Cab Kaye not a StarCluster?",Yes,Cab Kaye is not a StarCluster.,True
109,Cabal of Naples is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is Cabal of Naples not a StarCluster?",Yes,Cabal of Naples is not a StarCluster.,True
110,Cabassous is a Person.,Person is disjoint with StarCluster.,"Given the previous statements, is Cabassous not a StarCluster?",Yes,Cabassous is not a StarCluster.,True
111,CaMia Hopson is a Person.,Person is disjoint with Skater.,"Given the previous statements, is CaMia Hopson not an Activity?",No,CaMia Hopson could be an Activity.,False
112,Cab Calloway is a Person.,Person is disjoint with BloodVessel.,"Given the previous statements, is Cab Calloway not an Activity?",No,Cab Calloway could be an Activity.,False
113,Cab Kaye is a Person.,Person is disjoint with Document.,"Given the previous statements, is Cab Kaye not an Activity?",No,Cab Kaye could be an Activity.,False
114,Cabal of Naples is a Person.,Person is disjoint with GovernmentType.,"Given the previous statements, is Cabal of Naples not an Activity?",No,Cabal of Naples could be an Activity.,False
115,Cabassous is a Person.,Person is disjoint with GolfTournament.,"Given the previous statements, is Cabassous not an Activity?",No,Cabassous could be an Activity.,False
116,Ca' Rezzonico is a Place.,Place is disjoint with Tank.,"Given the previous statements, is Ca' Rezzonico not an Agent?",No,Ca' Rezzonico could be an Agent.,False
117,Ca' d'Andrea is a Place.,Place is disjoint with Bay.,"Given the previous statements, is Ca' d'Andrea not an Agent?",No,Ca' d'Andrea could be an Agent.,False
118,Ca' d'Zan is a Place.,Place is disjoint with Cheese.,"Given the previous statements, is Ca' d'Zan not an Agent?",No,Ca' d'Zan could be an Agent.,False
119,"Ca Goulmie, Port-Salut, Haiti is a Place.",Place is disjoint with Politician.,"Given the previous statements, is Ca Goulmie, Port-Salut, Haiti not an Agent?",No,"Ca Goulmie, Port-Salut, Haiti could be an Agent.",False
120,Ca Pierre is a Place.,Place is disjoint with MetroStation.,"Given the previous statements, is Ca Pierre not an Agent?",No,Ca Pierre could be an Agent.,False
121,CaMia Hopson is a Person.,Person is disjoint with NationalFootballLeagueEvent.,"Given the previous statements, is CaMia Hopson not a MeanOfTransportation?",No,CaMia Hopson could be a MeanOfTransportation.,False
122,Cab Calloway is a Person.,Person is disjoint with PenaltyShootOut.,"Given the previous statements, is Cab Calloway not a MeanOfTransportation?",No,Cab Calloway could be a MeanOfTransportation.,False
123,Cab Kaye is a Person.,Person is disjoint with Crater.,"Given the previous statements, is Cab Kaye not a MeanOfTransportation?",No,Cab Kaye could be a MeanOfTransportation.,False
124,Cabal of Naples is a Person.,Person is disjoint with OfficeHolder.,"Given the previous statements, is Cabal of Naples not a MeanOfTransportation?",No,Cabal of Naples could be a MeanOfTransportation.,False
125,Cabassous is a Person.,Person is disjoint with CanadianFootballTeam.,"Given the previous statements, is Cabassous not a MeanOfTransportation?",No,Cabassous could be a MeanOfTransportation.,False
126,CaMia Hopson is a Person.,Person is disjoint with AustralianRulesFootballPlayer.,"Given the previous statements, is CaMia Hopson not an UnitOfWork?",No,CaMia Hopson could be an UnitOfWork.,False
127,Cab Calloway is a Person.,Person is disjoint with RadioControlledRacingLeague.,"Given the previous statements, is Cab Calloway not an UnitOfWork?",No,Cab Calloway could be an UnitOfWork.,False
128,Cab Kaye is a Person.,Person is disjoint with Canoeist.,"Given the previous statements, is Cab Kaye not an UnitOfWork?",No,Cab Kaye could be an UnitOfWork.,False
129,Cabal of Naples is a Person.,Person is disjoint with Name.,"Given the previous statements, is Cabal of Naples not an UnitOfWork?",No,Cabal of Naples could be an UnitOfWork.,False
130,Cabassous is a Person.,Person is disjoint with Bacteria.,"Given the previous statements, is Cabassous not an UnitOfWork?",No,Cabassous could be an UnitOfWork.,False
131,CaMia Hopson is a Person.,Person is disjoint with AcademicConference.,"Given the previous statements, is CaMia Hopson not a Tower?",No,CaMia Hopson could be a Tower.,False
132,Cab Calloway is a Person.,Person is disjoint with Pyramid.,"Given the previous statements, is Cab Calloway not a Tower?",No,Cab Calloway could be a Tower.,False
133,Cab Kaye is a Person.,Person is disjoint with SocietalEvent.,"Given the previous statements, is Cab Kaye not a Tower?",No,Cab Kaye could be a Tower.,False
134,Cabal of Naples is a Person.,Person is disjoint with SoccerLeague.,"Given the previous statements, is Cabal of Naples not a Tower?",No,Cabal of Naples could be a Tower.,False
135,Cabassous is a Person.,Person is disjoint with Singer.,"Given the previous statements, is Cabassous not a Tower?",No,Cabassous could be a Tower.,False
136,Caecocypris basimi is a Fish.,Fish is disjoint with Tower.,"Given the previous statements, is Caecocypris basimi not a Mammal?",No,Caecocypris basimi could be a Mammal.,False
137,Calamopleurus is a Fish.,Fish is disjoint with Rower.,"Given the previous statements, is Calamopleurus not a Mammal?",No,Calamopleurus could be a Mammal.,False
138,Calamostoma is a Fish.,Fish is disjoint with Historian.,"Given the previous statements, is Calamostoma not a Mammal?",No,Calamostoma could be a Mammal.,False
139,Calamus is a Fish.,Fish is disjoint with GovernmentalAdministrativeRegion.,"Given the previous statements, is Calamus not a Mammal?",No,Calamus could be a Mammal.,False
140,Calico grouper is a Fish.,Fish is disjoint with RailwayTunnel.,"Given the previous statements, is Calico grouper not a Mammal?",No,Calico grouper could be a Mammal.,False
141,CaMia Hopson is a Person.,Person is disjoint with TelevisionEpisode.,"Given the previous statements, is CaMia Hopson not a TimePeriod?",No,CaMia Hopson could be a TimePeriod.,False
142,Cab Calloway is a Person.,Person is disjoint with Surfer.,"Given the previous statements, is Cab Calloway not a TimePeriod?",No,Cab Calloway could be a TimePeriod.,False
143,Cab Kaye is a Person.,Person is disjoint with CareerStation.,"Given the previous statements, is Cab Kaye not a TimePeriod?",No,Cab Kaye could be a TimePeriod.,False
144,Cabal of Naples is a Person.,Person is disjoint with LineOfFashion.,"Given the previous statements, is Cabal of Naples not a TimePeriod?",No,Cabal of Naples could be a TimePeriod.,False
145,Cabassous is a Person.,Person is disjoint with SportsManager.,"Given the previous statements, is Cabassous not a TimePeriod?",No,Cabassous could be a TimePeriod.,False
146,CaMia Hopson is a Person.,Person is disjoint with Aircraft.,"Given the previous statements, is CaMia Hopson not a Building?",No,CaMia Hopson could be a Building.,False
147,Cab Calloway is a Person.,Person is disjoint with CollegeCoach.,"Given the previous statements, is Cab Calloway not a Building?",No,Cab Calloway could be a Building.,False
148,Cab Kaye is a Person.,Person is disjoint with OlympicEvent.,"Given the previous statements, is Cab Kaye not a Building?",No,Cab Kaye could be a Building.,False
149,Cabal of Naples is a Person.,Person is disjoint with University.,"Given the previous statements, is Cabal of Naples not a Building?",No,Cabal of Naples could be a Building.,False
150,Cabassous is a Person.,Person is disjoint with Cat.,"Given the previous statements, is Cabassous not a Building?",No,Cabassous could be a Building.,False
151,CaMia Hopson is a Person.,Person is disjoint with Muscle.,"Given the previous statements, is CaMia Hopson not an Event?",No,CaMia Hopson could be an Event.,False
152,Cab Calloway is a Person.,Person is disjoint with RacingDriver.,"Given the previous statements, is Cab Calloway not an Event?",No,Cab Calloway could be an Event.,False
153,Cab Kaye is a Person.,Person is disjoint with BloodVessel.,"Given the previous statements, is Cab Kaye not an Event?",No,Cab Kaye could be an Event.,False
154,Cabal of Naples is a Person.,Person is disjoint with College.,"Given the previous statements, is Cabal of Naples not an Event?",No,Cabal of Naples could be an Event.,False
155,Cabassous is a Person.,Person is disjoint with Reign.,"Given the previous statements, is Cabassous not an Event?",No,Cabassous could be an Event.,False
156,CaMia Hopson is a Person.,Person is disjoint with Openswarm.,"Given the previous statements, is CaMia Hopson not a Mountain?",No,CaMia Hopson could be a Mountain.,False
157,Cab Calloway is a Person.,Person is disjoint with MovingImage.,"Given the previous statements, is Cab Calloway not a Mountain?",No,Cab Calloway could be a Mountain.,False
158,Cab Kaye is a Person.,Person is disjoint with Crustacean.,"Given the previous statements, is Cab Kaye not a Mountain?",No,Cab Kaye could be a Mountain.,False
159,Cabal of Naples is a Person.,Person is disjoint with EthnicGroup.,"Given the previous statements, is Cabal of Naples not a Mountain?",No,Cabal of Naples could be a Mountain.,False
160,Cabassous is a Person.,Person is disjoint with Judge.,"Given the previous statements, is Cabassous not a Mountain?",No,Cabassous could be a Mountain.,False
161,CaMia Hopson is a Person.,Person is disjoint with Escalator.,"Given the previous statements, is CaMia Hopson not a ConveyorSystem?",No,CaMia Hopson could be a ConveyorSystem.,False
162,Cab Calloway is a Person.,Person is disjoint with Tenure.,"Given the previous statements, is Cab Calloway not a ConveyorSystem?",No,Cab Calloway could be a ConveyorSystem.,False
163,Cab Kaye is a Person.,Person is disjoint with Website.,"Given the previous statements, is Cab Kaye not a ConveyorSystem?",No,Cab Kaye could be a ConveyorSystem.,False
164,Cabal of Naples is a Person.,Person is disjoint with Blazon.,"Given the previous statements, is Cabal of Naples not a ConveyorSystem?",No,Cabal of Naples could be a ConveyorSystem.,False
165,Cabassous is a Person.,Person is disjoint with BasketballPlayer.,"Given the previous statements, is Cabassous not a ConveyorSystem?",No,Cabassous could be a ConveyorSystem.,False
166,CaMia Hopson is a Person.,Person is disjoint with Archipelago.,"Given the previous statements, is CaMia Hopson not an Escalator?",No,CaMia Hopson could be an Escalator.,False
167,Cab Calloway is a Person.,Person is disjoint with GovernmentType.,"Given the previous statements, is Cab Calloway not an Escalator?",No,Cab Calloway could be an Escalator.,False
168,Cab Kaye is a Person.,Person is disjoint with Sport.,"Given the previous statements, is Cab Kaye not an Escalator?",No,Cab Kaye could be an Escalator.,False
169,Cabal of Naples is a Person.,Person is disjoint with NordicCombined.,"Given the previous statements, is Cabal of Naples not an Escalator?",No,Cabal of Naples could be an Escalator.,False
170,Cabassous is a Person.,Person is disjoint with FormerMunicipality.,"Given the previous statements, is Cabassous not an Escalator?",No,Cabassous could be an Escalator.,False
171,CaMia Hopson is a Person.,Person is disjoint with BloodVessel.,"Given the previous statements, is CaMia Hopson not a FileSystem?",No,CaMia Hopson could be a FileSystem.,False
172,Cab Calloway is a Person.,Person is disjoint with Food.,"Given the previous statements, is Cab Calloway not a FileSystem?",No,Cab Calloway could be a FileSystem.,False
