ID,triple1,question,answer,inferred triple,label,LLM output
1297,H is different from H.,"Given the previous statements, is A different from H?",No,A is not different from H.,False,Yes
1756,S is different from S.,"Given the previous statements, is J different from S?",No,J is not different from S.,False,No
656,Q is different from P.,"Given the previous statements, is P diferent from Q?",Yes,P is different from Q.,True,No
1223,F is different from F.,"Given the previous statements, is X different from F?",No,X is not different from F.,False,No
1450,L is different from L.,"Given the previous statements, is E different from L?",No,E is not different from L.,False,No
735,S is different from U.,"Given the previous statements, is U diferent from S?",Yes,U is different from S.,True,No
1174,E is different from E.,"Given the previous statements, is A different from E?",No,A is not different from E.,False,Yes
315,H is different from R.,"Given the previous statements, is R diferent from H?",Yes,R is different from H.,True,No
833,U is different from M.,"Given the previous statements, is M diferent from U?",Yes,M is different from U.,True,Yes
518,M is different from G.,"Given the previous statements, is G diferent from M?",Yes,G is different from M.,True,No
290,H is different from R.,"Given the previous statements, is R diferent from H?",Yes,R is different from H.,True,No
1684,R is different from R.,"Given the previous statements, is S different from R?",No,S is not different from R.,False,No
1741,S is different from S.,"Given the previous statements, is X different from S?",No,X is not different from S.,False,Yes
578,O is different from T.,"Given the previous statements, is T diferent from O?",Yes,T is different from O.,True,No
1663,Q is different from Q.,"Given the previous statements, is U different from Q?",No,U is not different from Q.,False,No
827,U is different from F.,"Given the previous statements, is F diferent from U?",Yes,F is different from U.,True,Yes
1414,K is different from K.,"Given the previous statements, is A different from K?",No,A is not different from K.,False,Yes
394,J is different from T.,"Given the previous statements, is T diferent from J?",Yes,T is different from J.,True,Yes
1211,F is different from F.,"Given the previous statements, is K different from F?",No,K is not different from F.,False,Yes
1375,J is different from J.,"Given the previous statements, is Q different from J?",No,Q is not different from J.,False,No
1576,O is different from O.,"Given the previous statements, is H different from O?",No,H is not different from O.,False,No
1342,I is different from I.,"Given the previous statements, is U different from I?",No,U is not different from I.,False,Yes
1399,J is different from J.,"Given the previous statements, is W different from J?",No,W is not different from J.,False,Yes
907,W is different from O.,"Given the previous statements, is O diferent from W?",Yes,O is different from W.,True,No
1685,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False,No
1495,M is different from M.,"Given the previous statements, is K different from M?",No,K is not different from M.,False,Yes
114,C is different from W.,"Given the previous statements, is W diferent from C?",Yes,W is different from C.,True,Yes
1665,Q is different from Q.,"Given the previous statements, is Z different from Q?",No,Z is not different from Q.,False,No
169,E is different from B.,"Given the previous statements, is B diferent from E?",Yes,B is different from E.,True,Yes
899,W is different from X.,"Given the previous statements, is X diferent from W?",Yes,X is different from W.,True,Yes
1093,C is different from C.,"Given the previous statements, is V different from C?",No,V is not different from C.,False,Yes
982,Y is different from O.,"Given the previous statements, is O diferent from Y?",Yes,O is different from Y.,True,No
104,C is different from B.,"Given the previous statements, is B diferent from C?",Yes,B is different from C.,True,Yes
218,F is different from A.,"Given the previous statements, is A diferent from F?",Yes,A is different from F.,True,Yes
1005,A is different from A.,"Given the previous statements, is P different from A?",No,P is not different from A.,False,No
1800,T is different from T.,"Given the previous statements, is W different from T?",No,W is not different from T.,False,Yes
826,U is different from A.,"Given the previous statements, is A diferent from U?",Yes,A is different from U.,True,Yes
1646,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False,Yes
477,L is different from N.,"Given the previous statements, is N diferent from L?",Yes,N is different from L.,True,No
307,H is different from X.,"Given the previous statements, is X diferent from H?",Yes,X is different from H.,True,Yes
245,G is different from L.,"Given the previous statements, is L diferent from G?",Yes,L is different from G.,True,No
1747,S is different from S.,"Given the previous statements, is I different from S?",No,I is not different from S.,False,No
1591,O is different from O.,"Given the previous statements, is Y different from O?",No,Y is not different from O.,False,Yes
1984,Y is different from Y.,"Given the previous statements, is X different from Y?",No,X is not different from Y.,False,No
522,N is different from A.,"Given the previous statements, is A diferent from N?",Yes,A is different from N.,True,Yes
1828,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False,Yes
166,E is different from U.,"Given the previous statements, is U diferent from E?",Yes,U is different from E.,True,Yes
695,R is different from L.,"Given the previous statements, is L diferent from R?",Yes,L is different from R.,True,No
1389,J is different from J.,"Given the previous statements, is X different from J?",No,X is not different from J.,False,Yes
634,P is different from O.,"Given the previous statements, is O diferent from P?",Yes,O is different from P.,True,No
1795,T is different from T.,"Given the previous statements, is E different from T?",No,E is not different from T.,False,Yes
674,Q is different from G.,"Given the previous statements, is G diferent from Q?",Yes,G is different from Q.,True,No
500,M is different from H.,"Given the previous statements, is H diferent from M?",Yes,H is different from M.,True,No
1221,F is different from F.,"Given the previous statements, is B different from F?",No,B is not different from F.,False,Yes
1016,A is different from A.,"Given the previous statements, is Z different from A?",No,Z is not different from A.,False,Yes
857,V is different from S.,"Given the previous statements, is S diferent from V?",Yes,S is different from V.,True,No
1015,A is different from A.,"Given the previous statements, is M different from A?",No,M is not different from A.,False,Yes
854,V is different from I.,"Given the previous statements, is I diferent from V?",Yes,I is different from V.,True,No
1031,A is different from A.,"Given the previous statements, is N different from A?",No,N is not different from A.,False,No
418,K is different from B.,"Given the previous statements, is B diferent from K?",Yes,B is different from K.,True,No
1472,L is different from L.,"Given the previous statements, is B different from L?",No,B is not different from L.,False,No
1108,C is different from C.,"Given the previous statements, is H different from C?",No,H is not different from C.,False,Yes
1908,W is different from W.,"Given the previous statements, is H different from W?",No,H is not different from W.,False,Yes
729,S is different from M.,"Given the previous statements, is M diferent from S?",Yes,M is different from S.,True,No
1324,I is different from I.,"Given the previous statements, is T different from I?",No,T is not different from I.,False,No
70,B is different from E.,"Given the previous statements, is E diferent from B?",Yes,E is different from B.,True,No
1339,I is different from I.,"Given the previous statements, is X different from I?",No,X is not different from I.,False,No
931,X is different from F.,"Given the previous statements, is F diferent from X?",Yes,F is different from X.,True,No
690,R is different from W.,"Given the previous statements, is W diferent from R?",Yes,W is different from R.,True,No
961,Y is different from G.,"Given the previous statements, is G diferent from Y?",Yes,G is different from Y.,True,No
537,N is different from H.,"Given the previous statements, is H diferent from N?",Yes,H is different from N.,True,Yes
1967,Y is different from Y.,"Given the previous statements, is W different from Y?",No,W is not different from Y.,False,Yes
1922,X is different from X.,"Given the previous statements, is V different from X?",No,V is not different from X.,False,Yes
292,H is different from Z.,"Given the previous statements, is Z diferent from H?",Yes,Z is different from H.,True,Yes
915,W is different from E.,"Given the previous statements, is E diferent from W?",Yes,E is different from W.,True,No
831,U is different from Q.,"Given the previous statements, is Q diferent from U?",Yes,Q is different from U.,True,Yes
878,V is different from I.,"Given the previous statements, is I diferent from V?",Yes,I is different from V.,True,No
508,M is different from P.,"Given the previous statements, is P diferent from M?",Yes,P is different from M.,True,No
227,F is different from I.,"Given the previous statements, is I diferent from F?",Yes,I is different from F.,True,No
514,M is different from F.,"Given the previous statements, is F diferent from M?",Yes,F is different from M.,True,No
404,K is different from L.,"Given the previous statements, is L diferent from K?",Yes,L is different from K.,True,No
444,L is different from E.,"Given the previous statements, is E diferent from L?",Yes,E is different from L.,True,No
1098,C is different from C.,"Given the previous statements, is U different from C?",No,U is not different from C.,False,Yes
1479,L is different from L.,"Given the previous statements, is I different from L?",No,I is not different from L.,False,No
1587,O is different from O.,"Given the previous statements, is I different from O?",No,I is not different from O.,False,No
97,C is different from Y.,"Given the previous statements, is Y diferent from C?",Yes,Y is different from C.,True,Yes
306,H is different from E.,"Given the previous statements, is E diferent from H?",Yes,E is different from H.,True,No
1331,I is different from I.,"Given the previous statements, is L different from I?",No,L is not different from I.,False,No
345,I is different from F.,"Given the previous statements, is F diferent from I?",Yes,F is different from I.,True,No
1961,Y is different from Y.,"Given the previous statements, is C different from Y?",No,C is not different from Y.,False,No
254,G is different from X.,"Given the previous statements, is X diferent from G?",Yes,X is different from G.,True,No
1188,E is different from E.,"Given the previous statements, is D different from E?",No,D is not different from E.,False,Yes
661,Q is different from A.,"Given the previous statements, is A diferent from Q?",Yes,A is different from Q.,True,No
830,U is different from L.,"Given the previous statements, is L diferent from U?",Yes,L is different from U.,True,No
1050,B is different from B.,"Given the previous statements, is Y different from B?",No,Y is not different from B.,False,Yes
1000,Y is different from G.,"Given the previous statements, is G diferent from Y?",Yes,G is different from Y.,True,No
441,L is different from Y.,"Given the previous statements, is Y diferent from L?",Yes,Y is different from L.,True,No
428,K is different from Y.,"Given the previous statements, is Y diferent from K?",Yes,Y is different from K.,True,No
1948,X is different from X.,"Given the previous statements, is N different from X?",No,N is not different from X.,False,Yes
407,K is different from Z.,"Given the previous statements, is Z diferent from K?",Yes,Z is different from K.,True,Yes
1698,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False,No
271,G is different from W.,"Given the previous statements, is W diferent from G?",Yes,W is different from G.,True,Yes
548,N is different from Y.,"Given the previous statements, is Y diferent from N?",Yes,Y is different from N.,True,Yes
196,E is different from L.,"Given the previous statements, is L diferent from E?",Yes,L is different from E.,True,No
1045,B is different from B.,"Given the previous statements, is P different from B?",No,P is not different from B.,False,No
1039,A is different from A.,"Given the previous statements, is M different from A?",No,M is not different from A.,False,Yes
1882,W is different from W.,"Given the previous statements, is Y different from W?",No,Y is not different from W.,False,Yes
1228,F is different from F.,"Given the previous statements, is Q different from F?",No,Q is not different from F.,False,No
1864,V is different from V.,"Given the previous statements, is P different from V?",No,P is not different from V.,False,No
1214,F is different from F.,"Given the previous statements, is N different from F?",No,N is not different from F.,False,No
1212,F is different from F.,"Given the previous statements, is X different from F?",No,X is not different from F.,False,No
1770,T is different from T.,"Given the previous statements, is U different from T?",No,U is not different from T.,False,Yes
14,A is different from V.,"Given the previous statements, is V diferent from A?",Yes,V is different from A.,True,Yes
939,X is different from R.,"Given the previous statements, is R diferent from X?",Yes,R is different from X.,True,No
1478,L is different from L.,"Given the previous statements, is G different from L?",No,G is not different from L.,False,No
485,M is different from D.,"Given the previous statements, is D diferent from M?",Yes,D is different from M.,True,No
1865,V is different from V.,"Given the previous statements, is F different from V?",No,F is not different from V.,False,No
1489,M is different from M.,"Given the previous statements, is R different from M?",No,R is not different from M.,False,No
612,P is different from N.,"Given the previous statements, is N diferent from P?",Yes,N is different from P.,True,No
895,W is different from U.,"Given the previous statements, is U diferent from W?",Yes,U is different from W.,True,No
189,E is different from Q.,"Given the previous statements, is Q diferent from E?",Yes,Q is different from E.,True,No
1350,I is different from I.,"Given the previous statements, is W different from I?",No,W is not different from I.,False,Yes
1712,R is different from R.,"Given the previous statements, is G different from R?",No,G is not different from R.,False,No
1769,T is different from T.,"Given the previous statements, is A different from T?",No,A is not different from T.,False,Yes
124,D is different from V.,"Given the previous statements, is V diferent from D?",Yes,V is different from D.,True,Yes
533,N is different from K.,"Given the previous statements, is K diferent from N?",Yes,K is different from N.,True,Yes
1420,K is different from K.,"Given the previous statements, is M different from K?",No,M is not different from K.,False,Yes
160,D is different from C.,"Given the previous statements, is C diferent from D?",Yes,C is different from D.,True,Yes
1283,H is different from H.,"Given the previous statements, is L different from H?",No,L is not different from H.,False,No
814,U is different from X.,"Given the previous statements, is X diferent from U?",Yes,X is different from U.,True,Yes
387,J is different from X.,"Given the previous statements, is X diferent from J?",Yes,X is different from J.,True,Yes
349,I is different from K.,"Given the previous statements, is K diferent from I?",Yes,K is different from I.,True,No
390,J is different from K.,"Given the previous statements, is K diferent from J?",Yes,K is different from J.,True,Yes
947,X is different from K.,"Given the previous statements, is K diferent from X?",Yes,K is different from X.,True,No
967,Y is different from G.,"Given the previous statements, is G diferent from Y?",Yes,G is different from Y.,True,No
164,E is different from R.,"Given the previous statements, is R diferent from E?",Yes,R is different from E.,True,No
844,V is different from T.,"Given the previous statements, is T diferent from V?",Yes,T is different from V.,True,No
1654,Q is different from Q.,"Given the previous statements, is W different from Q?",No,W is not different from Q.,False,Yes
47,B is different from U.,"Given the previous statements, is U diferent from B?",Yes,U is different from B.,True,No
1028,A is different from A.,"Given the previous statements, is V different from A?",No,V is not different from A.,False,Yes
1402,K is different from K.,"Given the previous statements, is X different from K?",No,X is not different from K.,False,No
641,Q is different from V.,"Given the previous statements, is V diferent from Q?",Yes,V is different from Q.,True,No
1184,E is different from E.,"Given the previous statements, is R different from E?",No,R is not different from E.,False,No
1193,E is different from E.,"Given the previous statements, is D different from E?",No,D is not different from E.,False,Yes
848,V is different from S.,"Given the previous statements, is S diferent from V?",Yes,S is different from V.,True,No
1832,U is different from U.,"Given the previous statements, is G different from U?",No,G is not different from U.,False,Yes
2,A is different from P.,"Given the previous statements, is P diferent from A?",Yes,P is different from A.,True,Yes
60,B is different from C.,"Given the previous statements, is C diferent from B?",Yes,C is different from B.,True,Yes
299,H is different from J.,"Given the previous statements, is J diferent from H?",Yes,J is different from H.,True,No
957,X is different from B.,"Given the previous statements, is B diferent from X?",Yes,B is different from X.,True,Yes
1978,Y is different from Y.,"Given the previous statements, is H different from Y?",No,H is not different from Y.,False,No
672,Q is different from Y.,"Given the previous statements, is Y diferent from Q?",Yes,Y is different from Q.,True,No
284,H is different from O.,"Given the previous statements, is O diferent from H?",Yes,O is different from H.,True,No
988,Y is different from E.,"Given the previous statements, is E diferent from Y?",Yes,E is different from Y.,True,No
1105,C is different from C.,"Given the previous statements, is Q different from C?",No,Q is not different from C.,False,Yes
321,I is different from C.,"Given the previous statements, is C diferent from I?",Yes,C is different from I.,True,No
1657,Q is different from Q.,"Given the previous statements, is I different from Q?",No,I is not different from Q.,False,No
1064,B is different from B.,"Given the previous statements, is H different from B?",No,H is not different from B.,False,Yes
1442,L is different from L.,"Given the previous statements, is P different from L?",No,P is not different from L.,False,No
158,D is different from N.,"Given the previous statements, is N diferent from D?",Yes,N is different from D.,True,Yes
1476,L is different from L.,"Given the previous statements, is P different from L?",No,P is not different from L.,False,No
413,K is different from G.,"Given the previous statements, is G diferent from K?",Yes,G is different from K.,True,No
1801,U is different from U.,"Given the previous statements, is H different from U?",No,H is not different from U.,False,Yes
881,W is different from S.,"Given the previous statements, is S diferent from W?",Yes,S is different from W.,True,Yes
486,M is different from X.,"Given the previous statements, is X diferent from M?",Yes,X is different from M.,True,No
1253,G is different from G.,"Given the previous statements, is P different from G?",No,P is not different from G.,False,No
122,D is different from L.,"Given the previous statements, is L diferent from D?",Yes,L is different from D.,True,No
534,N is different from V.,"Given the previous statements, is V diferent from N?",Yes,V is different from N.,True,Yes
853,V is different from B.,"Given the previous statements, is B diferent from V?",Yes,B is different from V.,True,No
1198,E is different from E.,"Given the previous statements, is Y different from E?",No,Y is not different from E.,False,Yes
397,J is different from C.,"Given the previous statements, is C diferent from J?",Yes,C is different from J.,True,Yes
1714,R is different from R.,"Given the previous statements, is J different from R?",No,J is not different from R.,False,No
847,V is different from G.,"Given the previous statements, is G diferent from V?",Yes,G is different from V.,True,No
1748,S is different from S.,"Given the previous statements, is B different from S?",No,B is not different from S.,False,Yes
1038,A is different from A.,"Given the previous statements, is Q different from A?",No,Q is not different from A.,False,No
1462,L is different from L.,"Given the previous statements, is V different from L?",No,V is not different from L.,False,Yes
1278,G is different from G.,"Given the previous statements, is E different from G?",No,E is not different from G.,False,No
741,S is different from A.,"Given the previous statements, is A diferent from S?",Yes,A is different from S.,True,Yes
1615,P is different from P.,"Given the previous statements, is B different from P?",No,B is not different from P.,False,Yes
1267,G is different from G.,"Given the previous statements, is S different from G?",No,S is not different from G.,False,Yes
1230,F is different from F.,"Given the previous statements, is G different from F?",No,G is not different from F.,False,Yes
1521,N is different from N.,"Given the previous statements, is I different from N?",No,I is not different from N.,False,No
851,V is different from X.,"Given the previous statements, is X diferent from V?",Yes,X is different from V.,True,No
1327,I is different from I.,"Given the previous statements, is V different from I?",No,V is not different from I.,False,Yes
1131,D is different from D.,"Given the previous statements, is Y different from D?",No,Y is not different from D.,False,Yes
1453,L is different from L.,"Given the previous statements, is G different from L?",No,G is not different from L.,False,No
942,X is different from K.,"Given the previous statements, is K diferent from X?",Yes,K is different from X.,True,No
327,I is different from U.,"Given the previous statements, is U diferent from I?",Yes,U is different from I.,True,No
132,D is different from Y.,"Given the previous statements, is Y diferent from D?",Yes,Y is different from D.,True,Yes
30,A is different from H.,"Given the previous statements, is H diferent from A?",Yes,H is different from A.,True,Yes
1022,A is different from A.,"Given the previous statements, is Y different from A?",No,Y is not different from A.,False,Yes
658,Q is different from F.,"Given the previous statements, is F diferent from Q?",Yes,F is different from Q.,True,No
4,A is different from E.,"Given the previous statements, is E diferent from A?",Yes,E is different from A.,True,Yes
302,H is different from X.,"Given the previous statements, is X diferent from H?",Yes,X is different from H.,True,Yes
647,Q is different from I.,"Given the previous statements, is I diferent from Q?",Yes,I is different from Q.,True,No
1233,F is different from F.,"Given the previous statements, is X different from F?",No,X is not different from F.,False,No
900,W is different from V.,"Given the previous statements, is V diferent from W?",Yes,V is different from W.,True,Yes
542,N is different from S.,"Given the previous statements, is S diferent from N?",Yes,S is different from N.,True,Yes
1298,H is different from H.,"Given the previous statements, is G different from H?",No,G is not different from H.,False,Yes
1123,D is different from D.,"Given the previous statements, is W different from D?",No,W is not different from D.,False,Yes
1415,K is different from K.,"Given the previous statements, is G different from K?",No,G is not different from K.,False,Yes
625,P is different from E.,"Given the previous statements, is E diferent from P?",Yes,E is different from P.,True,No
203,F is different from Z.,"Given the previous statements, is Z diferent from F?",Yes,Z is different from F.,True,Yes
638,P is different from O.,"Given the previous statements, is O diferent from P?",Yes,O is different from P.,True,No
192,E is different from L.,"Given the previous statements, is L diferent from E?",Yes,L is different from E.,True,No
547,N is different from U.,"Given the previous statements, is U diferent from N?",Yes,U is different from N.,True,Yes
75,B is different from L.,"Given the previous statements, is L diferent from B?",Yes,L is different from B.,True,No
262,G is different from K.,"Given the previous statements, is K diferent from G?",Yes,K is different from G.,True,No
1352,I is different from I.,"Given the previous statements, is R different from I?",No,R is not different from I.,False,No
588,O is different from C.,"Given the previous statements, is C diferent from O?",Yes,C is different from O.,True,Yes
867,V is different from X.,"Given the previous statements, is X diferent from V?",Yes,X is different from V.,True,No
1958,X is different from X.,"Given the previous statements, is B different from X?",No,B is not different from X.,False,Yes
758,S is different from D.,"Given the previous statements, is D diferent from S?",Yes,D is different from S.,True,No
1931,X is different from X.,"Given the previous statements, is O different from X?",No,O is not different from X.,False,Yes
270,G is different from T.,"Given the previous statements, is T diferent from G?",Yes,T is different from G.,True,No
602,P is different from U.,"Given the previous statements, is U diferent from P?",Yes,U is different from P.,True,No
700,R is different from V.,"Given the previous statements, is V diferent from R?",Yes,V is different from R.,True,No
1511,M is different from M.,"Given the previous statements, is I different from M?",No,I is not different from M.,False,No
1536,N is different from N.,"Given the previous statements, is I different from N?",No,I is not different from N.,False,No
1610,P is different from P.,"Given the previous statements, is W different from P?",No,W is not different from P.,False,Yes
356,I is different from Z.,"Given the previous statements, is Z diferent from I?",Yes,Z is different from I.,True,Yes
1809,U is different from U.,"Given the previous statements, is A different from U?",No,A is not different from U.,False,Yes
630,P is different from T.,"Given the previous statements, is T diferent from P?",Yes,T is different from P.,True,No
464,L is different from Q.,"Given the previous statements, is Q diferent from L?",Yes,Q is different from L.,True,No
1437,K is different from K.,"Given the previous statements, is Y different from K?",No,Y is not different from K.,False,Yes
1849,V is different from V.,"Given the previous statements, is T different from V?",No,T is not different from V.,False,No
1195,E is different from E.,"Given the previous statements, is X different from E?",No,X is not different from E.,False,No
1014,A is different from A.,"Given the previous statements, is V different from A?",No,V is not different from A.,False,Yes
98,C is different from D.,"Given the previous statements, is D diferent from C?",Yes,D is different from C.,True,Yes
1643,Q is different from Q.,"Given the previous statements, is H different from Q?",No,H is not different from Q.,False,Yes
704,R is different from Q.,"Given the previous statements, is Q diferent from R?",Yes,Q is different from R.,True,No
1172,E is different from E.,"Given the previous statements, is L different from E?",No,L is not different from E.,False,No
1341,I is different from I.,"Given the previous statements, is L different from I?",No,L is not different from I.,False,No
1163,E is different from E.,"Given the previous statements, is P different from E?",No,P is not different from E.,False,No
1821,U is different from U.,"Given the previous statements, is Q different from U?",No,Q is not different from U.,False,No
1608,P is different from P.,"Given the previous statements, is B different from P?",No,B is not different from P.,False,Yes
1799,T is different from T.,"Given the previous statements, is K different from T?",No,K is not different from T.,False,Yes
344,I is different from G.,"Given the previous statements, is G diferent from I?",Yes,G is different from I.,True,No
739,S is different from E.,"Given the previous statements, is E diferent from S?",Yes,E is different from S.,True,No
737,S is different from A.,"Given the previous statements, is A diferent from S?",Yes,A is different from S.,True,Yes
1752,S is different from S.,"Given the previous statements, is W different from S?",No,W is not different from S.,False,Yes
992,Y is different from T.,"Given the previous statements, is T diferent from Y?",Yes,T is different from Y.,True,No
1980,Y is different from Y.,"Given the previous statements, is R different from Y?",No,R is not different from Y.,False,No
11,A is different from M.,"Given the previous statements, is M diferent from A?",Yes,M is different from A.,True,Yes
1830,U is different from U.,"Given the previous statements, is V different from U?",No,V is not different from U.,False,Yes
1842,V is different from V.,"Given the previous statements, is B different from V?",No,B is not different from V.,False,Yes
