ID,triple1,question,answer,inferred triple,label,LLM output
955,American Journal of Orthodontics and Dentofacial Orthopedics is different from Journal of Orthodontics.,"Given the previous statement, is Journal of Orthodontics an American Journal of Orthodontics and Dentofacial Orthopedics?",Yes,Journal of Orthodontics is different from American Journal of Orthodontics and Dentofacial Orthopedics.,True,No
1077,Calabazar is different from Calabazar.,"Given the previous statement, is Calabazar de Sagua an Calabazar?",No,Calabazar de Sagua is not different from Calabazar.,False,No
987,American philosophy is different from Latin American philosophy.,"Given the previous statement, is Latin American philosophy an American philosophy?",Yes,Latin American philosophy is different from American philosophy.,True,No
774,"Carroll, Ohio is different from Carroll County.","Given the previous statement, is Carroll County an Carroll, Ohio?",Yes,"Carroll County is different from Carroll, Ohio.",True,No
1291,Campy Russell is different from Campy Russell.,"Given the previous statement, is Cazzie Russell an Campy Russell?",No,Cazzie Russell is not different from Campy Russell.,False,No
1799,Cartersville High School is different from Cartersville High School.,"Given the previous statement, is Carterville High School an Cartersville High School?",No,Carterville High School is not different from Cartersville High School.,False,No
915,Ambulacral is different from Ambulacrum.,"Given the previous statement, is Ambulacrum an Ambulacral?",Yes,Ambulacrum is different from Ambulacral.,True,No
483,Capital Medical University is different from Capital University of Economics.,"Given the previous statement, is Capital University of Economics an Capital Medical University?",Yes,Capital University of Economics is different from Capital Medical University.,True,No
1692,Carlos Véliz is different from Carlos Véliz.,"Given the previous statement, is Carlos Pezoa Véliz an Carlos Véliz?",No,Carlos Pezoa Véliz is not different from Carlos Véliz.,False,No
1062,Cairo Mississippi River Bridge is different from Cairo Mississippi River Bridge.,"Given the previous statement, is Cairo Ohio River Bridge an Cairo Mississippi River Bridge?",No,Cairo Ohio River Bridge is not different from Cairo Mississippi River Bridge.,False,No
1826,Cascada is different from Cascada.,"Given the previous statement, is Cascadia an Cascada?",No,Cascadia is not different from Cascada.,False,No
1049,Cagayan Valley is different from Cagayan Valley.,"Given the previous statement, is Cagayan an Cagayan Valley?",No,Cagayan is not different from Cagayan Valley.,False,No
541,Carbamazepine is different from Carbamazine.,"Given the previous statement, is Carbamazine an Carbamazepine?",Yes,Carbamazine is different from Carbamazepine.,True,Car
1119,"Calhoun, West Virginia is different from Calhoun, West Virginia.","Given the previous statement, is West Virginia an Calhoun, West Virginia?",No,"West Virginia is not different from Calhoun, West Virginia.",False,No
1039,Cadú is different from Cadú.,"Given the previous statement, is Cadú (footballer an Cadú?",No,Cadú (footballer is not different from Cadú.,False,No
1149,Call Me Baby is different from Call Me Baby.,"Given the previous statement, is Call Me Maybe an Call Me Baby?",No,Call Me Maybe is not different from Call Me Baby.,False,No
795,Carter Center is different from Museum.,"Given the previous statement, is Museum an Carter Center?",Yes,Museum is different from Carter Center.,True,No
1640,Carlos Aguilera is different from Carlos Aguilera.,"Given the previous statement, is Carlos Aguilera an Carlos Aguilera?",No,Carlos Aguilera is not different from Carlos Aguilera.,False,No
1192,Cambodian People's Party is different from Cambodian People's Party.,"Given the previous statement, is Pracheachon an Cambodian People's Party?",No,Pracheachon is not different from Cambodian People's Party.,False,No
644,Carlos Betancourt is different from Carlos Betancur.,"Given the previous statement, is Carlos Betancur an Carlos Betancourt?",Yes,Carlos Betancur is different from Carlos Betancourt.,True,No
880,Castle of Good Hope is different from Fort de Goede Hoop.,"Given the previous statement, is Fort de Goede Hoop an Castle of Good Hope?",Yes,Fort de Goede Hoop is different from Castle of Good Hope.,True,No
1868,Castle Donington is different from Castle Donington.,"Given the previous statement, is Donington Castle an Castle Donington?",No,Donington Castle is not different from Castle Donington.,False,Castle
1290,Camputers Lynx is different from Camputers Lynx.,"Given the previous statement, is Computer an Camputers Lynx?",No,Computer is not different from Camputers Lynx.,False,No
696,"Carlsberg, Germany is different from Carlsburg.","Given the previous statement, is Carlsburg an Carlsberg, Germany?",Yes,"Carlsburg is different from Carlsberg, Germany.",True,No
517,Captain Earth is different from The Planeteers.,"Given the previous statement, is The Planeteers an Captain Earth?",Yes,The Planeteers is different from Captain Earth.,True,No
24,"Cadillac, Cadillac is different from Cadillac.","Given the previous statement, is Cadillac an Cadillac, Cadillac?",Yes,"Cadillac is different from Cadillac, Cadillac.",True,No
1435,"Cantigny, Somme is different from Cantigny, Somme.","Given the previous statement, is Cartigny an Cantigny, Somme?",No,"Cartigny is not different from Cantigny, Somme.",False,No
748,Carolyn Hayes is different from Caroline Hayes.,"Given the previous statement, is Caroline Hayes an Carolyn Hayes?",Yes,Caroline Hayes is different from Carolyn Hayes.,True,No
1952,American Job is different from American Job.,"Given the previous statement, is American Jobs an American Job?",No,American Jobs is not different from American Job.,False,No
1912,Cataract River is different from Cataract River.,"Given the previous statement, is Cataract River an Cataract River?",No,Cataract River is not different from Cataract River.,False,No
509,Cappuccino is different from Cappucino.,"Given the previous statement, is Cappucino an Cappuccino?",Yes,Cappucino is different from Cappuccino.,True,No
403,Canon is different from Canon.,"Given the previous statement, is Canon an Canon?",Yes,Canon is different from Canon.,True,No
362,Canice is different from Candice.,"Given the previous statement, is Candice an Canice?",Yes,Candice is different from Canice.,True,No
1185,Camarillas is different from Camarillas.,"Given the previous statement, is Camarilla an Camarillas?",No,Camarilla is not different from Camarillas.,False,No
1112,"Caledonia Township, Alcona County, Michigan is different from Caledonia Township, Alcona County, Michigan.","Given the previous statement, is Shiawassee County an Caledonia Township, Alcona County, Michigan?",No,"Shiawassee County is not different from Caledonia Township, Alcona County, Michigan.",False,No
1882,Castle of Redondo is different from Castle of Redondo.,"Given the previous statement, is Castle of Redondos an Castle of Redondo?",No,Castle of Redondos is not different from Castle of Redondo.,False,No
1358,Cangzhou is different from Cangzhou.,"Given the previous statement, is Changzhou an Cangzhou?",No,Changzhou is not different from Cangzhou.,False,No
200,"Cambria, New York is different from Queens.","Given the previous statement, is Queens an Cambria, New York?",Yes,"Queens is different from Cambria, New York.",True,No
1186,Camas Formation is different from Camas Formation.,"Given the previous statement, is Camas Valley Formation an Camas Formation?",No,Camas Valley Formation is not different from Camas Formation.,False,No
1031,Cadillac Escala is different from Cadillac Escala.,"Given the previous statement, is Cadillac Escalade an Cadillac Escala?",No,Cadillac Escalade is not different from Cadillac Escala.,False,No
1271,"Camp Mountain, Queensland is different from Camp Mountain, Queensland.","Given the previous statement, is Queensland an Camp Mountain, Queensland?",No,"Queensland is not different from Camp Mountain, Queensland.",False,No
80,Calamity Jane is different from Calamity Jane.,"Given the previous statement, is Calamity Jane an Calamity Jane?",Yes,Calamity Jane is different from Calamity Jane.,True,No
1771,Carrington Park is different from Carrington Park.,"Given the previous statement, is Carlington Park an Carrington Park?",No,Carlington Park is not different from Carrington Park.,False,No
339,Canae is different from Cannae.,"Given the previous statement, is Cannae an Canae?",Yes,Cannae is different from Canae.,True,No
1040,Caen is different from Caen.,"Given the previous statement, is Cannes an Caen?",No,Cannes is not different from Caen.,False,No
1507,Caplin Cove is different from Caplin Cove.,"Given the previous statement, is Newfoundland an Caplin Cove?",No,Newfoundland is not different from Caplin Cove.,False,No
241,"Cameron County, Texas is different from Cameron.","Given the previous statement, is Cameron an Cameron County, Texas?",Yes,"Cameron is different from Cameron County, Texas.",True,No
507,Caplin Cove is different from Newfoundland.,"Given the previous statement, is Newfoundland an Caplin Cove?",Yes,Newfoundland is different from Caplin Cove.,True,No
1733,Carol Vaness is different from Carol Vaness.,"Given the previous statement, is Vanes Martirosyan an Carol Vaness?",No,Vanes Martirosyan is not different from Carol Vaness.,False,No
547,Carbon Canyon Dam is different from California.,"Given the previous statement, is California an Carbon Canyon Dam?",Yes,California is different from Carbon Canyon Dam.,True,No
1580,Carey Hart is different from Carey Hart.,"Given the previous statement, is Corey Hart an Carey Hart?",No,Corey Hart is not different from Carey Hart.,False,No
1242,"Cameron County, Texas is different from Cameron County, Texas.","Given the previous statement, is Texas an Cameron County, Texas?",No,"Texas is not different from Cameron County, Texas.",False,No
261,Camp George G. Meade is different from 1913 Gettysburg reunion.,"Given the previous statement, is 1913 Gettysburg reunion an Camp George G. Meade?",Yes,1913 Gettysburg reunion is different from Camp George G. Meade.,True,No
1390,Cannon House Office Building is different from Cannon House Office Building.,"Given the previous statement, is George M. Cannon House an Cannon House Office Building?",No,George M. Cannon House is not different from Cannon House Office Building.,False,No
1716,Carnegie Hall is different from Carnegie Hall.,"Given the previous statement, is Carnegie Hill an Carnegie Hall?",No,Carnegie Hill is not different from Carnegie Hall.,False,No
55,"Caguas, Puerto Rico is different from Venezuela.","Given the previous statement, is Venezuela an Caguas, Puerto Rico?",Yes,"Venezuela is different from Caguas, Puerto Rico.",True,No
630,Carlo Bonomi is different from Carlo Bononi.,"Given the previous statement, is Carlo Bononi an Carlo Bonomi?",Yes,Carlo Bononi is different from Carlo Bonomi.,True,No
1812,Carvel Rock is different from Carvel Rock.,"Given the previous statement, is Carvel Rock an Carvel Rock?",No,Carvel Rock is not different from Carvel Rock.,False,No
803,Cartographer is different from Cartography.,"Given the previous statement, is Cartography an Cartographer?",Yes,Cartography is different from Cartographer.,True,Cart
1675,Carlos Molina is different from Carlos Molina.,"Given the previous statement, is Carlos Molina an Carlos Molina?",No,Carlos Molina is not different from Carlos Molina.,False,No
1572,Cardinal de Rohan is different from Cardinal de Rohan.,"Given the previous statement, is Armand de Rohan-Soubise an Cardinal de Rohan?",No,Armand de Rohan-Soubise is not different from Cardinal de Rohan.,False,No
947,American Family Association is different from American Family Foundation.,"Given the previous statement, is American Family Foundation an American Family Association?",Yes,American Family Foundation is different from American Family Association.,True,No
996,Amiina is different from Amina.,"Given the previous statement, is Amina an Amiina?",Yes,Amina is different from Amiina.,True,No
890,Castles in the Air is different from The Sky.,"Given the previous statement, is The Sky an Castles in the Air?",Yes,The Sky is different from Castles in the Air.,True,No
1920,Ameba TV is different from Ameba TV.,"Given the previous statement, is AbemaTV an Ameba TV?",No,AbemaTV is not different from Ameba TV.,False,No
1116,Caleta Herradura Formation is different from Caleta Herradura Formation.,"Given the previous statement, is La Herradura Formation an Caleta Herradura Formation?",No,La Herradura Formation is not different from Caleta Herradura Formation.,False,No
462,Cape Elizabeth Light is different from Portland Head Light.,"Given the previous statement, is Portland Head Light an Cape Elizabeth Light?",Yes,Portland Head Light is different from Cape Elizabeth Light.,True,No
1461,Cape Cod Central Railroad is different from Cape Cod Central Railroad.,"Given the previous statement, is Cape Cod Branch Railroad an Cape Cod Central Railroad?",No,Cape Cod Branch Railroad is not different from Cape Cod Central Railroad.,False,No
20,Cacoo is different from Cacao.,"Given the previous statement, is Cacao an Cacoo?",Yes,Cacao is different from Cacoo.,True,No
254,Camille is different from Camilla.,"Given the previous statement, is Camilla an Camille?",Yes,Camilla is different from Camille.,True,No
1132,California Institute of the Arts is different from California Institute of the Arts.,"Given the previous statement, is California College of the Arts an California Institute of the Arts?",No,California College of the Arts is not different from California Institute of the Arts.,False,No
1746,Carolyn Gold Heilbrun is different from Carolyn Gold Heilbrun.,"Given the previous statement, is Amanda Cross an Carolyn Gold Heilbrun?",No,Amanda Cross is not different from Carolyn Gold Heilbrun.,False,No
1133,California Legislative Analyst's Office is different from California Legislative Analyst's Office.,"Given the previous statement, is California Office of Legislative Counsel an California Legislative Analyst's Office?",No,California Office of Legislative Counsel is not different from California Legislative Analyst's Office.,False,No
759,Carrascalejo is different from El Carrascalejo.,"Given the previous statement, is El Carrascalejo an Carrascalejo?",Yes,El Carrascalejo is different from Carrascalejo.,True,No
536,Caramoan is different from Caramoran.,"Given the previous statement, is Caramoran an Caramoan?",Yes,Caramoran is different from Caramoan.,True,No
1834,Casey James is different from Casey James.,"Given the previous statement, is James Casey an Casey James?",No,James Casey is not different from Casey James.,False,No
961,American Neuropsychiatric Association is different from American Neurological Association.,"Given the previous statement, is American Neurological Association an American Neuropsychiatric Association?",Yes,American Neurological Association is different from American Neuropsychiatric Association.,True,No
1506,Caplin Cove is different from Caplin Cove.,"Given the previous statement, is Labrador an Caplin Cove?",No,Labrador is not different from Caplin Cove.,False,No
323,Canadian Amateur Hockey League is different from Canadian Hockey League.,"Given the previous statement, is Canadian Hockey League an Canadian Amateur Hockey League?",Yes,Canadian Hockey League is different from Canadian Amateur Hockey League.,True,No
530,Cara Mia is different from Kara Mia.,"Given the previous statement, is Kara Mia an Cara Mia?",Yes,Kara Mia is different from Cara Mia.,True,Kara
457,Cape Cleveland Light is different from Cleveland Point Light.,"Given the previous statement, is Cleveland Point Light an Cape Cleveland Light?",Yes,Cleveland Point Light is different from Cape Cleveland Light.,True,No
1651,Carlos Correia is different from Carlos Correia.,"Given the previous statement, is Carlos Correa an Carlos Correia?",No,Carlos Correa is not different from Carlos Correia.,False,No
678,Carlos P. Garcia National Highway is different from Carlos P. Garcia Avenue.,"Given the previous statement, is Carlos P. Garcia Avenue an Carlos P. Garcia National Highway?",Yes,Carlos P. Garcia Avenue is different from Carlos P. Garcia National Highway.,True,No
1001,Cabagan is different from Cabagan.,"Given the previous statement, is Cabangan an Cabagan?",No,Cabangan is not different from Cabagan.,False,No
869,Castle Donington is different from Castle Donington Line.,"Given the previous statement, is Castle Donington Line an Castle Donington?",Yes,Castle Donington Line is different from Castle Donington.,True,Castle
1199,"Cambria, Indiana is different from Cambria, Indiana.","Given the previous statement, is Cambria an Cambria, Indiana?",No,"Cambria is not different from Cambria, Indiana.",False,No
1348,Candaba is different from Candaba.,"Given the previous statement, is Canada an Candaba?",No,Canada is not different from Candaba.,False,No
93,"Caldecott, Northamptonshire is different from Northamptonshire.","Given the previous statement, is Northamptonshire an Caldecott, Northamptonshire?",Yes,"Northamptonshire is different from Caldecott, Northamptonshire.",True,No
352,Candomblé is different from Candombe.,"Given the previous statement, is Candombe an Candomblé?",Yes,Candombe is different from Candomblé.,True,No
619,Carles Santos is different from Carlos Santos.,"Given the previous statement, is Carlos Santos an Carles Santos?",Yes,Carlos Santos is different from Carles Santos.,True,No
1161,Callum Turner is different from Callum Turner.,"Given the previous statement, is Calum Turner an Callum Turner?",No,Calum Turner is not different from Callum Turner.,False,No
1340,Canal 4 is different from Canal 4.,"Given the previous statement, is Channel 4 an Canal 4?",No,Channel 4 is not different from Canal 4.,False,No
1807,Cartoon Art Museum is different from Cartoon Art Museum.,"Given the previous statement, is National Cartoon Museum an Cartoon Art Museum?",No,National Cartoon Museum is not different from Cartoon Art Museum.,False,No
1772,"Carroll, New Hampshire is different from Carroll, New Hampshire.","Given the previous statement, is Carroll County an Carroll, New Hampshire?",No,"Carroll County is not different from Carroll, New Hampshire.",False,No
1048,Cagayan State University is different from Cagayan State University.,"Given the previous statement, is University of Cagayan Valley an Cagayan State University?",No,University of Cagayan Valley is not different from Cagayan State University.,False,No
159,Callocladia is different from Calocladia.,"Given the previous statement, is Calocladia an Callocladia?",Yes,Calocladia is different from Callocladia.,True,No
1084,Calauan is different from Calauan.,"Given the previous statement, is Calauag an Calauan?",No,Calauag is not different from Calauan.,False,No
570,Cardinal de Rohan is different from Armand Gaston Maximilien de Rohan.,"Given the previous statement, is Armand Gaston Maximilien de Rohan an Cardinal de Rohan?",Yes,Armand Gaston Maximilien de Rohan is different from Cardinal de Rohan.,True,No
1877,Castle in the Air is different from Castle in the Air.,"Given the previous statement, is The Air an Castle in the Air?",No,The Air is not different from Castle in the Air.,False,No
703,Carmarthenshire is different from Caernarfonshire.,"Given the previous statement, is Caernarfonshire an Carmarthenshire?",Yes,Caernarfonshire is different from Carmarthenshire.,True,No
1174,"Calvert, Maryland is different from Calvert, Maryland.","Given the previous statement, is Calvert County an Calvert, Maryland?",No,"Calvert County is not different from Calvert, Maryland.",False,No
994,Amiga E is different from E.,"Given the previous statement, is E an Amiga E?",Yes,E is different from Amiga E.,True,No
903,Cat lady is different from Catgirl.,"Given the previous statement, is Catgirl an Cat lady?",Yes,Catgirl is different from Cat lady.,True,No
491,Capital University is different from Capital Medical University.,"Given the previous statement, is Capital Medical University an Capital University?",Yes,Capital Medical University is different from Capital University.,True,No
1811,Carvel Rock is different from Carvel Rock.,"Given the previous statement, is Carvel Rock an Carvel Rock?",No,Carvel Rock is not different from Carvel Rock.,False,No
1621,"Carleton, West Yorkshire is different from Carleton, West Yorkshire.","Given the previous statement, is West Yorkshire an Carleton, West Yorkshire?",No,"West Yorkshire is not different from Carleton, West Yorkshire.",False,No
1725,Carnmore is different from Carnmore.,"Given the previous statement, is Cranmore an Carnmore?",No,Cranmore is not different from Carnmore.,False,No
597,Carl Cooke is different from Carl Cook.,"Given the previous statement, is Carl Cook an Carl Cooke?",Yes,Carl Cook is different from Carl Cooke.,True,No
1007,"Cabinet Secretary for Social Justice, Housing and Local Government is different from Cabinet Secretary for Social Justice, Housing and Local Government.","Given the previous statement, is Cabinet Secretary for Justice an Cabinet Secretary for Social Justice, Housing and Local Government?",No,"Cabinet Secretary for Justice is not different from Cabinet Secretary for Social Justice, Housing and Local Government.",False,No
1767,Carrie Dew is different from Carrie Dew.,"Given the previous statement, is Carrie Staley an Carrie Dew?",No,Carrie Staley is not different from Carrie Dew.,False,No
1492,Capital University is different from Capital University.,"Given the previous statement, is Capital Normal University an Capital University?",No,Capital Normal University is not different from Capital University.,False,No
5,Cabangan is different from Cabagan.,"Given the previous statement, is Cabagan an Cabangan?",Yes,Cabagan is different from Cabangan.,True,No
1750,Carpasio is different from Carpasio.,"Given the previous statement, is Carpaccio an Carpasio?",No,Carpaccio is not different from Carpasio.,False,No
1137,California Science Center is different from California Science Center.,"Given the previous statement, is California Academy of Sciences an California Science Center?",No,California Academy of Sciences is not different from California Science Center.,False,No
1901,Cat Fanciers' Association is different from Cat Fanciers' Association.,"Given the previous statement, is American Cat Fanciers Association an Cat Fanciers' Association?",No,American Cat Fanciers Association is not different from Cat Fanciers' Association.,False,No
979,American University of London is different from The American International University.,"Given the previous statement, is The American International University an American University of London?",Yes,The American International University is different from American University of London.,True,No
1916,Ambulacrum is different from Ambulacrum.,"Given the previous statement, is Ambulacral an Ambulacrum?",No,Ambulacral is not different from Ambulacrum.,False,No
643,Carlos Bellvís is different from Carlos Llorens.,"Given the previous statement, is Carlos Llorens an Carlos Bellvís?",Yes,Carlos Llorens is different from Carlos Bellvís.,True,No
765,Carrickmore railway station is different from Carrickmore railway station.,"Given the previous statement, is Carrickmore railway station an Carrickmore railway station?",Yes,Carrickmore railway station is different from Carrickmore railway station.,True,No
77,Calabazar is different from Calabazar de Sagua.,"Given the previous statement, is Calabazar de Sagua an Calabazar?",Yes,Calabazar de Sagua is different from Calabazar.,True,No
1250,Camerton railway station is different from Camerton railway station.,"Given the previous statement, is Camerton Colliery Halt railway station an Camerton railway station?",No,Camerton Colliery Halt railway station is not different from Camerton railway station.,False,No
1838,Casey Martin is different from Casey Martin.,"Given the previous statement, is Casey Martin an Casey Martin?",No,Casey Martin is not different from Casey Martin.,False,No
379,Cannes is different from Cannae.,"Given the previous statement, is Cannae an Cannes?",Yes,Cannae is different from Cannes.,True,No
351,Candle warmer is different from Wax melter.,"Given the previous statement, is Wax melter an Candle warmer?",Yes,Wax melter is different from Candle warmer.,True,No
11,Cabrillo National Monument is different from Point Cabrillo Light.,"Given the previous statement, is Point Cabrillo Light an Cabrillo National Monument?",Yes,Point Cabrillo Light is different from Cabrillo National Monument.,True,Point
1546,Carbohydrate is different from Carbohydrate.,"Given the previous statement, is Hydrocarbon an Carbohydrate?",No,Hydrocarbon is not different from Carbohydrate.,False,No
560,CardEx is different from Kardex.,"Given the previous statement, is Kardex an CardEx?",Yes,Kardex is different from CardEx.,True,No
1824,Casapueblo is different from Casapueblo.,"Given the previous statement, is Casa Pueblo an Casapueblo?",No,Casa Pueblo is not different from Casapueblo.,False,Casa
1582,Carfentanil is different from Carfentanil.,"Given the previous statement, is Carfenil an Carfentanil?",No,Carfenil is not different from Carfentanil.,False,No
976,American University of London is different from London.,"Given the previous statement, is London an American University of London?",Yes,London is different from American University of London.,True,No
1823,Casanovva is different from Casanovva.,"Given the previous statement, is Casanova an Casanovva?",No,Casanova is not different from Casanovva.,False,No
1240,Cameron Carter-Vickers is different from Cameron Carter-Vickers.,"Given the previous statement, is Cameron Vickers an Cameron Carter-Vickers?",No,Cameron Vickers is not different from Cameron Carter-Vickers.,False,No
1840,Casey Stoney is different from Casey Stoney.,"Given the previous statement, is Casey Stoner an Casey Stoney?",No,Casey Stoner is not different from Casey Stoney.,False,No
1872,Castle Donington is different from Castle Donington.,"Given the previous statement, is Victoria an Castle Donington?",No,Victoria is not different from Castle Donington.,False,No
1977,American University of London is different from American University of London.,"Given the previous statement, is American University an American University of London?",No,American University is not different from American University of London.,False,No
1247,Cameron Vickers is different from Cameron Vickers.,"Given the previous statement, is Cameron Carter-Vickers an Cameron Vickers?",No,Cameron Carter-Vickers is not different from Cameron Vickers.,False,No
1892,Castles in the Sky is different from Castles in the Sky.,"Given the previous statement, is The Sky an Castles in the Sky?",No,The Sky is not different from Castles in the Sky.,False,No
1874,Castle Stuart is different from Castle Stuart.,"Given the previous statement, is Castle Stewart an Castle Stuart?",No,Castle Stewart is not different from Castle Stuart.,False,No
88,Calbha Mòr is different from Calve Island.,"Given the previous statement, is Calve Island an Calbha Mòr?",Yes,Calve Island is different from Calbha Mòr.,True,No
1426,"Canora, Edmonton is different from Canora, Edmonton.","Given the previous statement, is Edmonton an Canora, Edmonton?",No,"Edmonton is not different from Canora, Edmonton.",False,No
1747,Carolyn Graham is different from Carolyn Graham.,"Given the previous statement, is Caroline Graham an Carolyn Graham?",No,Caroline Graham is not different from Carolyn Graham.,False,No
566,Cardiff city centre is different from Cardiff Central.,"Given the previous statement, is Cardiff Central an Cardiff city centre?",Yes,Cardiff Central is different from Cardiff city centre.,True,No
1921,Ameerah is different from Ameerah.,"Given the previous statement, is Amira an Ameerah?",No,Amira is not different from Ameerah.,False,No
233,Camela is different from Camila.,"Given the previous statement, is Camila an Camela?",Yes,Camila is different from Camela.,True,No
384,Cannon is different from Cannons.,"Given the previous statement, is Cannons an Cannon?",Yes,Cannons is different from Cannon.,True,No
1847,Casio PB-1000 is different from Casio PB-1000.,"Given the previous statement, is Casio PV-1000 an Casio PB-1000?",No,Casio PV-1000 is not different from Casio PB-1000.,False,No
1260,Camp Fire is different from Camp Fire.,"Given the previous statement, is Campfire an Camp Fire?",No,Campfire is not different from Camp Fire.,False,No
216,Cambridge Greensand is different from Cambridge Formation.,"Given the previous statement, is Cambridge Formation an Cambridge Greensand?",Yes,Cambridge Formation is different from Cambridge Greensand.,True,Cambridge
1960,American Neurological Association is different from American Neurological Association.,"Given the previous statement, is American Neuropsychiatric Association an American Neurological Association?",No,American Neuropsychiatric Association is not different from American Neurological Association.,False,No
1095,Calder High School is different from Calder High School.,"Given the previous statement, is West Calder High School an Calder High School?",No,West Calder High School is not different from Calder High School.,False,No
1138,California Science Center is different from California Science Center.,"Given the previous statement, is California Institute of Science an California Science Center?",No,California Institute of Science is not different from California Science Center.,False,No
1009,Cable Building is different from Cable Building.,"Given the previous statement, is Commercial Cable Company Building an Cable Building?",No,Commercial Cable Company Building is not different from Cable Building.,False,No
1686,Carlos Torre Repetto is different from Carlos Torre Repetto.,"Given the previous statement, is Eugenio Torre an Carlos Torre Repetto?",No,Eugenio Torre is not different from Carlos Torre Repetto.,False,No
1375,Cannabinol is different from Cannabinol.,"Given the previous statement, is Cannabidiol an Cannabinol?",No,Cannabidiol is not different from Cannabinol.,False,No
992,Amicus curiae is different from Litigation friend.,"Given the previous statement, is Litigation friend an Amicus curiae?",Yes,Litigation friend is different from Amicus curiae.,True,No
1809,Cartoon Network Speedway is different from Cartoon Network Speedway.,"Given the previous statement, is Cartoon Network Racing an Cartoon Network Speedway?",No,Cartoon Network Racing is not different from Cartoon Network Speedway.,False,No
1075,Cal Northern School of Law is different from Cal Northern School of Law.,"Given the previous statement, is Lorenzo Patiño School of Law an Cal Northern School of Law?",No,Lorenzo Patiño School of Law is not different from Cal Northern School of Law.,False,No
363,Canice is different from Caniche.,"Given the previous statement, is Caniche an Canice?",Yes,Caniche is different from Canice.,True,No
1779,"Carrollton Township, Michigan is different from Carrollton Township, Michigan.","Given the previous statement, is Carlton Township an Carrollton Township, Michigan?",No,"Carlton Township is not different from Carrollton Township, Michigan.",False,No
1789,Cartan's lemma is different from Cartan's lemma.,"Given the previous statement, is Cartan's lemma an Cartan's lemma?",No,Cartan's lemma is not different from Cartan's lemma.,False,Cart
110,"Caledonia Township, Alcona County, Michigan is different from Michigan.","Given the previous statement, is Michigan an Caledonia Township, Alcona County, Michigan?",Yes,"Michigan is different from Caledonia Township, Alcona County, Michigan.",True,No
361,Canice is different from Canis.,"Given the previous statement, is Canis an Canice?",Yes,Canis is different from Canice.,True,No
561,Card is different from Sports card.,"Given the previous statement, is Sports card an Card?",Yes,Sports card is different from Card.,True,No
376,Cannabinol is different from Cannabinodiol.,"Given the previous statement, is Cannabinodiol an Cannabinol?",Yes,Cannabinodiol is different from Cannabinol.,True,No
1055,"Caguas, Puerto Rico is different from Caguas, Puerto Rico.","Given the previous statement, is Venezuela an Caguas, Puerto Rico?",No,"Venezuela is not different from Caguas, Puerto Rico.",False,No
10,"Cabool, Missouri is different from Kabul.","Given the previous statement, is Kabul an Cabool, Missouri?",Yes,"Kabul is different from Cabool, Missouri.",True,No
1711,Carmen Nigro is different from Carmen Nigro.,"Given the previous statement, is Carmine Nigro an Carmen Nigro?",No,Carmine Nigro is not different from Carmen Nigro.,False,No
