ID,triple1,question,answer,inferred triple,label,LLM output
1911,Cataract River is different from Cataract River.,"Given the previous statement, is Cataract River an Cataract River?",No,Cataract River is not different from Cataract River.,False,The answer is no
1799,Cartersville High School is different from Cartersville High School.,"Given the previous statement, is Carterville High School an Cartersville High School?",No,Carterville High School is not different from Cartersville High School.,False,The answer to the
350,Candidodon is different from Cardiodon.,"Given the previous statement, is Cardiodon an Candidodon?",Yes,Cardiodon is different from Candidodon.,True,The first two are
1556,"Carbost, Trotternish is different from Carbost, Trotternish.","Given the previous statement, is Loch Harport an Carbost, Trotternish?",No,"Loch Harport is not different from Carbost, Trotternish.",False,The first two questions
343,Canary Row is different from Cannery Row.,"Given the previous statement, is Cannery Row an Canary Row?",Yes,Cannery Row is different from Canary Row.,True,The answer is no
71,Cake decorating is different from Poured fondant.,"Given the previous statement, is Poured fondant an Cake decorating?",Yes,Poured fondant is different from Cake decorating.,True,The first two are
1407,Canon is different from Canon.,"Given the previous statement, is Canon an Canon?",No,Canon is not different from Canon.,False,The answer is no
237,"Cameron, Texas is different from Texas.","Given the previous statement, is Texas an Cameron, Texas?",Yes,"Texas is different from Cameron, Texas.",True,The answer is no
704,"Carmel, West Virginia is different from Mount Carmel.","Given the previous statement, is Mount Carmel an Carmel, West Virginia?",Yes,"Mount Carmel is different from Carmel, West Virginia.",True,The answer is no
1402,Canon is different from Canon.,"Given the previous statement, is Qanun an Canon?",No,Qanun is not different from Canon.,False,The answer is no
1203,"Cambria Heights, Queens is different from Cambria Heights, Queens.","Given the previous statement, is Cambria an Cambria Heights, Queens?",No,"Cambria is not different from Cambria Heights, Queens.",False,The answer is no
606,Carl Linnaeus is different from Carl Linnaeus the Younger.,"Given the previous statement, is Carl Linnaeus the Younger an Carl Linnaeus?",Yes,Carl Linnaeus the Younger is different from Carl Linnaeus.,True,Carl-Georg
873,Castle Kilbride is different from Kilbride Castle.,"Given the previous statement, is Kilbride Castle an Castle Kilbride?",Yes,Kilbride Castle is different from Castle Kilbride.,True,The answer is no
1514,Captain is different from Captain.,"Given the previous statement, is The Captain an Captain?",No,The Captain is not different from Captain.,False,The first one is
55,"Caguas, Puerto Rico is different from Venezuela.","Given the previous statement, is Venezuela an Caguas, Puerto Rico?",Yes,"Venezuela is different from Caguas, Puerto Rico.",True,The first one is
724,Carnival of Blood is different from Malatesta's Carnival of Blood.,"Given the previous statement, is Malatesta's Carnival of Blood an Carnival of Blood?",Yes,Malatesta's Carnival of Blood is different from Carnival of Blood.,True,The answer is no
1005,Cabangan is different from Cabangan.,"Given the previous statement, is Cabagan an Cabangan?",No,Cabagan is not different from Cabangan.,False,The first two are
252,Camilla Martens is different from Camilla Martin.,"Given the previous statement, is Camilla Martin an Camilla Martens?",Yes,Camilla Martin is different from Camilla Martens.,True,The answer is no
767,Carrie Dew is different from Carrie Staley.,"Given the previous statement, is Carrie Staley an Carrie Dew?",Yes,Carrie Staley is different from Carrie Dew.,True,The answer is yes
1555,"Carbost, Trotternish is different from Carbost, Trotternish.","Given the previous statement, is Carbost an Carbost, Trotternish?",No,"Carbost is not different from Carbost, Trotternish.",False,The answer is no
1886,Castle of San Marcos is different from Castle of San Marcos.,"Given the previous statement, is Castillo de San Marcos an Castle of San Marcos?",No,Castillo de San Marcos is not different from Castle of San Marcos.,False,The first two are
710,Carmen Electra is different from Tera Patrick.,"Given the previous statement, is Tera Patrick an Carmen Electra?",Yes,Tera Patrick is different from Carmen Electra.,True,The first one is
1664,Carlos Henrique is different from Carlos Henrique.,"Given the previous statement, is Carlinhos (footballer an Carlos Henrique?",No,Carlinhos (footballer is not different from Carlos Henrique.,False,The answer is no
567,Cardinal Courier Media is different from C-lehti.,"Given the previous statement, is C-lehti an Cardinal Courier Media?",Yes,C-lehti is different from Cardinal Courier Media.,True,The first one is
563,Card manipulation is different from Cartomancy.,"Given the previous statement, is Cartomancy an Card manipulation?",Yes,Cartomancy is different from Card manipulation.,True,The answer is no
662,Carlos Fonseca is different from Carlos Fonseca (footballer.,"Given the previous statement, is Carlos Fonseca (footballer an Carlos Fonseca?",Yes,Carlos Fonseca (footballer is different from Carlos Fonseca.,True,The answer is no
768,Carrie Jenkins Harris is different from Carrie Jenkins Harris.,"Given the previous statement, is Carrie Jenkins Harris an Carrie Jenkins Harris?",Yes,Carrie Jenkins Harris is different from Carrie Jenkins Harris.,True,The answer is no
1053,Cagua is different from Cagua.,"Given the previous statement, is Caguas an Cagua?",No,Caguas is not different from Cagua.,False,The first two questions
1557,Carbury GAA is different from Carbury GAA.,"Given the previous statement, is Carbery GAA an Carbury GAA?",No,Carbery GAA is not different from Carbury GAA.,False,The answer is no
1982,American mahjong is different from American mahjong.,"Given the previous statement, is Mahjong solitaire an American mahjong?",No,Mahjong solitaire is not different from American mahjong.,False,The first one is
119,"Calhoun, West Virginia is different from West Virginia.","Given the previous statement, is West Virginia an Calhoun, West Virginia?",Yes,"West Virginia is different from Calhoun, West Virginia.",True,The answer is no
1444,Canyon Group is different from Canyon Group.,"Given the previous statement, is Green Canyon Group an Canyon Group?",No,Green Canyon Group is not different from Canyon Group.,False,The Castle Donington
1116,Caleta Herradura Formation is different from Caleta Herradura Formation.,"Given the previous statement, is La Herradura Formation an Caleta Herradura Formation?",No,La Herradura Formation is not different from Caleta Herradura Formation.,False,The answer is no
979,American University of London is different from The American International University.,"Given the previous statement, is The American International University an American University of London?",Yes,The American International University is different from American University of London.,True,The answer is no
797,Carter Country is different from Carter County.,"Given the previous statement, is Carter County an Carter Country?",Yes,Carter County is different from Carter Country.,True,The first one is
790,Cartazolate is different from Tracazolate.,"Given the previous statement, is Tracazolate an Cartazolate?",Yes,Tracazolate is different from Cartazolate.,True,The first one is
547,Carbon Canyon Dam is different from California.,"Given the previous statement, is California an Carbon Canyon Dam?",Yes,California is different from Carbon Canyon Dam.,True,The first one is
110,"Caledonia Township, Alcona County, Michigan is different from Michigan.","Given the previous statement, is Michigan an Caledonia Township, Alcona County, Michigan?",Yes,"Michigan is different from Caledonia Township, Alcona County, Michigan.",True,The Caretaker
1835,Casey James is different from Casey James.,"Given the previous statement, is Kasey James an Casey James?",No,Kasey James is not different from Casey James.,False,The answer is no
963,American Orthodox Catholic Church is different from Orthodox-Catholic Church of America.,"Given the previous statement, is Orthodox-Catholic Church of America an American Orthodox Catholic Church?",Yes,Orthodox-Catholic Church of America is different from American Orthodox Catholic Church.,True,The first one is
369,"Canna, Scotland is different from Càrna.","Given the previous statement, is Càrna an Canna, Scotland?",Yes,"Càrna is different from Canna, Scotland.",True,The first sentence is
180,CamStudio is different from Camtasia Studio.,"Given the previous statement, is Camtasia Studio an CamStudio?",Yes,Camtasia Studio is different from CamStudio.,True,The answer to the
1118,Calgon is different from Calgon.,"Given the previous statement, is Calgon Carbon an Calgon?",No,Calgon Carbon is not different from Calgon.,False,The answer is no
203,"Cambria Heights, Queens is different from Cambria.","Given the previous statement, is Cambria an Cambria Heights, Queens?",Yes,"Cambria is different from Cambria Heights, Queens.",True,The answer is no
734,Carol Vaness is different from Vanness Wu.,"Given the previous statement, is Vanness Wu an Carol Vaness?",Yes,Vanness Wu is different from Carol Vaness.,True,The first one is
1242,"Cameron County, Texas is different from Cameron County, Texas.","Given the previous statement, is Texas an Cameron County, Texas?",No,"Texas is not different from Cameron County, Texas.",False,The American Family Association
825,Casapueblo is different from Casa del pueblo.,"Given the previous statement, is Casa del pueblo an Casapueblo?",Yes,Casa del pueblo is different from Casapueblo.,True,The first sentence is
432,Cantacuzino Castle is different from Cantacuzino palace.,"Given the previous statement, is Cantacuzino palace an Cantacuzino Castle?",Yes,Cantacuzino palace is different from Cantacuzino Castle.,True,The first two are
1290,Camputers Lynx is different from Camputers Lynx.,"Given the previous statement, is Computer an Camputers Lynx?",No,Computer is not different from Camputers Lynx.,False,The first one is
1688,Carlos Valverde is different from Carlos Valverde.,"Given the previous statement, is Carlos Valverde (footballer an Carlos Valverde?",No,Carlos Valverde (footballer is not different from Carlos Valverde.,False,The answer is no
1296,Can't Stop Dancing is different from Can't Stop Dancing.,"Given the previous statement, is Can't Stop Dancin' an Can't Stop Dancing?",No,Can't Stop Dancin' is not different from Can't Stop Dancing.,False,"Yes, the first"
705,"Carmel, West Virginia is different from West Virginia.","Given the previous statement, is West Virginia an Carmel, West Virginia?",Yes,"West Virginia is different from Carmel, West Virginia.",True,"Carmel, West"
133,California Legislative Analyst's Office is different from California Office of Legislative Counsel.,"Given the previous statement, is California Office of Legislative Counsel an California Legislative Analyst's Office?",Yes,California Office of Legislative Counsel is different from California Legislative Analyst's Office.,True,The first one is
1937,American Austin Car Company is different from American Austin Car Company.,"Given the previous statement, is Austin Motor Company an American Austin Car Company?",No,Austin Motor Company is not different from American Austin Car Company.,False,The first one is
130,California Dreams is different from California Dreaming.,"Given the previous statement, is California Dreaming an California Dreams?",Yes,California Dreaming is different from California Dreams.,True,The first one is
1853,Castac Lake is different from Castac Lake.,"Given the previous statement, is Castaic Lake an Castac Lake?",No,Castaic Lake is not different from Castac Lake.,False,The answer is no
154,"Callington, South Australia is different from Callington.","Given the previous statement, is Callington an Callington, South Australia?",Yes,"Callington is different from Callington, South Australia.",True,Amicus curiae
61,Cairo Mississippi River Bridge is different from Cairo I-57 Bridge.,"Given the previous statement, is Cairo I-57 Bridge an Cairo Mississippi River Bridge?",Yes,Cairo I-57 Bridge is different from Cairo Mississippi River Bridge.,True,The first one is
365,Cankili I is different from Cankili II.,"Given the previous statement, is Cankili II an Cankili I?",Yes,Cankili II is different from Cankili I.,True,The answer is no
1348,Candaba is different from Candaba.,"Given the previous statement, is Canada an Candaba?",No,Canada is not different from Candaba.,False,The answer is no
467,"Cape St. George, Newfoundland and Labrador is different from St. George's.","Given the previous statement, is St. George's an Cape St. George, Newfoundland and Labrador?",Yes,"St. George's is different from Cape St. George, Newfoundland and Labrador.",True,The answer is no
1106,"Caledonia, Illinois is different from Caledonia, Illinois.","Given the previous statement, is Caledonia Township an Caledonia, Illinois?",No,"Caledonia Township is not different from Caledonia, Illinois.",False,The answer is no
1847,Casio PB-1000 is different from Casio PB-1000.,"Given the previous statement, is Casio PV-1000 an Casio PB-1000?",No,Casio PV-1000 is not different from Casio PB-1000.,False,The answer is no
1907,Catan is different from Catan.,"Given the previous statement, is Catan an Catan?",No,Catan is not different from Catan.,False,The Castlefield is
23,Cadet College Murree is different from Military College Murree.,"Given the previous statement, is Military College Murree an Cadet College Murree?",Yes,Military College Murree is different from Cadet College Murree.,True,The first one is
226,Cambuslang Rangers F.C. is different from Cambuslang RFC.,"Given the previous statement, is Cambuslang RFC an Cambuslang Rangers F.C.?",Yes,Cambuslang RFC is different from Cambuslang Rangers F.C..,True,The Amiga Fast
1528,CarMax is different from CarMax.,"Given the previous statement, is Carmex an CarMax?",No,Carmex is not different from CarMax.,False,The first one is
1191,Camber Railway is different from Camber Railway.,"Given the previous statement, is Camber Tramway an Camber Railway?",No,Camber Tramway is not different from Camber Railway.,False,The answer is no
1101,Caldron Pool is different from Caldron Pool.,"Given the previous statement, is Cauldron Pool an Caldron Pool?",No,Cauldron Pool is not different from Caldron Pool.,False,The answer is no
1188,Camazepam is different from Camazepam.,"Given the previous statement, is Clobazam an Camazepam?",No,Clobazam is not different from Camazepam.,False,The answer is no
431,Canstruct International is different from Canstruction.,"Given the previous statement, is Canstruction an Canstruct International?",Yes,Canstruction is different from Canstruct International.,True,The first one is
1124,Calico is different from Calico.,"Given the previous statement, is Coleco an Calico?",No,Coleco is not different from Calico.,False,The answer is no
1478,Capital is different from Capital.,"Given the previous statement, is Capitol an Capital?",No,Capitol is not different from Capital.,False,The first two are
1073,Cal Northern School of Law is different from Cal Northern School of Law.,"Given the previous statement, is University of Northern California an Cal Northern School of Law?",No,University of Northern California is not different from Cal Northern School of Law.,False,The answer is no
866,Castillo de San Marcos is different from Castle of San Marcos.,"Given the previous statement, is Castle of San Marcos an Castillo de San Marcos?",Yes,Castle of San Marcos is different from Castillo de San Marcos.,True,The answer is no
1034,Cadillac Seville is different from Cadillac Seville.,"Given the previous statement, is Cadillac de Ville series an Cadillac Seville?",No,Cadillac de Ville series is not different from Cadillac Seville.,False,The first one is
541,Carbamazepine is different from Carbamazine.,"Given the previous statement, is Carbamazine an Carbamazepine?",Yes,Carbamazine is different from Carbamazepine.,True,The first two are
833,Casey Fien is different from Cassie Fien.,"Given the previous statement, is Cassie Fien an Casey Fien?",Yes,Cassie Fien is different from Casey Fien.,True,The answer is no
1744,Carolyn Bourdeaux is different from Carolyn Bourdeaux.,"Given the previous statement, is Caroline Boudreaux an Carolyn Bourdeaux?",No,Caroline Boudreaux is not different from Carolyn Bourdeaux.,False,The first two are
713,Carnegie Art Museum is different from Carnegie Museum of Art.,"Given the previous statement, is Carnegie Museum of Art an Carnegie Art Museum?",Yes,Carnegie Museum of Art is different from Carnegie Art Museum.,True,The answer is no
1569,Cardinal O'Hara High School is different from Cardinal O'Hara High School.,"Given the previous statement, is Cardinal O'Hara High School (Tonawanda an Cardinal O'Hara High School?",No,Cardinal O'Hara High School (Tonawanda is not different from Cardinal O'Hara High School.,False,The first one is
127,California Academy of Sciences is different from California Institute of Science.,"Given the previous statement, is California Institute of Science an California Academy of Sciences?",Yes,California Institute of Science is different from California Academy of Sciences.,True,The answer is no
1848,Caspar John is different from Caspar John.,"Given the previous statement, is John Casper an Caspar John?",No,John Casper is not different from Caspar John.,False,The answer is no
304,Canaan Smith is different from Canaan Smith.,"Given the previous statement, is Canaan Smith an Canaan Smith?",Yes,Canaan Smith is different from Canaan Smith.,True,The answer is no
1221,Cambron is different from Cambron.,"Given the previous statement, is Cambrón an Cambron?",No,Cambrón is not different from Cambron.,False,The answer is no
984,American militia movement is different from State defense force.,"Given the previous statement, is State defense force an American militia movement?",Yes,State defense force is different from American militia movement.,True,The answer is no
1306,Canaanimys is different from Canaanimys.,"Given the previous statement, is Canaanimico an Canaanimys?",No,Canaanimico is not different from Canaanimys.,False,The answer is no
1522,Captain Prabhakaran is different from Captain Prabhakaran.,"Given the previous statement, is Velupillai Prabhakaran an Captain Prabhakaran?",No,Velupillai Prabhakaran is not different from Captain Prabhakaran.,False,The first two are
572,Cardinal de Rohan is different from Armand de Rohan-Soubise.,"Given the previous statement, is Armand de Rohan-Soubise an Cardinal de Rohan?",Yes,Armand de Rohan-Soubise is different from Cardinal de Rohan.,True,The answer is no
796,Carter Center is different from Jimmy Carter Library.,"Given the previous statement, is Jimmy Carter Library an Carter Center?",Yes,Jimmy Carter Library is different from Carter Center.,True,"Yes, Catalep"
1550,Carbonari is different from Carbonari.,"Given the previous statement, is Carabinieri an Carbonari?",No,Carabinieri is not different from Carbonari.,False,The first two are
1706,"Carmel Valley, California is different from Carmel Valley, California.","Given the previous statement, is California an Carmel Valley, California?",No,"California is not different from Carmel Valley, California.",False,The answer is no
1709,"Carmel Valley, San Diego is different from Carmel Valley, San Diego.","Given the previous statement, is Carmel Valley Village an Carmel Valley, San Diego?",No,"Carmel Valley Village is not different from Carmel Valley, San Diego.",False,The first sentence is
8,Cabinet of François Fillon is different from Fillon Government.,"Given the previous statement, is Fillon Government an Cabinet of François Fillon?",Yes,Fillon Government is different from Cabinet of François Fillon.,True,The answer is no
325,Canadian Classics is different from Canadian Classique.,"Given the previous statement, is Canadian Classique an Canadian Classics?",Yes,Canadian Classique is different from Canadian Classics.,True,The answer is no
1574,CareFlight is different from CareFlight.,"Given the previous statement, is CareFlite an CareFlight?",No,CareFlite is not different from CareFlight.,False,The answer is no
1670,Carlos Martínez is different from Carlos Martínez.,"Given the previous statement, is Born 1991) an Carlos Martínez?",No,Born 1991) is not different from Carlos Martínez.,False,The answer is no
589,Carl A. Anderson is different from Carl Albert Andersen.,"Given the previous statement, is Carl Albert Andersen an Carl A. Anderson?",Yes,Carl Albert Andersen is different from Carl A. Anderson.,True,The answer is no
1888,Castlefield is different from Castlefield.,"Given the previous statement, is Castlefields an Castlefield?",No,Castlefields is not different from Castlefield.,False,The answer is no
131,California Exposition and State Fair Police is different from Exposition Park Department of Public Safety.,"Given the previous statement, is Exposition Park Department of Public Safety an California Exposition and State Fair Police?",Yes,Exposition Park Department of Public Safety is different from California Exposition and State Fair Police.,True,The answer is no
1001,Cabagan is different from Cabagan.,"Given the previous statement, is Cabangan an Cabagan?",No,Cabangan is not different from Cabagan.,False,The first sentence is
1283,Camphor is different from Camphor.,"Given the previous statement, is Samphor an Camphor?",No,Samphor is not different from Camphor.,False,The answer to the
1345,Canda is different from Canda.,"Given the previous statement, is Canada an Canda?",No,Canada is not different from Canda.,False,The answer is no
957,American Merchant Marine Veterans Memorial is different from American Merchant Mariners' Memorial.,"Given the previous statement, is American Merchant Mariners' Memorial an American Merchant Marine Veterans Memorial?",Yes,American Merchant Mariners' Memorial is different from American Merchant Marine Veterans Memorial.,True,The first one is
1105,"Caledon, Ontario is different from Caledon, Ontario.","Given the previous statement, is Ontario an Caledon, Ontario?",No,"Ontario is not different from Caledon, Ontario.",False,The answer is no
1049,Cagayan Valley is different from Cagayan Valley.,"Given the previous statement, is Cagayan an Cagayan Valley?",No,Cagayan is not different from Cagayan Valley.,False,The first two questions
1210,Cambrian substrate revolution is different from Cambrian substrate revolution.,"Given the previous statement, is Agrarian revolution an Cambrian substrate revolution?",No,Agrarian revolution is not different from Cambrian substrate revolution.,False,The answer is no
1037,Cadillac de Ville series is different from Cadillac de Ville series.,"Given the previous statement, is Cadillac Seville an Cadillac de Ville series?",No,Cadillac Seville is not different from Cadillac de Ville series.,False,The first one is
220,Cambridge Students' Union is different from Cambridge Union.,"Given the previous statement, is Cambridge Union an Cambridge Students' Union?",Yes,Cambridge Union is different from Cambridge Students' Union.,True,The answer is no
1762,"Carrick, Cumnock and Doon Valley is different from Carrick, Cumnock and Doon Valley.","Given the previous statement, is Carrick an Carrick, Cumnock and Doon Valley?",No,"Carrick is not different from Carrick, Cumnock and Doon Valley.",False,The answer is no
1510,Cappucino is different from Cappucino.,"Given the previous statement, is Cappuccino an Cappucino?",No,Cappuccino is not different from Cappucino.,False,The first one is
