ID,triple1,triple2,question,answer,inferred triple,label
26,A is a D.,D is an equivalent class of C.,"Given the previous statements, is A a C?",Yes,A is a C.,True
27,A is a R.,R is an equivalent class of E.,"Given the previous statements, is A a E?",Yes,A is a E.,True
28,A is a T.,T is an equivalent class of P.,"Given the previous statements, is A a P?",Yes,A is a P.,True
29,A is a L.,L is an equivalent class of T.,"Given the previous statements, is A a T?",Yes,A is a T.,True
30,A is a Z.,Z is an equivalent class of B.,"Given the previous statements, is A a B?",Yes,A is a B.,True
31,A is a C.,C is an equivalent class of V.,"Given the previous statements, is A a V?",Yes,A is a V.,True
32,A is a J.,J is an equivalent class of T.,"Given the previous statements, is A a T?",Yes,A is a T.,True
33,A is a U.,U is an equivalent class of N.,"Given the previous statements, is A a N?",Yes,A is a N.,True
34,B is a Y.,Y is an equivalent class of C.,"Given the previous statements, is B a C?",Yes,B is a C.,True
35,B is a D.,D is an equivalent class of N.,"Given the previous statements, is B a N?",Yes,B is a N.,True
36,B is a H.,H is an equivalent class of I.,"Given the previous statements, is B a I?",Yes,B is a I.,True
37,B is a Q.,Q is an equivalent class of Z.,"Given the previous statements, is B a Z?",Yes,B is a Z.,True
38,B is a K.,K is an equivalent class of V.,"Given the previous statements, is B a V?",Yes,B is a V.,True
39,B is a Q.,Q is an equivalent class of T.,"Given the previous statements, is B a T?",Yes,B is a T.,True
40,B is a O.,O is an equivalent class of M.,"Given the previous statements, is B a M?",Yes,B is a M.,True
41,B is a E.,E is an equivalent class of Q.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True
42,B is a J.,J is an equivalent class of Z.,"Given the previous statements, is B a Z?",Yes,B is a Z.,True
43,B is a S.,S is an equivalent class of Q.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True
44,B is a K.,K is an equivalent class of C.,"Given the previous statements, is B a C?",Yes,B is a C.,True
45,B is a D.,D is an equivalent class of J.,"Given the previous statements, is B a J?",Yes,B is a J.,True
46,B is a N.,N is an equivalent class of V.,"Given the previous statements, is B a V?",Yes,B is a V.,True
47,B is a I.,I is an equivalent class of T.,"Given the previous statements, is B a T?",Yes,B is a T.,True
48,B is a F.,F is an equivalent class of Q.,"Given the previous statements, is B a Q?",Yes,B is a Q.,True
49,B is a R.,R is an equivalent class of V.,"Given the previous statements, is B a V?",Yes,B is a V.,True
50,B is a A.,A is an equivalent class of O.,"Given the previous statements, is B a O?",Yes,B is a O.,True
51,B is a R.,R is an equivalent class of K.,"Given the previous statements, is B a K?",Yes,B is a K.,True
52,B is a C.,C is an equivalent class of N.,"Given the previous statements, is B a N?",Yes,B is a N.,True
53,B is a U.,U is an equivalent class of V.,"Given the previous statements, is B a V?",Yes,B is a V.,True
54,B is a P.,P is an equivalent class of V.,"Given the previous statements, is B a V?",Yes,B is a V.,True
55,B is a Y.,Y is an equivalent class of S.,"Given the previous statements, is B a S?",Yes,B is a S.,True
56,B is a T.,T is an equivalent class of E.,"Given the previous statements, is B a E?",Yes,B is a E.,True
57,B is a N.,N is an equivalent class of F.,"Given the previous statements, is B a F?",Yes,B is a F.,True
58,B is a I.,I is an equivalent class of N.,"Given the previous statements, is B a N?",Yes,B is a N.,True
59,B is a T.,T is an equivalent class of H.,"Given the previous statements, is B a H?",Yes,B is a H.,True
60,B is a Z.,Z is an equivalent class of R.,"Given the previous statements, is B a R?",Yes,B is a R.,True
61,B is a X.,X is an equivalent class of S.,"Given the previous statements, is B a S?",Yes,B is a S.,True
62,B is a G.,G is an equivalent class of O.,"Given the previous statements, is B a O?",Yes,B is a O.,True
63,B is a K.,K is an equivalent class of W.,"Given the previous statements, is B a W?",Yes,B is a W.,True
64,B is a L.,L is an equivalent class of Z.,"Given the previous statements, is B a Z?",Yes,B is a Z.,True
65,B is a Z.,Z is an equivalent class of K.,"Given the previous statements, is B a K?",Yes,B is a K.,True
66,B is a O.,O is an equivalent class of K.,"Given the previous statements, is B a K?",Yes,B is a K.,True
67,C is a F.,F is an equivalent class of T.,"Given the previous statements, is C a T?",Yes,C is a T.,True
68,C is a M.,M is an equivalent class of B.,"Given the previous statements, is C a B?",Yes,C is a B.,True
69,C is a W.,W is an equivalent class of T.,"Given the previous statements, is C a T?",Yes,C is a T.,True
70,C is a S.,S is an equivalent class of V.,"Given the previous statements, is C a V?",Yes,C is a V.,True
71,C is a E.,E is an equivalent class of R.,"Given the previous statements, is C a R?",Yes,C is a R.,True
72,C is a V.,V is an equivalent class of L.,"Given the previous statements, is C a L?",Yes,C is a L.,True
73,C is a D.,D is an equivalent class of J.,"Given the previous statements, is C a J?",Yes,C is a J.,True
74,C is a H.,H is an equivalent class of K.,"Given the previous statements, is C a K?",Yes,C is a K.,True
75,C is a Z.,Z is an equivalent class of Y.,"Given the previous statements, is C a Y?",Yes,C is a Y.,True
76,C is a R.,R is an equivalent class of L.,"Given the previous statements, is C a L?",Yes,C is a L.,True
77,C is a N.,N is an equivalent class of L.,"Given the previous statements, is C a L?",Yes,C is a L.,True
78,C is a Y.,Y is an equivalent class of H.,"Given the previous statements, is C a H?",Yes,C is a H.,True
79,C is a B.,B is an equivalent class of Z.,"Given the previous statements, is C a Z?",Yes,C is a Z.,True
80,C is a Z.,Z is an equivalent class of R.,"Given the previous statements, is C a R?",Yes,C is a R.,True
81,C is a X.,X is an equivalent class of T.,"Given the previous statements, is C a T?",Yes,C is a T.,True
82,C is a Q.,Q is an equivalent class of T.,"Given the previous statements, is C a T?",Yes,C is a T.,True
83,C is a D.,D is an equivalent class of A.,"Given the previous statements, is C a A?",Yes,C is a A.,True
84,C is a B.,B is an equivalent class of Q.,"Given the previous statements, is C a Q?",Yes,C is a Q.,True
85,C is a I.,I is an equivalent class of V.,"Given the previous statements, is C a V?",Yes,C is a V.,True
86,C is a S.,S is an equivalent class of O.,"Given the previous statements, is C a O?",Yes,C is a O.,True
87,C is a Y.,Y is an equivalent class of B.,"Given the previous statements, is C a B?",Yes,C is a B.,True
88,C is a O.,O is an equivalent class of M.,"Given the previous statements, is C a M?",Yes,C is a M.,True
89,C is a J.,J is an equivalent class of L.,"Given the previous statements, is C a L?",Yes,C is a L.,True
90,C is a E.,E is an equivalent class of F.,"Given the previous statements, is C a F?",Yes,C is a F.,True
91,C is a X.,X is an equivalent class of G.,"Given the previous statements, is C a G?",Yes,C is a G.,True
92,C is a K.,K is an equivalent class of A.,"Given the previous statements, is C a A?",Yes,C is a A.,True
93,C is a I.,I is an equivalent class of B.,"Given the previous statements, is C a B?",Yes,C is a B.,True
94,C is a J.,J is an equivalent class of G.,"Given the previous statements, is C a G?",Yes,C is a G.,True
95,C is a I.,I is an equivalent class of Z.,"Given the previous statements, is C a Z?",Yes,C is a Z.,True
96,C is a I.,I is an equivalent class of O.,"Given the previous statements, is C a O?",Yes,C is a O.,True
97,C is a Z.,Z is an equivalent class of I.,"Given the previous statements, is C a I?",Yes,C is a I.,True
98,C is a Y.,Y is an equivalent class of N.,"Given the previous statements, is C a N?",Yes,C is a N.,True
99,C is a Q.,Q is an equivalent class of Z.,"Given the previous statements, is C a Z?",Yes,C is a Z.,True
100,D is a Y.,Y is an equivalent class of N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
101,D is a N.,N is an equivalent class of H.,"Given the previous statements, is D a H?",Yes,D is a H.,True
102,D is a G.,G is an equivalent class of Z.,"Given the previous statements, is D a Z?",Yes,D is a Z.,True
103,D is a A.,A is an equivalent class of Y.,"Given the previous statements, is D a Y?",Yes,D is a Y.,True
104,D is a S.,S is an equivalent class of P.,"Given the previous statements, is D a P?",Yes,D is a P.,True
105,D is a Q.,Q is an equivalent class of T.,"Given the previous statements, is D a T?",Yes,D is a T.,True
106,D is a T.,T is an equivalent class of F.,"Given the previous statements, is D a F?",Yes,D is a F.,True
107,D is a I.,I is an equivalent class of B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
108,D is a G.,G is an equivalent class of Y.,"Given the previous statements, is D a Y?",Yes,D is a Y.,True
109,D is a Q.,Q is an equivalent class of Z.,"Given the previous statements, is D a Z?",Yes,D is a Z.,True
110,D is a H.,H is an equivalent class of F.,"Given the previous statements, is D a F?",Yes,D is a F.,True
111,D is a S.,S is an equivalent class of G.,"Given the previous statements, is D a G?",Yes,D is a G.,True
112,D is a B.,B is an equivalent class of X.,"Given the previous statements, is D a X?",Yes,D is a X.,True
113,D is a I.,I is an equivalent class of G.,"Given the previous statements, is D a G?",Yes,D is a G.,True
114,D is a S.,S is an equivalent class of V.,"Given the previous statements, is D a V?",Yes,D is a V.,True
115,D is a M.,M is an equivalent class of X.,"Given the previous statements, is D a X?",Yes,D is a X.,True
116,D is a U.,U is an equivalent class of N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
117,D is a L.,L is an equivalent class of M.,"Given the previous statements, is D a M?",Yes,D is a M.,True
118,D is a A.,A is an equivalent class of C.,"Given the previous statements, is D a C?",Yes,D is a C.,True
119,D is a R.,R is an equivalent class of K.,"Given the previous statements, is D a K?",Yes,D is a K.,True
120,D is a B.,B is an equivalent class of I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
121,D is a M.,M is an equivalent class of W.,"Given the previous statements, is D a W?",Yes,D is a W.,True
122,D is a Y.,Y is an equivalent class of I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
123,D is a J.,J is an equivalent class of B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
124,D is a B.,B is an equivalent class of Q.,"Given the previous statements, is D a Q?",Yes,D is a Q.,True
125,D is a T.,T is an equivalent class of X.,"Given the previous statements, is D a X?",Yes,D is a X.,True
126,D is a V.,V is an equivalent class of I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
127,D is a P.,P is an equivalent class of I.,"Given the previous statements, is D a I?",Yes,D is a I.,True
128,D is a I.,I is an equivalent class of O.,"Given the previous statements, is D a O?",Yes,D is a O.,True
129,D is a C.,C is an equivalent class of N.,"Given the previous statements, is D a N?",Yes,D is a N.,True
130,D is a N.,N is an equivalent class of Z.,"Given the previous statements, is D a Z?",Yes,D is a Z.,True
131,D is a X.,X is an equivalent class of M.,"Given the previous statements, is D a M?",Yes,D is a M.,True
132,D is a O.,O is an equivalent class of S.,"Given the previous statements, is D a S?",Yes,D is a S.,True
133,E is a R.,R is an equivalent class of K.,"Given the previous statements, is E a K?",Yes,E is a K.,True
134,E is a S.,S is an equivalent class of P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
135,E is a X.,X is an equivalent class of O.,"Given the previous statements, is E a O?",Yes,E is a O.,True
136,E is a V.,V is an equivalent class of I.,"Given the previous statements, is E a I?",Yes,E is a I.,True
137,E is a G.,G is an equivalent class of P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
138,E is a H.,H is an equivalent class of C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
139,E is a V.,V is an equivalent class of O.,"Given the previous statements, is E a O?",Yes,E is a O.,True
140,E is a T.,T is an equivalent class of U.,"Given the previous statements, is E a U?",Yes,E is a U.,True
141,E is a C.,C is an equivalent class of P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
142,E is a C.,C is an equivalent class of I.,"Given the previous statements, is E a I?",Yes,E is a I.,True
143,E is a L.,L is an equivalent class of N.,"Given the previous statements, is E a N?",Yes,E is a N.,True
144,E is a L.,L is an equivalent class of K.,"Given the previous statements, is E a K?",Yes,E is a K.,True
145,E is a C.,C is an equivalent class of J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
146,E is a U.,U is an equivalent class of P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
147,E is a Q.,Q is an equivalent class of D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
148,E is a Z.,Z is an equivalent class of S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
149,E is a G.,G is an equivalent class of H.,"Given the previous statements, is E a H?",Yes,E is a H.,True
150,E is a N.,N is an equivalent class of P.,"Given the previous statements, is E a P?",Yes,E is a P.,True
151,E is a O.,O is an equivalent class of K.,"Given the previous statements, is E a K?",Yes,E is a K.,True
152,E is a W.,W is an equivalent class of J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
153,E is a S.,S is an equivalent class of W.,"Given the previous statements, is E a W?",Yes,E is a W.,True
154,E is a S.,S is an equivalent class of D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
155,E is a U.,U is an equivalent class of Q.,"Given the previous statements, is E a Q?",Yes,E is a Q.,True
156,E is a L.,L is an equivalent class of Q.,"Given the previous statements, is E a Q?",Yes,E is a Q.,True
157,E is a A.,A is an equivalent class of F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
158,E is a F.,F is an equivalent class of A.,"Given the previous statements, is E a A?",Yes,E is a A.,True
159,E is a L.,L is an equivalent class of A.,"Given the previous statements, is E a A?",Yes,E is a A.,True
160,E is a Q.,Q is an equivalent class of A.,"Given the previous statements, is E a A?",Yes,E is a A.,True
161,E is a U.,U is an equivalent class of L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
162,E is a G.,G is an equivalent class of B.,"Given the previous statements, is E a B?",Yes,E is a B.,True
163,E is a V.,V is an equivalent class of J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
164,E is a W.,W is an equivalent class of S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
165,E is a G.,G is an equivalent class of C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
166,F is a D.,D is an equivalent class of S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
167,F is a A.,A is an equivalent class of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
168,F is a B.,B is an equivalent class of R.,"Given the previous statements, is F a R?",Yes,F is a R.,True
169,F is a V.,V is an equivalent class of I.,"Given the previous statements, is F a I?",Yes,F is a I.,True
170,F is a Q.,Q is an equivalent class of Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
171,F is a M.,M is an equivalent class of O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
172,F is a H.,H is an equivalent class of M.,"Given the previous statements, is F a M?",Yes,F is a M.,True
173,F is a O.,O is an equivalent class of W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
174,F is a Z.,Z is an equivalent class of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
175,F is a J.,J is an equivalent class of S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
176,F is a Z.,Z is an equivalent class of X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
177,F is a L.,L is an equivalent class of Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
178,F is a E.,E is an equivalent class of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
179,F is a A.,A is an equivalent class of V.,"Given the previous statements, is F a V?",Yes,F is a V.,True
180,F is a A.,A is an equivalent class of Y.,"Given the previous statements, is F a Y?",Yes,F is a Y.,True
181,F is a U.,U is an equivalent class of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
182,F is a K.,K is an equivalent class of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
183,F is a Y.,Y is an equivalent class of J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
184,F is a L.,L is an equivalent class of Q.,"Given the previous statements, is F a Q?",Yes,F is a Q.,True
185,F is a I.,I is an equivalent class of Q.,"Given the previous statements, is F a Q?",Yes,F is a Q.,True
186,F is a W.,W is an equivalent class of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
187,F is a I.,I is an equivalent class of S.,"Given the previous statements, is F a S?",Yes,F is a S.,True
188,F is a S.,S is an equivalent class of U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
189,F is a Y.,Y is an equivalent class of K.,"Given the previous statements, is F a K?",Yes,F is a K.,True
190,F is a W.,W is an equivalent class of Z.,"Given the previous statements, is F a Z?",Yes,F is a Z.,True
191,F is a Y.,Y is an equivalent class of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
192,F is a Z.,Z is an equivalent class of H.,"Given the previous statements, is F a H?",Yes,F is a H.,True
193,F is a L.,L is an equivalent class of O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
194,F is a W.,W is an equivalent class of O.,"Given the previous statements, is F a O?",Yes,F is a O.,True
195,F is a Q.,Q is an equivalent class of D.,"Given the previous statements, is F a D?",Yes,F is a D.,True
196,F is a X.,X is an equivalent class of T.,"Given the previous statements, is F a T?",Yes,F is a T.,True
197,F is a R.,R is an equivalent class of L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
198,F is a B.,B is an equivalent class of U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
199,G is a W.,W is an equivalent class of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
200,G is a Y.,Y is an equivalent class of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
201,G is a C.,C is an equivalent class of P.,"Given the previous statements, is G a P?",Yes,G is a P.,True
202,G is a O.,O is an equivalent class of C.,"Given the previous statements, is G a C?",Yes,G is a C.,True
203,G is a I.,I is an equivalent class of E.,"Given the previous statements, is G a E?",Yes,G is a E.,True
204,G is a I.,I is an equivalent class of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
205,G is a P.,P is an equivalent class of Y.,"Given the previous statements, is G a Y?",Yes,G is a Y.,True
206,G is a Q.,Q is an equivalent class of H.,"Given the previous statements, is G a H?",Yes,G is a H.,True
207,G is a I.,I is an equivalent class of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
208,G is a R.,R is an equivalent class of O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
209,G is a E.,E is an equivalent class of S.,"Given the previous statements, is G a S?",Yes,G is a S.,True
210,G is a X.,X is an equivalent class of B.,"Given the previous statements, is G a B?",Yes,G is a B.,True
211,G is a B.,B is an equivalent class of W.,"Given the previous statements, is G a W?",Yes,G is a W.,True
212,G is a W.,W is an equivalent class of F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
213,G is a U.,U is an equivalent class of L.,"Given the previous statements, is G a L?",Yes,G is a L.,True
214,G is a V.,V is an equivalent class of R.,"Given the previous statements, is G a R?",Yes,G is a R.,True
215,G is a R.,R is an equivalent class of S.,"Given the previous statements, is G a S?",Yes,G is a S.,True
216,G is a L.,L is an equivalent class of Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
217,G is a W.,W is an equivalent class of N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
218,G is a T.,T is an equivalent class of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
219,G is a V.,V is an equivalent class of F.,"Given the previous statements, is G a F?",Yes,G is a F.,True
220,G is a Y.,Y is an equivalent class of O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
221,G is a Q.,Q is an equivalent class of T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
222,G is a W.,W is an equivalent class of O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
223,G is a H.,H is an equivalent class of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
224,G is a B.,B is an equivalent class of U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
225,G is a J.,J is an equivalent class of A.,"Given the previous statements, is G a A?",Yes,G is a A.,True
226,G is a D.,D is an equivalent class of J.,"Given the previous statements, is G a J?",Yes,G is a J.,True
227,G is a R.,R is an equivalent class of T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
228,G is a Z.,Z is an equivalent class of Q.,"Given the previous statements, is G a Q?",Yes,G is a Q.,True
229,G is a X.,X is an equivalent class of C.,"Given the previous statements, is G a C?",Yes,G is a C.,True
230,G is a S.,S is an equivalent class of V.,"Given the previous statements, is G a V?",Yes,G is a V.,True
231,G is a X.,X is an equivalent class of N.,"Given the previous statements, is G a N?",Yes,G is a N.,True
232,H is a A.,A is an equivalent class of F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
233,H is a O.,O is an equivalent class of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
234,H is a U.,U is an equivalent class of D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
235,H is a S.,S is an equivalent class of L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
236,H is a U.,U is an equivalent class of R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
237,H is a V.,V is an equivalent class of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
238,H is a I.,I is an equivalent class of M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
239,H is a I.,I is an equivalent class of S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
240,H is a S.,S is an equivalent class of W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
241,H is a S.,S is an equivalent class of D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
242,H is a U.,U is an equivalent class of G.,"Given the previous statements, is H a G?",Yes,H is a G.,True
243,H is a O.,O is an equivalent class of P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
244,H is a O.,O is an equivalent class of V.,"Given the previous statements, is H a V?",Yes,H is a V.,True
245,H is a V.,V is an equivalent class of Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
246,H is a I.,I is an equivalent class of D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
247,H is a J.,J is an equivalent class of Z.,"Given the previous statements, is H a Z?",Yes,H is a Z.,True
248,H is a D.,D is an equivalent class of B.,"Given the previous statements, is H a B?",Yes,H is a B.,True
249,H is a O.,O is an equivalent class of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
250,H is a O.,O is an equivalent class of F.,"Given the previous statements, is H a F?",Yes,H is a F.,True
251,H is a X.,X is an equivalent class of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
252,H is a A.,A is an equivalent class of Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
253,H is a P.,P is an equivalent class of A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
254,H is a X.,X is an equivalent class of L.,"Given the previous statements, is H a L?",Yes,H is a L.,True
255,H is a G.,G is an equivalent class of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
256,H is a Z.,Z is an equivalent class of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
257,H is a O.,O is an equivalent class of E.,"Given the previous statements, is H a E?",Yes,H is a E.,True
258,H is a L.,L is an equivalent class of I.,"Given the previous statements, is H a I?",Yes,H is a I.,True
259,H is a V.,V is an equivalent class of K.,"Given the previous statements, is H a K?",Yes,H is a K.,True
260,H is a P.,P is an equivalent class of O.,"Given the previous statements, is H a O?",Yes,H is a O.,True
261,H is a N.,N is an equivalent class of D.,"Given the previous statements, is H a D?",Yes,H is a D.,True
262,H is a C.,C is an equivalent class of R.,"Given the previous statements, is H a R?",Yes,H is a R.,True
263,H is a I.,I is an equivalent class of J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
264,H is a A.,A is an equivalent class of Q.,"Given the previous statements, is H a Q?",Yes,H is a Q.,True
265,I is a T.,T is an equivalent class of Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
266,I is a V.,V is an equivalent class of H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
267,I is a C.,C is an equivalent class of X.,"Given the previous statements, is I a X?",Yes,I is a X.,True
268,I is a W.,W is an equivalent class of M.,"Given the previous statements, is I a M?",Yes,I is a M.,True
269,I is a J.,J is an equivalent class of Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
270,I is a P.,P is an equivalent class of Y.,"Given the previous statements, is I a Y?",Yes,I is a Y.,True
271,I is a C.,C is an equivalent class of H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
272,I is a W.,W is an equivalent class of D.,"Given the previous statements, is I a D?",Yes,I is a D.,True
273,I is a C.,C is an equivalent class of M.,"Given the previous statements, is I a M?",Yes,I is a M.,True
274,I is a A.,A is an equivalent class of J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
275,I is a Z.,Z is an equivalent class of U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
276,I is a U.,U is an equivalent class of L.,"Given the previous statements, is I a L?",Yes,I is a L.,True
277,I is a R.,R is an equivalent class of D.,"Given the previous statements, is I a D?",Yes,I is a D.,True
278,I is a E.,E is an equivalent class of G.,"Given the previous statements, is I a G?",Yes,I is a G.,True
279,I is a E.,E is an equivalent class of Q.,"Given the previous statements, is I a Q?",Yes,I is a Q.,True
280,I is a R.,R is an equivalent class of S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
281,I is a B.,B is an equivalent class of Z.,"Given the previous statements, is I a Z?",Yes,I is a Z.,True
282,I is a O.,O is an equivalent class of J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
283,I is a Y.,Y is an equivalent class of U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
284,I is a X.,X is an equivalent class of C.,"Given the previous statements, is I a C?",Yes,I is a C.,True
285,I is a U.,U is an equivalent class of K.,"Given the previous statements, is I a K?",Yes,I is a K.,True
286,I is a X.,X is an equivalent class of G.,"Given the previous statements, is I a G?",Yes,I is a G.,True
287,I is a P.,P is an equivalent class of B.,"Given the previous statements, is I a B?",Yes,I is a B.,True
288,I is a F.,F is an equivalent class of Y.,"Given the previous statements, is I a Y?",Yes,I is a Y.,True
289,I is a A.,A is an equivalent class of F.,"Given the previous statements, is I a F?",Yes,I is a F.,True
290,I is a W.,W is an equivalent class of A.,"Given the previous statements, is I a A?",Yes,I is a A.,True
291,I is a F.,F is an equivalent class of A.,"Given the previous statements, is I a A?",Yes,I is a A.,True
292,I is a F.,F is an equivalent class of G.,"Given the previous statements, is I a G?",Yes,I is a G.,True
