ID,triple1,triple2,question,answer,inferred triple,label
94,A K V.,K has range E.,"Given the previous statements, is V a E?",Yes,V is a E.,True
95,A Y T.,Y has range U.,"Given the previous statements, is T a U?",Yes,T is a U.,True
96,A X O.,X has range D.,"Given the previous statements, is O a D?",Yes,O is a D.,True
97,A U M.,U has range N.,"Given the previous statements, is M a N?",Yes,M is a N.,True
98,A S W.,S has range V.,"Given the previous statements, is W a V?",Yes,W is a V.,True
99,A B R.,B has range D.,"Given the previous statements, is R a D?",Yes,R is a D.,True
100,A V J.,V has range N.,"Given the previous statements, is J a N?",Yes,J is a N.,True
101,B Z M.,Z has range N.,"Given the previous statements, is M a N?",Yes,M is a N.,True
102,B Z Q.,Z has range H.,"Given the previous statements, is Q a H?",Yes,Q is a H.,True
103,B K P.,K has range E.,"Given the previous statements, is P a E?",Yes,P is a E.,True
104,B Y N.,Y has range I.,"Given the previous statements, is N a I?",Yes,N is a I.,True
105,B E Z.,E has range Q.,"Given the previous statements, is Z a Q?",Yes,Z is a Q.,True
106,B L F.,L has range X.,"Given the previous statements, is F a X?",Yes,F is a X.,True
107,B Z E.,Z has range S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
108,B Y E.,Y has range M.,"Given the previous statements, is E a M?",Yes,E is a M.,True
109,B A M.,A has range Z.,"Given the previous statements, is M a Z?",Yes,M is a Z.,True
110,B T P.,T has range K.,"Given the previous statements, is P a K?",Yes,P is a K.,True
111,B Z E.,Z has range D.,"Given the previous statements, is E a D?",Yes,E is a D.,True
112,B M F.,M has range G.,"Given the previous statements, is F a G?",Yes,F is a G.,True
113,B P N.,P has range E.,"Given the previous statements, is N a E?",Yes,N is a E.,True
114,B P D.,P has range Q.,"Given the previous statements, is D a Q?",Yes,D is a Q.,True
115,B L T.,L has range Q.,"Given the previous statements, is T a Q?",Yes,T is a Q.,True
116,B L K.,L has range R.,"Given the previous statements, is K a R?",Yes,K is a R.,True
117,B H Q.,H has range Y.,"Given the previous statements, is Q a Y?",Yes,Q is a Y.,True
118,B K R.,K has range J.,"Given the previous statements, is R a J?",Yes,R is a J.,True
119,B O C.,O has range R.,"Given the previous statements, is C a R?",Yes,C is a R.,True
120,B X A.,X has range V.,"Given the previous statements, is A a V?",Yes,A is a V.,True
121,B Y W.,Y has range L.,"Given the previous statements, is W a L?",Yes,W is a L.,True
122,B T E.,T has range R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
123,B X O.,X has range E.,"Given the previous statements, is O a E?",Yes,O is a E.,True
124,B C N.,C has range R.,"Given the previous statements, is N a R?",Yes,N is a R.,True
125,B I E.,I has range V.,"Given the previous statements, is E a V?",Yes,E is a V.,True
126,B W C.,W has range J.,"Given the previous statements, is C a J?",Yes,C is a J.,True
127,B C Z.,C has range S.,"Given the previous statements, is Z a S?",Yes,Z is a S.,True
128,B G Z.,G has range D.,"Given the previous statements, is Z a D?",Yes,Z is a D.,True
129,B A D.,A has range P.,"Given the previous statements, is D a P?",Yes,D is a P.,True
130,B U E.,U has range S.,"Given the previous statements, is E a S?",Yes,E is a S.,True
131,B R C.,R has range J.,"Given the previous statements, is C a J?",Yes,C is a J.,True
132,B E R.,E has range J.,"Given the previous statements, is R a J?",Yes,R is a J.,True
133,B R M.,R has range Q.,"Given the previous statements, is M a Q?",Yes,M is a Q.,True
134,B X P.,X has range V.,"Given the previous statements, is P a V?",Yes,P is a V.,True
135,B K H.,K has range U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
136,B M N.,M has range G.,"Given the previous statements, is N a G?",Yes,N is a G.,True
137,B R J.,R has range N.,"Given the previous statements, is J a N?",Yes,J is a N.,True
138,B K E.,K has range M.,"Given the previous statements, is E a M?",Yes,E is a M.,True
139,B N E.,N has range J.,"Given the previous statements, is E a J?",Yes,E is a J.,True
140,B U V.,U has range H.,"Given the previous statements, is V a H?",Yes,V is a H.,True
141,B L H.,L has range U.,"Given the previous statements, is H a U?",Yes,H is a U.,True
142,B P R.,P has range K.,"Given the previous statements, is R a K?",Yes,R is a K.,True
143,B E L.,E has range O.,"Given the previous statements, is L a O?",Yes,L is a O.,True
144,B X E.,X has range F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
145,B E L.,E has range V.,"Given the previous statements, is L a V?",Yes,L is a V.,True
146,B P Q.,P has range E.,"Given the previous statements, is Q a E?",Yes,Q is a E.,True
147,B U L.,U has range F.,"Given the previous statements, is L a F?",Yes,L is a F.,True
148,B N W.,N has range S.,"Given the previous statements, is W a S?",Yes,W is a S.,True
149,B M S.,M has range F.,"Given the previous statements, is S a F?",Yes,S is a F.,True
150,B V E.,V has range R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
151,B J I.,J has range U.,"Given the previous statements, is I a U?",Yes,I is a U.,True
152,B H U.,H has range J.,"Given the previous statements, is U a J?",Yes,U is a J.,True
153,B R U.,R has range M.,"Given the previous statements, is U a M?",Yes,U is a M.,True
154,B V N.,V has range H.,"Given the previous statements, is N a H?",Yes,N is a H.,True
155,B Q E.,Q has range Y.,"Given the previous statements, is E a Y?",Yes,E is a Y.,True
156,B Q I.,Q has range J.,"Given the previous statements, is I a J?",Yes,I is a J.,True
157,B W K.,W has range Y.,"Given the previous statements, is K a Y?",Yes,K is a Y.,True
158,B G P.,G has range L.,"Given the previous statements, is P a L?",Yes,P is a L.,True
159,B E I.,E has range S.,"Given the previous statements, is I a S?",Yes,I is a S.,True
160,B P J.,P has range T.,"Given the previous statements, is J a T?",Yes,J is a T.,True
161,B D T.,D has range G.,"Given the previous statements, is T a G?",Yes,T is a G.,True
162,B V D.,V has range O.,"Given the previous statements, is D a O?",Yes,D is a O.,True
163,B S G.,S has range T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
164,B G S.,G has range Y.,"Given the previous statements, is S a Y?",Yes,S is a Y.,True
165,B I N.,I has range A.,"Given the previous statements, is N a A?",Yes,N is a A.,True
166,B I A.,I has range R.,"Given the previous statements, is A a R?",Yes,A is a R.,True
167,B L K.,L has range P.,"Given the previous statements, is K a P?",Yes,K is a P.,True
168,B Z E.,Z has range K.,"Given the previous statements, is E a K?",Yes,E is a K.,True
169,B Z F.,Z has range E.,"Given the previous statements, is F a E?",Yes,F is a E.,True
170,B D H.,D has range M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
171,B E G.,E has range T.,"Given the previous statements, is G a T?",Yes,G is a T.,True
172,B W H.,W has range J.,"Given the previous statements, is H a J?",Yes,H is a J.,True
173,B A E.,A has range Y.,"Given the previous statements, is E a Y?",Yes,E is a Y.,True
174,B C F.,C has range U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
175,B U Q.,U has range T.,"Given the previous statements, is Q a T?",Yes,Q is a T.,True
176,B E T.,E has range J.,"Given the previous statements, is T a J?",Yes,T is a J.,True
177,B K Z.,K has range X.,"Given the previous statements, is Z a X?",Yes,Z is a X.,True
178,B I F.,I has range N.,"Given the previous statements, is F a N?",Yes,F is a N.,True
179,B W V.,W has range R.,"Given the previous statements, is V a R?",Yes,V is a R.,True
180,B M V.,M has range Z.,"Given the previous statements, is V a Z?",Yes,V is a Z.,True
181,B R Q.,R has range A.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True
182,B J E.,J has range Y.,"Given the previous statements, is E a Y?",Yes,E is a Y.,True
183,B P T.,P has range W.,"Given the previous statements, is T a W?",Yes,T is a W.,True
184,B J Y.,J has range X.,"Given the previous statements, is Y a X?",Yes,Y is a X.,True
185,B I M.,I has range F.,"Given the previous statements, is M a F?",Yes,M is a F.,True
186,B U M.,U has range F.,"Given the previous statements, is M a F?",Yes,M is a F.,True
187,B A G.,A has range Z.,"Given the previous statements, is G a Z?",Yes,G is a Z.,True
188,B R N.,R has range M.,"Given the previous statements, is N a M?",Yes,N is a M.,True
189,B V I.,V has range L.,"Given the previous statements, is I a L?",Yes,I is a L.,True
190,B P Y.,P has range T.,"Given the previous statements, is Y a T?",Yes,Y is a T.,True
191,B N M.,N has range R.,"Given the previous statements, is M a R?",Yes,M is a R.,True
192,B O N.,O has range E.,"Given the previous statements, is N a E?",Yes,N is a E.,True
193,B F W.,F has range D.,"Given the previous statements, is W a D?",Yes,W is a D.,True
194,B A I.,A has range E.,"Given the previous statements, is I a E?",Yes,I is a E.,True
195,B L R.,L has range C.,"Given the previous statements, is R a C?",Yes,R is a C.,True
196,B U C.,U has range P.,"Given the previous statements, is C a P?",Yes,C is a P.,True
197,B W L.,W has range N.,"Given the previous statements, is L a N?",Yes,L is a N.,True
198,B L P.,L has range C.,"Given the previous statements, is P a C?",Yes,P is a C.,True
199,B F W.,F has range Z.,"Given the previous statements, is W a Z?",Yes,W is a Z.,True
200,B X U.,X has range M.,"Given the previous statements, is U a M?",Yes,U is a M.,True
201,C H Q.,H has range M.,"Given the previous statements, is Q a M?",Yes,Q is a M.,True
202,C Q P.,Q has range J.,"Given the previous statements, is P a J?",Yes,P is a J.,True
203,C E T.,E has range G.,"Given the previous statements, is T a G?",Yes,T is a G.,True
204,C J T.,J has range B.,"Given the previous statements, is T a B?",Yes,T is a B.,True
205,C J S.,J has range U.,"Given the previous statements, is S a U?",Yes,S is a U.,True
206,C T D.,T has range J.,"Given the previous statements, is D a J?",Yes,D is a J.,True
207,C W S.,W has range J.,"Given the previous statements, is S a J?",Yes,S is a J.,True
208,C P L.,P has range J.,"Given the previous statements, is L a J?",Yes,L is a J.,True
209,C V Q.,V has range Z.,"Given the previous statements, is Q a Z?",Yes,Q is a Z.,True
210,C X R.,X has range W.,"Given the previous statements, is R a W?",Yes,R is a W.,True
211,C E F.,E has range L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
212,C I P.,I has range L.,"Given the previous statements, is P a L?",Yes,P is a L.,True
213,C U S.,U has range M.,"Given the previous statements, is S a M?",Yes,S is a M.,True
214,C U W.,U has range B.,"Given the previous statements, is W a B?",Yes,W is a B.,True
215,C W P.,W has range S.,"Given the previous statements, is P a S?",Yes,P is a S.,True
216,C P B.,P has range O.,"Given the previous statements, is B a O?",Yes,B is a O.,True
217,C U J.,U has range H.,"Given the previous statements, is J a H?",Yes,J is a H.,True
218,C X T.,X has range I.,"Given the previous statements, is T a I?",Yes,T is a I.,True
219,C L J.,L has range H.,"Given the previous statements, is J a H?",Yes,J is a H.,True
220,C I V.,I has range P.,"Given the previous statements, is V a P?",Yes,V is a P.,True
221,C R A.,R has range H.,"Given the previous statements, is A a H?",Yes,A is a H.,True
222,C J Z.,J has range U.,"Given the previous statements, is Z a U?",Yes,Z is a U.,True
223,C Z I.,Z has range H.,"Given the previous statements, is I a H?",Yes,I is a H.,True
224,C L I.,L has range M.,"Given the previous statements, is I a M?",Yes,I is a M.,True
225,C A I.,A has range T.,"Given the previous statements, is I a T?",Yes,I is a T.,True
226,C X Z.,X has range W.,"Given the previous statements, is Z a W?",Yes,Z is a W.,True
227,C A T.,A has range M.,"Given the previous statements, is T a M?",Yes,T is a M.,True
228,C P X.,P has range L.,"Given the previous statements, is X a L?",Yes,X is a L.,True
229,C F R.,F has range Q.,"Given the previous statements, is R a Q?",Yes,R is a Q.,True
230,C P F.,P has range U.,"Given the previous statements, is F a U?",Yes,F is a U.,True
231,C L P.,L has range K.,"Given the previous statements, is P a K?",Yes,P is a K.,True
232,C K X.,K has range F.,"Given the previous statements, is X a F?",Yes,X is a F.,True
233,C B W.,B has range R.,"Given the previous statements, is W a R?",Yes,W is a R.,True
234,C T H.,T has range S.,"Given the previous statements, is H a S?",Yes,H is a S.,True
235,C M Q.,M has range G.,"Given the previous statements, is Q a G?",Yes,Q is a G.,True
236,C U P.,U has range H.,"Given the previous statements, is P a H?",Yes,P is a H.,True
237,C N F.,N has range L.,"Given the previous statements, is F a L?",Yes,F is a L.,True
238,C Z J.,Z has range A.,"Given the previous statements, is J a A?",Yes,J is a A.,True
239,C A T.,A has range X.,"Given the previous statements, is T a X?",Yes,T is a X.,True
240,C E A.,E has range Y.,"Given the previous statements, is A a Y?",Yes,A is a Y.,True
241,C A E.,A has range N.,"Given the previous statements, is E a N?",Yes,E is a N.,True
242,C P Y.,P has range D.,"Given the previous statements, is Y a D?",Yes,Y is a D.,True
243,C L J.,L has range N.,"Given the previous statements, is J a N?",Yes,J is a N.,True
244,C D V.,D has range H.,"Given the previous statements, is V a H?",Yes,V is a H.,True
245,C Y P.,Y has range W.,"Given the previous statements, is P a W?",Yes,P is a W.,True
246,C G E.,G has range L.,"Given the previous statements, is E a L?",Yes,E is a L.,True
247,C X T.,X has range Z.,"Given the previous statements, is T a Z?",Yes,T is a Z.,True
248,C H S.,H has range Q.,"Given the previous statements, is S a Q?",Yes,S is a Q.,True
249,C P F.,P has range J.,"Given the previous statements, is F a J?",Yes,F is a J.,True
250,C K M.,K has range U.,"Given the previous statements, is M a U?",Yes,M is a U.,True
251,C R K.,R has range O.,"Given the previous statements, is K a O?",Yes,K is a O.,True
252,C B W.,B has range M.,"Given the previous statements, is W a M?",Yes,W is a M.,True
253,C N D.,N has range S.,"Given the previous statements, is D a S?",Yes,D is a S.,True
254,C L R.,L has range T.,"Given the previous statements, is R a T?",Yes,R is a T.,True
255,C D R.,D has range X.,"Given the previous statements, is R a X?",Yes,R is a X.,True
256,C V X.,V has range Q.,"Given the previous statements, is X a Q?",Yes,X is a Q.,True
257,C O A.,O has range S.,"Given the previous statements, is A a S?",Yes,A is a S.,True
258,C U P.,U has range R.,"Given the previous statements, is P a R?",Yes,P is a R.,True
259,C W M.,W has range X.,"Given the previous statements, is M a X?",Yes,M is a X.,True
260,C M Q.,M has range B.,"Given the previous statements, is Q a B?",Yes,Q is a B.,True
261,C K R.,K has range F.,"Given the previous statements, is R a F?",Yes,R is a F.,True
262,C D U.,D has range R.,"Given the previous statements, is U a R?",Yes,U is a R.,True
263,C O H.,O has range P.,"Given the previous statements, is H a P?",Yes,H is a P.,True
264,C R N.,R has range W.,"Given the previous statements, is N a W?",Yes,N is a W.,True
265,C A P.,A has range V.,"Given the previous statements, is P a V?",Yes,P is a V.,True
266,C T R.,T has range Q.,"Given the previous statements, is R a Q?",Yes,R is a Q.,True
267,C F U.,F has range T.,"Given the previous statements, is U a T?",Yes,U is a T.,True
268,C L V.,L has range Z.,"Given the previous statements, is V a Z?",Yes,V is a Z.,True
269,C K J.,K has range Z.,"Given the previous statements, is J a Z?",Yes,J is a Z.,True
270,C M E.,M has range Q.,"Given the previous statements, is E a Q?",Yes,E is a Q.,True
271,C Z V.,Z has range D.,"Given the previous statements, is V a D?",Yes,V is a D.,True
272,C M V.,M has range J.,"Given the previous statements, is V a J?",Yes,V is a J.,True
273,C S M.,S has range T.,"Given the previous statements, is M a T?",Yes,M is a T.,True
274,C X Z.,X has range T.,"Given the previous statements, is Z a T?",Yes,Z is a T.,True
275,C E W.,E has range R.,"Given the previous statements, is W a R?",Yes,W is a R.,True
276,C J S.,J has range K.,"Given the previous statements, is S a K?",Yes,S is a K.,True
277,C V S.,V has range G.,"Given the previous statements, is S a G?",Yes,S is a G.,True
278,C S K.,S has range L.,"Given the previous statements, is K a L?",Yes,K is a L.,True
279,C Q X.,Q has range D.,"Given the previous statements, is X a D?",Yes,X is a D.,True
280,C N J.,N has range L.,"Given the previous statements, is J a L?",Yes,J is a L.,True
281,C F Z.,F has range R.,"Given the previous statements, is Z a R?",Yes,Z is a R.,True
282,C T I.,T has range B.,"Given the previous statements, is I a B?",Yes,I is a B.,True
283,C V O.,V has range Y.,"Given the previous statements, is O a Y?",Yes,O is a Y.,True
284,C L K.,L has range Q.,"Given the previous statements, is K a Q?",Yes,K is a Q.,True
285,C U P.,U has range E.,"Given the previous statements, is P a E?",Yes,P is a E.,True
286,C E P.,E has range I.,"Given the previous statements, is P a I?",Yes,P is a I.,True
287,C A D.,A has range B.,"Given the previous statements, is D a B?",Yes,D is a B.,True
288,C J L.,J has range D.,"Given the previous statements, is L a D?",Yes,L is a D.,True
289,C F B.,F has range O.,"Given the previous statements, is B a O?",Yes,B is a O.,True
290,C B E.,B has range F.,"Given the previous statements, is E a F?",Yes,E is a F.,True
291,C J D.,J has range G.,"Given the previous statements, is D a G?",Yes,D is a G.,True
292,C P T.,P has range D.,"Given the previous statements, is T a D?",Yes,T is a D.,True
293,C K T.,K has range W.,"Given the previous statements, is T a W?",Yes,T is a W.,True
294,C I V.,I has range Z.,"Given the previous statements, is V a Z?",Yes,V is a Z.,True
295,C H Q.,H has range A.,"Given the previous statements, is Q a A?",Yes,Q is a A.,True
296,C A Q.,A has range I.,"Given the previous statements, is Q a I?",Yes,Q is a I.,True
297,C Y J.,Y has range T.,"Given the previous statements, is J a T?",Yes,J is a T.,True
298,C G N.,G has range D.,"Given the previous statements, is N a D?",Yes,N is a D.,True
299,C V H.,V has range W.,"Given the previous statements, is H a W?",Yes,H is a W.,True
300,C P J.,P has range H.,"Given the previous statements, is J a H?",Yes,J is a H.,True
301,D L U.,L has range H.,"Given the previous statements, is U a H?",Yes,U is a H.,True
302,D Y G.,Y has range U.,"Given the previous statements, is G a U?",Yes,G is a U.,True
303,D A L.,A has range M.,"Given the previous statements, is L a M?",Yes,L is a M.,True
304,D R G.,R has range O.,"Given the previous statements, is G a O?",Yes,G is a O.,True
305,D H A.,H has range J.,"Given the previous statements, is A a J?",Yes,A is a J.,True
306,D S X.,S has range R.,"Given the previous statements, is X a R?",Yes,X is a R.,True
307,D Q W.,Q has range P.,"Given the previous statements, is W a P?",Yes,W is a P.,True
308,D H V.,H has range I.,"Given the previous statements, is V a I?",Yes,V is a I.,True
309,D N H.,N has range M.,"Given the previous statements, is H a M?",Yes,H is a M.,True
310,D F W.,F has range H.,"Given the previous statements, is W a H?",Yes,W is a H.,True
311,D X I.,X has range K.,"Given the previous statements, is I a K?",Yes,I is a K.,True
312,D R X.,R has range Z.,"Given the previous statements, is X a Z?",Yes,X is a Z.,True
313,D V A.,V has range Q.,"Given the previous statements, is A a Q?",Yes,A is a Q.,True
314,D B W.,B has range K.,"Given the previous statements, is W a K?",Yes,W is a K.,True
315,D V L.,V has range C.,"Given the previous statements, is L a C?",Yes,L is a C.,True
316,D O E.,O has range R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
317,D O R.,O has range E.,"Given the previous statements, is R a E?",Yes,R is a E.,True
318,D F Z.,F has range E.,"Given the previous statements, is Z a E?",Yes,Z is a E.,True
319,D U E.,U has range C.,"Given the previous statements, is E a C?",Yes,E is a C.,True
320,D N C.,N has range S.,"Given the previous statements, is C a S?",Yes,C is a S.,True
321,D L C.,L has range I.,"Given the previous statements, is C a I?",Yes,C is a I.,True
322,D C X.,C has range Y.,"Given the previous statements, is X a Y?",Yes,X is a Y.,True
323,D B W.,B has range S.,"Given the previous statements, is W a S?",Yes,W is a S.,True
324,D P F.,P has range W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
325,D G E.,G has range R.,"Given the previous statements, is E a R?",Yes,E is a R.,True
326,D S N.,S has range W.,"Given the previous statements, is N a W?",Yes,N is a W.,True
327,D U K.,U has range V.,"Given the previous statements, is K a V?",Yes,K is a V.,True
328,D B W.,B has range O.,"Given the previous statements, is W a O?",Yes,W is a O.,True
329,D O A.,O has range H.,"Given the previous statements, is A a H?",Yes,A is a H.,True
330,D P U.,P has range V.,"Given the previous statements, is U a V?",Yes,U is a V.,True
331,D O N.,O has range R.,"Given the previous statements, is N a R?",Yes,N is a R.,True
332,D A V.,A has range U.,"Given the previous statements, is V a U?",Yes,V is a U.,True
333,D Q Z.,Q has range B.,"Given the previous statements, is Z a B?",Yes,Z is a B.,True
334,D K N.,K has range C.,"Given the previous statements, is N a C?",Yes,N is a C.,True
335,D H F.,H has range W.,"Given the previous statements, is F a W?",Yes,F is a W.,True
336,D O R.,O has range T.,"Given the previous statements, is R a T?",Yes,R is a T.,True
337,D C W.,C has range K.,"Given the previous statements, is W a K?",Yes,W is a K.,True
338,D V N.,V has range F.,"Given the previous statements, is N a F?",Yes,N is a F.,True
339,D Z B.,Z has range R.,"Given the previous statements, is B a R?",Yes,B is a R.,True
340,D W H.,W has range Y.,"Given the previous statements, is H a Y?",Yes,H is a Y.,True
341,D J H.,J has range A.,"Given the previous statements, is H a A?",Yes,H is a A.,True
