ID,triple1,triple2,question,answer,inferred triple,label
88,A F E.,F is a subproperty of D.,"Given the previous statements, does A have a relation with E through D?",Yes,A has a relation with E through D.,True
89,A X E.,X is a subproperty of I.,"Given the previous statements, does A have a relation with E through I?",Yes,A has a relation with E through I.,True
90,A Q D.,Q is a subproperty of F.,"Given the previous statements, does A have a relation with D through F?",Yes,A has a relation with D through F.,True
91,A P M.,P is a subproperty of U.,"Given the previous statements, does A have a relation with M through U?",Yes,A has a relation with M through U.,True
92,A F D.,F is a subproperty of K.,"Given the previous statements, does A have a relation with D through K?",Yes,A has a relation with D through K.,True
93,A N F.,N is a subproperty of J.,"Given the previous statements, does A have a relation with F through J?",Yes,A has a relation with F through J.,True
94,A O I.,O is a subproperty of H.,"Given the previous statements, does A have a relation with I through H?",Yes,A has a relation with I through H.,True
95,A Z U.,Z is a subproperty of P.,"Given the previous statements, does A have a relation with U through P?",Yes,A has a relation with U through P.,True
96,A Y W.,Y is a subproperty of J.,"Given the previous statements, does A have a relation with W through J?",Yes,A has a relation with W through J.,True
97,A O U.,O is a subproperty of Z.,"Given the previous statements, does A have a relation with U through Z?",Yes,A has a relation with U through Z.,True
98,A K X.,K is a subproperty of Y.,"Given the previous statements, does A have a relation with X through Y?",Yes,A has a relation with X through Y.,True
99,A K J.,K is a subproperty of Z.,"Given the previous statements, does A have a relation with J through Z?",Yes,A has a relation with J through Z.,True
100,A P N.,P is a subproperty of Q.,"Given the previous statements, does A have a relation with N through Q?",Yes,A has a relation with N through Q.,True
101,B P L.,P is a subproperty of R.,"Given the previous statements, does B have a relation with L through R?",Yes,B has a relation with L through R.,True
102,B C L.,C is a subproperty of G.,"Given the previous statements, does B have a relation with L through G?",Yes,B has a relation with L through G.,True
103,B T I.,T is a subproperty of M.,"Given the previous statements, does B have a relation with I through M?",Yes,B has a relation with I through M.,True
104,B Z O.,Z is a subproperty of J.,"Given the previous statements, does B have a relation with O through J?",Yes,B has a relation with O through J.,True
105,B I T.,I is a subproperty of U.,"Given the previous statements, does B have a relation with T through U?",Yes,B has a relation with T through U.,True
106,B H M.,H is a subproperty of L.,"Given the previous statements, does B have a relation with M through L?",Yes,B has a relation with M through L.,True
107,B F V.,F is a subproperty of X.,"Given the previous statements, does B have a relation with V through X?",Yes,B has a relation with V through X.,True
108,B T W.,T is a subproperty of M.,"Given the previous statements, does B have a relation with W through M?",Yes,B has a relation with W through M.,True
109,B X G.,X is a subproperty of Q.,"Given the previous statements, does B have a relation with G through Q?",Yes,B has a relation with G through Q.,True
110,B C H.,C is a subproperty of R.,"Given the previous statements, does B have a relation with H through R?",Yes,B has a relation with H through R.,True
111,B J T.,J is a subproperty of D.,"Given the previous statements, does B have a relation with T through D?",Yes,B has a relation with T through D.,True
112,B V Q.,V is a subproperty of L.,"Given the previous statements, does B have a relation with Q through L?",Yes,B has a relation with Q through L.,True
113,B Q P.,Q is a subproperty of T.,"Given the previous statements, does B have a relation with P through T?",Yes,B has a relation with P through T.,True
114,B A L.,A is a subproperty of R.,"Given the previous statements, does B have a relation with L through R?",Yes,B has a relation with L through R.,True
115,B G M.,G is a subproperty of H.,"Given the previous statements, does B have a relation with M through H?",Yes,B has a relation with M through H.,True
116,B A X.,A is a subproperty of D.,"Given the previous statements, does B have a relation with X through D?",Yes,B has a relation with X through D.,True
117,B W F.,W is a subproperty of X.,"Given the previous statements, does B have a relation with F through X?",Yes,B has a relation with F through X.,True
118,B A H.,A is a subproperty of X.,"Given the previous statements, does B have a relation with H through X?",Yes,B has a relation with H through X.,True
119,B U G.,U is a subproperty of I.,"Given the previous statements, does B have a relation with G through I?",Yes,B has a relation with G through I.,True
120,B N L.,N is a subproperty of Z.,"Given the previous statements, does B have a relation with L through Z?",Yes,B has a relation with L through Z.,True
121,B D I.,D is a subproperty of T.,"Given the previous statements, does B have a relation with I through T?",Yes,B has a relation with I through T.,True
122,B J X.,J is a subproperty of S.,"Given the previous statements, does B have a relation with X through S?",Yes,B has a relation with X through S.,True
123,B M N.,M is a subproperty of R.,"Given the previous statements, does B have a relation with N through R?",Yes,B has a relation with N through R.,True
124,B J O.,J is a subproperty of N.,"Given the previous statements, does B have a relation with O through N?",Yes,B has a relation with O through N.,True
125,B W A.,W is a subproperty of Z.,"Given the previous statements, does B have a relation with A through Z?",Yes,B has a relation with A through Z.,True
126,B Q Y.,Q is a subproperty of O.,"Given the previous statements, does B have a relation with Y through O?",Yes,B has a relation with Y through O.,True
127,B L G.,L is a subproperty of A.,"Given the previous statements, does B have a relation with G through A?",Yes,B has a relation with G through A.,True
128,B Y P.,Y is a subproperty of H.,"Given the previous statements, does B have a relation with P through H?",Yes,B has a relation with P through H.,True
129,B F X.,F is a subproperty of S.,"Given the previous statements, does B have a relation with X through S?",Yes,B has a relation with X through S.,True
130,B I Y.,I is a subproperty of Z.,"Given the previous statements, does B have a relation with Y through Z?",Yes,B has a relation with Y through Z.,True
131,B R I.,R is a subproperty of P.,"Given the previous statements, does B have a relation with I through P?",Yes,B has a relation with I through P.,True
132,B W O.,W is a subproperty of S.,"Given the previous statements, does B have a relation with O through S?",Yes,B has a relation with O through S.,True
133,B D C.,D is a subproperty of Q.,"Given the previous statements, does B have a relation with C through Q?",Yes,B has a relation with C through Q.,True
134,B R L.,R is a subproperty of W.,"Given the previous statements, does B have a relation with L through W?",Yes,B has a relation with L through W.,True
135,B L P.,L is a subproperty of C.,"Given the previous statements, does B have a relation with P through C?",Yes,B has a relation with P through C.,True
136,B T M.,T is a subproperty of E.,"Given the previous statements, does B have a relation with M through E?",Yes,B has a relation with M through E.,True
137,B O K.,O is a subproperty of Q.,"Given the previous statements, does B have a relation with K through Q?",Yes,B has a relation with K through Q.,True
138,B P M.,P is a subproperty of J.,"Given the previous statements, does B have a relation with M through J?",Yes,B has a relation with M through J.,True
139,B V T.,V is a subproperty of G.,"Given the previous statements, does B have a relation with T through G?",Yes,B has a relation with T through G.,True
140,B Q X.,Q is a subproperty of S.,"Given the previous statements, does B have a relation with X through S?",Yes,B has a relation with X through S.,True
141,B C S.,C is a subproperty of V.,"Given the previous statements, does B have a relation with S through V?",Yes,B has a relation with S through V.,True
142,B L J.,L is a subproperty of T.,"Given the previous statements, does B have a relation with J through T?",Yes,B has a relation with J through T.,True
143,B V O.,V is a subproperty of A.,"Given the previous statements, does B have a relation with O through A?",Yes,B has a relation with O through A.,True
144,B O V.,O is a subproperty of I.,"Given the previous statements, does B have a relation with V through I?",Yes,B has a relation with V through I.,True
145,B N Q.,N is a subproperty of H.,"Given the previous statements, does B have a relation with Q through H?",Yes,B has a relation with Q through H.,True
146,B S C.,S is a subproperty of R.,"Given the previous statements, does B have a relation with C through R?",Yes,B has a relation with C through R.,True
147,B F I.,F is a subproperty of T.,"Given the previous statements, does B have a relation with I through T?",Yes,B has a relation with I through T.,True
148,B I S.,I is a subproperty of V.,"Given the previous statements, does B have a relation with S through V?",Yes,B has a relation with S through V.,True
149,B H I.,H is a subproperty of M.,"Given the previous statements, does B have a relation with I through M?",Yes,B has a relation with I through M.,True
150,B M X.,M is a subproperty of H.,"Given the previous statements, does B have a relation with X through H?",Yes,B has a relation with X through H.,True
151,B S G.,S is a subproperty of C.,"Given the previous statements, does B have a relation with G through C?",Yes,B has a relation with G through C.,True
152,B D T.,D is a subproperty of V.,"Given the previous statements, does B have a relation with T through V?",Yes,B has a relation with T through V.,True
153,B F S.,F is a subproperty of N.,"Given the previous statements, does B have a relation with S through N?",Yes,B has a relation with S through N.,True
154,B E R.,E is a subproperty of P.,"Given the previous statements, does B have a relation with R through P?",Yes,B has a relation with R through P.,True
155,B J N.,J is a subproperty of T.,"Given the previous statements, does B have a relation with N through T?",Yes,B has a relation with N through T.,True
156,B T W.,T is a subproperty of D.,"Given the previous statements, does B have a relation with W through D?",Yes,B has a relation with W through D.,True
157,B O P.,O is a subproperty of Z.,"Given the previous statements, does B have a relation with P through Z?",Yes,B has a relation with P through Z.,True
158,B U H.,U is a subproperty of C.,"Given the previous statements, does B have a relation with H through C?",Yes,B has a relation with H through C.,True
159,B T J.,T is a subproperty of A.,"Given the previous statements, does B have a relation with J through A?",Yes,B has a relation with J through A.,True
160,B J N.,J is a subproperty of W.,"Given the previous statements, does B have a relation with N through W?",Yes,B has a relation with N through W.,True
161,B E V.,E is a subproperty of X.,"Given the previous statements, does B have a relation with V through X?",Yes,B has a relation with V through X.,True
162,B M S.,M is a subproperty of E.,"Given the previous statements, does B have a relation with S through E?",Yes,B has a relation with S through E.,True
163,B R I.,R is a subproperty of L.,"Given the previous statements, does B have a relation with I through L?",Yes,B has a relation with I through L.,True
164,B R O.,R is a subproperty of M.,"Given the previous statements, does B have a relation with O through M?",Yes,B has a relation with O through M.,True
165,B U L.,U is a subproperty of V.,"Given the previous statements, does B have a relation with L through V?",Yes,B has a relation with L through V.,True
166,B F N.,F is a subproperty of C.,"Given the previous statements, does B have a relation with N through C?",Yes,B has a relation with N through C.,True
167,B S H.,S is a subproperty of Y.,"Given the previous statements, does B have a relation with H through Y?",Yes,B has a relation with H through Y.,True
168,B T O.,T is a subproperty of H.,"Given the previous statements, does B have a relation with O through H?",Yes,B has a relation with O through H.,True
169,B C U.,C is a subproperty of Q.,"Given the previous statements, does B have a relation with U through Q?",Yes,B has a relation with U through Q.,True
170,B O A.,O is a subproperty of K.,"Given the previous statements, does B have a relation with A through K?",Yes,B has a relation with A through K.,True
171,B D G.,D is a subproperty of Q.,"Given the previous statements, does B have a relation with G through Q?",Yes,B has a relation with G through Q.,True
172,B E S.,E is a subproperty of X.,"Given the previous statements, does B have a relation with S through X?",Yes,B has a relation with S through X.,True
173,B R G.,R is a subproperty of Z.,"Given the previous statements, does B have a relation with G through Z?",Yes,B has a relation with G through Z.,True
174,B U D.,U is a subproperty of O.,"Given the previous statements, does B have a relation with D through O?",Yes,B has a relation with D through O.,True
175,B C X.,C is a subproperty of V.,"Given the previous statements, does B have a relation with X through V?",Yes,B has a relation with X through V.,True
176,B T J.,T is a subproperty of Y.,"Given the previous statements, does B have a relation with J through Y?",Yes,B has a relation with J through Y.,True
177,B O G.,O is a subproperty of M.,"Given the previous statements, does B have a relation with G through M?",Yes,B has a relation with G through M.,True
178,B L C.,L is a subproperty of J.,"Given the previous statements, does B have a relation with C through J?",Yes,B has a relation with C through J.,True
179,B G K.,G is a subproperty of E.,"Given the previous statements, does B have a relation with K through E?",Yes,B has a relation with K through E.,True
180,B Q G.,Q is a subproperty of J.,"Given the previous statements, does B have a relation with G through J?",Yes,B has a relation with G through J.,True
181,B U W.,U is a subproperty of S.,"Given the previous statements, does B have a relation with W through S?",Yes,B has a relation with W through S.,True
182,B I A.,I is a subproperty of N.,"Given the previous statements, does B have a relation with A through N?",Yes,B has a relation with A through N.,True
183,B X W.,X is a subproperty of T.,"Given the previous statements, does B have a relation with W through T?",Yes,B has a relation with W through T.,True
184,B M D.,M is a subproperty of Z.,"Given the previous statements, does B have a relation with D through Z?",Yes,B has a relation with D through Z.,True
185,B V Z.,V is a subproperty of M.,"Given the previous statements, does B have a relation with Z through M?",Yes,B has a relation with Z through M.,True
186,B W R.,W is a subproperty of N.,"Given the previous statements, does B have a relation with R through N?",Yes,B has a relation with R through N.,True
187,B N I.,N is a subproperty of T.,"Given the previous statements, does B have a relation with I through T?",Yes,B has a relation with I through T.,True
188,B K H.,K is a subproperty of V.,"Given the previous statements, does B have a relation with H through V?",Yes,B has a relation with H through V.,True
189,B J Y.,J is a subproperty of M.,"Given the previous statements, does B have a relation with Y through M?",Yes,B has a relation with Y through M.,True
190,B C J.,C is a subproperty of U.,"Given the previous statements, does B have a relation with J through U?",Yes,B has a relation with J through U.,True
191,B W Y.,W is a subproperty of H.,"Given the previous statements, does B have a relation with Y through H?",Yes,B has a relation with Y through H.,True
192,B J H.,J is a subproperty of K.,"Given the previous statements, does B have a relation with H through K?",Yes,B has a relation with H through K.,True
193,B G F.,G is a subproperty of H.,"Given the previous statements, does B have a relation with F through H?",Yes,B has a relation with F through H.,True
194,B V I.,V is a subproperty of Z.,"Given the previous statements, does B have a relation with I through Z?",Yes,B has a relation with I through Z.,True
195,B R S.,R is a subproperty of N.,"Given the previous statements, does B have a relation with S through N?",Yes,B has a relation with S through N.,True
196,B X N.,X is a subproperty of O.,"Given the previous statements, does B have a relation with N through O?",Yes,B has a relation with N through O.,True
197,B O U.,O is a subproperty of Y.,"Given the previous statements, does B have a relation with U through Y?",Yes,B has a relation with U through Y.,True
198,B Y M.,Y is a subproperty of A.,"Given the previous statements, does B have a relation with M through A?",Yes,B has a relation with M through A.,True
199,B P T.,P is a subproperty of X.,"Given the previous statements, does B have a relation with T through X?",Yes,B has a relation with T through X.,True
200,B G R.,G is a subproperty of W.,"Given the previous statements, does B have a relation with R through W?",Yes,B has a relation with R through W.,True
201,C L J.,L is a subproperty of K.,"Given the previous statements, does C have a relation with J through K?",Yes,C has a relation with J through K.,True
202,C V A.,V is a subproperty of H.,"Given the previous statements, does C have a relation with A through H?",Yes,C has a relation with A through H.,True
203,C P N.,P is a subproperty of O.,"Given the previous statements, does C have a relation with N through O?",Yes,C has a relation with N through O.,True
204,C J P.,J is a subproperty of B.,"Given the previous statements, does C have a relation with P through B?",Yes,C has a relation with P through B.,True
205,C W F.,W is a subproperty of T.,"Given the previous statements, does C have a relation with F through T?",Yes,C has a relation with F through T.,True
206,C A K.,A is a subproperty of B.,"Given the previous statements, does C have a relation with K through B?",Yes,C has a relation with K through B.,True
207,C D T.,D is a subproperty of M.,"Given the previous statements, does C have a relation with T through M?",Yes,C has a relation with T through M.,True
208,C K F.,K is a subproperty of Q.,"Given the previous statements, does C have a relation with F through Q?",Yes,C has a relation with F through Q.,True
209,C H M.,H is a subproperty of L.,"Given the previous statements, does C have a relation with M through L?",Yes,C has a relation with M through L.,True
210,C Z H.,Z is a subproperty of X.,"Given the previous statements, does C have a relation with H through X?",Yes,C has a relation with H through X.,True
211,C G F.,G is a subproperty of W.,"Given the previous statements, does C have a relation with F through W?",Yes,C has a relation with F through W.,True
212,C Z R.,Z is a subproperty of T.,"Given the previous statements, does C have a relation with R through T?",Yes,C has a relation with R through T.,True
213,C P K.,P is a subproperty of N.,"Given the previous statements, does C have a relation with K through N?",Yes,C has a relation with K through N.,True
214,C M U.,M is a subproperty of K.,"Given the previous statements, does C have a relation with U through K?",Yes,C has a relation with U through K.,True
215,C Y L.,Y is a subproperty of H.,"Given the previous statements, does C have a relation with L through H?",Yes,C has a relation with L through H.,True
216,C D P.,D is a subproperty of U.,"Given the previous statements, does C have a relation with P through U?",Yes,C has a relation with P through U.,True
217,C S J.,S is a subproperty of O.,"Given the previous statements, does C have a relation with J through O?",Yes,C has a relation with J through O.,True
218,C E S.,E is a subproperty of G.,"Given the previous statements, does C have a relation with S through G?",Yes,C has a relation with S through G.,True
219,C S J.,S is a subproperty of K.,"Given the previous statements, does C have a relation with J through K?",Yes,C has a relation with J through K.,True
220,C R Y.,R is a subproperty of H.,"Given the previous statements, does C have a relation with Y through H?",Yes,C has a relation with Y through H.,True
221,C O H.,O is a subproperty of D.,"Given the previous statements, does C have a relation with H through D?",Yes,C has a relation with H through D.,True
222,C H Y.,H is a subproperty of O.,"Given the previous statements, does C have a relation with Y through O?",Yes,C has a relation with Y through O.,True
223,C S T.,S is a subproperty of F.,"Given the previous statements, does C have a relation with T through F?",Yes,C has a relation with T through F.,True
224,C F B.,F is a subproperty of H.,"Given the previous statements, does C have a relation with B through H?",Yes,C has a relation with B through H.,True
225,C S N.,S is a subproperty of M.,"Given the previous statements, does C have a relation with N through M?",Yes,C has a relation with N through M.,True
226,C U M.,U is a subproperty of Z.,"Given the previous statements, does C have a relation with M through Z?",Yes,C has a relation with M through Z.,True
227,C O F.,O is a subproperty of X.,"Given the previous statements, does C have a relation with F through X?",Yes,C has a relation with F through X.,True
228,C J S.,J is a subproperty of V.,"Given the previous statements, does C have a relation with S through V?",Yes,C has a relation with S through V.,True
229,C R K.,R is a subproperty of L.,"Given the previous statements, does C have a relation with K through L?",Yes,C has a relation with K through L.,True
230,C M S.,M is a subproperty of R.,"Given the previous statements, does C have a relation with S through R?",Yes,C has a relation with S through R.,True
231,C Y H.,Y is a subproperty of Q.,"Given the previous statements, does C have a relation with H through Q?",Yes,C has a relation with H through Q.,True
232,C I U.,I is a subproperty of Y.,"Given the previous statements, does C have a relation with U through Y?",Yes,C has a relation with U through Y.,True
233,C F A.,F is a subproperty of B.,"Given the previous statements, does C have a relation with A through B?",Yes,C has a relation with A through B.,True
234,C H M.,H is a subproperty of V.,"Given the previous statements, does C have a relation with M through V?",Yes,C has a relation with M through V.,True
235,C H P.,H is a subproperty of U.,"Given the previous statements, does C have a relation with P through U?",Yes,C has a relation with P through U.,True
236,C Y J.,Y is a subproperty of B.,"Given the previous statements, does C have a relation with J through B?",Yes,C has a relation with J through B.,True
237,C Q H.,Q is a subproperty of M.,"Given the previous statements, does C have a relation with H through M?",Yes,C has a relation with H through M.,True
238,C W M.,W is a subproperty of R.,"Given the previous statements, does C have a relation with M through R?",Yes,C has a relation with M through R.,True
239,C D R.,D is a subproperty of J.,"Given the previous statements, does C have a relation with R through J?",Yes,C has a relation with R through J.,True
240,C R V.,R is a subproperty of O.,"Given the previous statements, does C have a relation with V through O?",Yes,C has a relation with V through O.,True
241,C S O.,S is a subproperty of N.,"Given the previous statements, does C have a relation with O through N?",Yes,C has a relation with O through N.,True
242,C M J.,M is a subproperty of X.,"Given the previous statements, does C have a relation with J through X?",Yes,C has a relation with J through X.,True
243,C O V.,O is a subproperty of Y.,"Given the previous statements, does C have a relation with V through Y?",Yes,C has a relation with V through Y.,True
244,C H J.,H is a subproperty of L.,"Given the previous statements, does C have a relation with J through L?",Yes,C has a relation with J through L.,True
245,C G J.,G is a subproperty of P.,"Given the previous statements, does C have a relation with J through P?",Yes,C has a relation with J through P.,True
